feature_id	perturbation_type	base_prompt_family	position_label	hit_count	comparison_count	mean_activation	max_activation
2722	e_to_ē	just_check_hum	final_prompt_token	0	1	0.0	0.0
2722	e_to_ē	just_check_hum	final_prompt_token_minus_1	0	1	0.0	0.0
2722	e_to_ē	just_check_hum	final_prompt_token_minus_10	0	1	0.0	0.0
2722	e_to_ē	just_check_hum	final_prompt_token_minus_2	0	1	0.0	0.0
2722	e_to_ē	just_check_hum	final_prompt_token_minus_5	0	1	0.0	0.0
2722	e_to_ē	original_hum	final_prompt_token	0	1	0.0	0.0
2722	e_to_ē	original_hum	final_prompt_token_minus_1	0	1	0.0	0.0
2722	e_to_ē	original_hum	final_prompt_token_minus_10	0	1	0.0	0.0
2722	e_to_ē	original_hum	final_prompt_token_minus_2	0	1	0.0	0.0
2722	e_to_ē	original_hum	final_prompt_token_minus_5	0	1	0.0	0.0
2722	e_to_ē	paraphrase_hum	final_prompt_token	0	1	0.0	0.0
2722	e_to_ē	paraphrase_hum	final_prompt_token_minus_1	0	1	0.0	0.0
2722	e_to_ē	paraphrase_hum	final_prompt_token_minus_10	0	1	0.0	0.0
2722	e_to_ē	paraphrase_hum	final_prompt_token_minus_2	0	1	0.0	0.0
2722	e_to_ē	paraphrase_hum	final_prompt_token_minus_5	0	1	0.0	0.0
2722	e_to_ē	removed_sentence_hum	final_prompt_token	0	1	0.0	0.0
2722	e_to_ē	removed_sentence_hum	final_prompt_token_minus_1	0	1	0.0	0.0
2722	e_to_ē	removed_sentence_hum	final_prompt_token_minus_10	0	1	0.0	0.0
2722	e_to_ē	removed_sentence_hum	final_prompt_token_minus_2	0	1	0.0	0.0
2722	e_to_ē	removed_sentence_hum	final_prompt_token_minus_5	0	1	0.0	0.0
2722	e_to_ē	yes_no_hum	final_prompt_token	1	1	0.233457863330841	0.233457863330841
2722	e_to_ē	yes_no_hum	final_prompt_token_minus_1	0	1	0.0	0.0
2722	e_to_ē	yes_no_hum	final_prompt_token_minus_10	0	1	0.0	0.0
2722	e_to_ē	yes_no_hum	final_prompt_token_minus_2	0	1	0.0	0.0
2722	e_to_ē	yes_no_hum	final_prompt_token_minus_5	0	1	0.0	0.0
2722	random_readable_unicode_control	just_check_hum	final_prompt_token	0	1	0.0	0.0
2722	random_readable_unicode_control	just_check_hum	final_prompt_token_minus_1	0	1	0.0	0.0
2722	random_readable_unicode_control	just_check_hum	final_prompt_token_minus_10	0	1	0.0	0.0
2722	random_readable_unicode_control	just_check_hum	final_prompt_token_minus_2	0	1	0.0	0.0
2722	random_readable_unicode_control	just_check_hum	final_prompt_token_minus_5	0	1	0.0	0.0
2722	random_readable_unicode_control	original_hum	final_prompt_token	0	1	0.0	0.0
2722	random_readable_unicode_control	original_hum	final_prompt_token_minus_1	0	1	0.0	0.0
2722	random_readable_unicode_control	original_hum	final_prompt_token_minus_10	0	1	0.0	0.0
2722	random_readable_unicode_control	original_hum	final_prompt_token_minus_2	0	1	0.0	0.0
2722	random_readable_unicode_control	original_hum	final_prompt_token_minus_5	0	1	0.0	0.0
2722	random_readable_unicode_control	paraphrase_hum	final_prompt_token	0	1	0.0	0.0
2722	random_readable_unicode_control	paraphrase_hum	final_prompt_token_minus_1	0	1	0.0	0.0
2722	random_readable_unicode_control	paraphrase_hum	final_prompt_token_minus_10	0	1	0.0	0.0
2722	random_readable_unicode_control	paraphrase_hum	final_prompt_token_minus_2	0	1	0.0	0.0
2722	random_readable_unicode_control	paraphrase_hum	final_prompt_token_minus_5	0	1	0.0	0.0
2722	random_readable_unicode_control	removed_sentence_hum	final_prompt_token	0	1	0.0	0.0
2722	random_readable_unicode_control	removed_sentence_hum	final_prompt_token_minus_1	0	1	0.0	0.0
2722	random_readable_unicode_control	removed_sentence_hum	final_prompt_token_minus_10	0	1	0.0	0.0
2722	random_readable_unicode_control	removed_sentence_hum	final_prompt_token_minus_2	0	1	0.0	0.0
2722	random_readable_unicode_control	removed_sentence_hum	final_prompt_token_minus_5	0	1	0.0	0.0
2722	random_readable_unicode_control	yes_no_hum	final_prompt_token	1	1	0.1568386256694793	0.1568386256694793
2722	random_readable_unicode_control	yes_no_hum	final_prompt_token_minus_1	0	1	0.0	0.0
2722	random_readable_unicode_control	yes_no_hum	final_prompt_token_minus_10	0	1	0.0	0.0
2722	random_readable_unicode_control	yes_no_hum	final_prompt_token_minus_2	0	1	0.0	0.0
2722	random_readable_unicode_control	yes_no_hum	final_prompt_token_minus_5	0	1	0.0	0.0
2722	s_to_ş	just_check_hum	final_prompt_token	0	1	0.0	0.0
2722	s_to_ş	just_check_hum	final_prompt_token_minus_1	0	1	0.0	0.0
2722	s_to_ş	just_check_hum	final_prompt_token_minus_10	0	1	0.0	0.0
2722	s_to_ş	just_check_hum	final_prompt_token_minus_2	0	1	0.0	0.0
2722	s_to_ş	just_check_hum	final_prompt_token_minus_5	0	1	0.0	0.0
2722	s_to_ş	original_hum	final_prompt_token	0	1	0.0	0.0
2722	s_to_ş	original_hum	final_prompt_token_minus_1	0	1	0.0	0.0
2722	s_to_ş	original_hum	final_prompt_token_minus_10	0	1	0.0	0.0
2722	s_to_ş	original_hum	final_prompt_token_minus_2	0	1	0.0	0.0
2722	s_to_ş	original_hum	final_prompt_token_minus_5	0	1	0.0	0.0
2722	s_to_ş	paraphrase_hum	final_prompt_token	1	1	0.1651475578546524	0.1651475578546524
2722	s_to_ş	paraphrase_hum	final_prompt_token_minus_1	0	1	0.0	0.0
2722	s_to_ş	paraphrase_hum	final_prompt_token_minus_10	0	1	0.0	0.0
2722	s_to_ş	paraphrase_hum	final_prompt_token_minus_2	0	1	0.0	0.0
2722	s_to_ş	paraphrase_hum	final_prompt_token_minus_5	0	1	0.0	0.0
2722	s_to_ş	removed_sentence_hum	final_prompt_token	0	1	0.0	0.0
2722	s_to_ş	removed_sentence_hum	final_prompt_token_minus_1	0	1	0.0	0.0
2722	s_to_ş	removed_sentence_hum	final_prompt_token_minus_10	0	1	0.0	0.0
2722	s_to_ş	removed_sentence_hum	final_prompt_token_minus_2	0	1	0.0	0.0
2722	s_to_ş	removed_sentence_hum	final_prompt_token_minus_5	0	1	0.0	0.0
2722	s_to_ş	yes_no_hum	final_prompt_token	1	1	0.2407050132751464	0.2407050132751464
2722	s_to_ş	yes_no_hum	final_prompt_token_minus_1	0	1	0.0	0.0
2722	s_to_ş	yes_no_hum	final_prompt_token_minus_10	0	1	0.0	0.0
2722	s_to_ş	yes_no_hum	final_prompt_token_minus_2	0	1	0.0	0.0
2722	s_to_ş	yes_no_hum	final_prompt_token_minus_5	0	1	0.0	0.0
2722	s_to_ṡ	just_check_hum	final_prompt_token	0	1	0.0	0.0
2722	s_to_ṡ	just_check_hum	final_prompt_token_minus_1	0	1	0.0	0.0
2722	s_to_ṡ	just_check_hum	final_prompt_token_minus_10	0	1	0.0	0.0
2722	s_to_ṡ	just_check_hum	final_prompt_token_minus_2	0	1	0.0	0.0
2722	s_to_ṡ	just_check_hum	final_prompt_token_minus_5	0	1	0.0	0.0
2722	s_to_ṡ	original_hum	final_prompt_token	0	1	0.0	0.0
2722	s_to_ṡ	original_hum	final_prompt_token_minus_1	0	1	0.0	0.0
2722	s_to_ṡ	original_hum	final_prompt_token_minus_10	0	1	0.0	0.0
2722	s_to_ṡ	original_hum	final_prompt_token_minus_2	0	1	0.0	0.0
2722	s_to_ṡ	original_hum	final_prompt_token_minus_5	0	1	0.0	0.0
2722	s_to_ṡ	paraphrase_hum	final_prompt_token	1	1	0.1668937355279922	0.1668937355279922
2722	s_to_ṡ	paraphrase_hum	final_prompt_token_minus_1	0	1	0.0	0.0
2722	s_to_ṡ	paraphrase_hum	final_prompt_token_minus_10	0	1	0.0	0.0
2722	s_to_ṡ	paraphrase_hum	final_prompt_token_minus_2	0	1	0.0	0.0
2722	s_to_ṡ	paraphrase_hum	final_prompt_token_minus_5	0	1	0.0	0.0
2722	s_to_ṡ	removed_sentence_hum	final_prompt_token	0	1	0.0	0.0
2722	s_to_ṡ	removed_sentence_hum	final_prompt_token_minus_1	0	1	0.0	0.0
2722	s_to_ṡ	removed_sentence_hum	final_prompt_token_minus_10	0	1	0.0	0.0
2722	s_to_ṡ	removed_sentence_hum	final_prompt_token_minus_2	0	1	0.0	0.0
2722	s_to_ṡ	removed_sentence_hum	final_prompt_token_minus_5	0	1	0.0	0.0
2722	s_to_ṡ	yes_no_hum	final_prompt_token	1	1	0.1897922754287719	0.1897922754287719
2722	s_to_ṡ	yes_no_hum	final_prompt_token_minus_1	0	1	0.0	0.0
2722	s_to_ṡ	yes_no_hum	final_prompt_token_minus_10	0	1	0.0	0.0
2722	s_to_ṡ	yes_no_hum	final_prompt_token_minus_2	0	1	0.0	0.0
2722	s_to_ṡ	yes_no_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	ascii_original	just_check_hum	final_prompt_token	0	1	0.0	0.0
7108	ascii_original	just_check_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	ascii_original	just_check_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	ascii_original	just_check_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	ascii_original	just_check_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	ascii_original	original_hum	final_prompt_token	1	1	0.172770008444786	0.172770008444786
7108	ascii_original	original_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	ascii_original	original_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	ascii_original	original_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	ascii_original	original_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	ascii_original	paraphrase_hum	final_prompt_token	0	1	0.0	0.0
7108	ascii_original	paraphrase_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	ascii_original	paraphrase_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	ascii_original	paraphrase_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	ascii_original	paraphrase_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	ascii_original	removed_sentence_hum	final_prompt_token	1	1	0.160235971212387	0.160235971212387
7108	ascii_original	removed_sentence_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	ascii_original	removed_sentence_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	ascii_original	removed_sentence_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	ascii_original	removed_sentence_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	ascii_original	yes_no_hum	final_prompt_token	0	1	0.0	0.0
7108	ascii_original	yes_no_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	ascii_original	yes_no_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	ascii_original	yes_no_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	ascii_original	yes_no_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	d_to_ḑ	just_check_hum	final_prompt_token	0	1	0.0	0.0
7108	d_to_ḑ	just_check_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	d_to_ḑ	just_check_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	d_to_ḑ	just_check_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	d_to_ḑ	just_check_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	d_to_ḑ	original_hum	final_prompt_token	0	1	0.0	0.0
7108	d_to_ḑ	original_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	d_to_ḑ	original_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	d_to_ḑ	original_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	d_to_ḑ	original_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	d_to_ḑ	paraphrase_hum	final_prompt_token	0	1	0.0	0.0
7108	d_to_ḑ	paraphrase_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	d_to_ḑ	paraphrase_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	d_to_ḑ	paraphrase_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	d_to_ḑ	paraphrase_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	d_to_ḑ	removed_sentence_hum	final_prompt_token	0	1	0.0	0.0
7108	d_to_ḑ	removed_sentence_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	d_to_ḑ	removed_sentence_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	d_to_ḑ	removed_sentence_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	d_to_ḑ	removed_sentence_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	d_to_ḑ	yes_no_hum	final_prompt_token	0	1	0.0	0.0
7108	d_to_ḑ	yes_no_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	d_to_ḑ	yes_no_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	d_to_ḑ	yes_no_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	d_to_ḑ	yes_no_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	e_to_ē	just_check_hum	final_prompt_token	0	1	0.0	0.0
7108	e_to_ē	just_check_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	e_to_ē	just_check_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	e_to_ē	just_check_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	e_to_ē	just_check_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	e_to_ē	original_hum	final_prompt_token	1	1	0.1808027327060699	0.1808027327060699
7108	e_to_ē	original_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	e_to_ē	original_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	e_to_ē	original_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	e_to_ē	original_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	e_to_ē	paraphrase_hum	final_prompt_token	0	1	0.0	0.0
7108	e_to_ē	paraphrase_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	e_to_ē	paraphrase_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	e_to_ē	paraphrase_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	e_to_ē	paraphrase_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	e_to_ē	removed_sentence_hum	final_prompt_token	1	1	0.151759847998619	0.151759847998619
7108	e_to_ē	removed_sentence_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	e_to_ē	removed_sentence_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	e_to_ē	removed_sentence_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	e_to_ē	removed_sentence_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	e_to_ē	yes_no_hum	final_prompt_token	0	1	0.0	0.0
7108	e_to_ē	yes_no_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	e_to_ē	yes_no_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	e_to_ē	yes_no_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	e_to_ē	yes_no_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	random_readable_unicode_control	just_check_hum	final_prompt_token	0	1	0.0	0.0
7108	random_readable_unicode_control	just_check_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	random_readable_unicode_control	just_check_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	random_readable_unicode_control	just_check_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	random_readable_unicode_control	just_check_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	random_readable_unicode_control	original_hum	final_prompt_token	0	1	0.0	0.0
7108	random_readable_unicode_control	original_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	random_readable_unicode_control	original_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	random_readable_unicode_control	original_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	random_readable_unicode_control	original_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	random_readable_unicode_control	paraphrase_hum	final_prompt_token	0	1	0.0	0.0
7108	random_readable_unicode_control	paraphrase_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	random_readable_unicode_control	paraphrase_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	random_readable_unicode_control	paraphrase_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	random_readable_unicode_control	paraphrase_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	random_readable_unicode_control	removed_sentence_hum	final_prompt_token	0	1	0.0	0.0
7108	random_readable_unicode_control	removed_sentence_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	random_readable_unicode_control	removed_sentence_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	random_readable_unicode_control	removed_sentence_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	random_readable_unicode_control	removed_sentence_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	random_readable_unicode_control	yes_no_hum	final_prompt_token	0	1	0.0	0.0
7108	random_readable_unicode_control	yes_no_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	random_readable_unicode_control	yes_no_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	random_readable_unicode_control	yes_no_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	random_readable_unicode_control	yes_no_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	s_to_ş	just_check_hum	final_prompt_token	0	1	0.0	0.0
7108	s_to_ş	just_check_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	s_to_ş	just_check_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	s_to_ş	just_check_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	s_to_ş	just_check_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	s_to_ş	original_hum	final_prompt_token	0	1	0.0	0.0
7108	s_to_ş	original_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	s_to_ş	original_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	s_to_ş	original_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	s_to_ş	original_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	s_to_ş	paraphrase_hum	final_prompt_token	0	1	0.0	0.0
7108	s_to_ş	paraphrase_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	s_to_ş	paraphrase_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	s_to_ş	paraphrase_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	s_to_ş	paraphrase_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	s_to_ş	removed_sentence_hum	final_prompt_token	0	1	0.0	0.0
7108	s_to_ş	removed_sentence_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	s_to_ş	removed_sentence_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	s_to_ş	removed_sentence_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	s_to_ş	removed_sentence_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	s_to_ş	yes_no_hum	final_prompt_token	0	1	0.0	0.0
7108	s_to_ş	yes_no_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	s_to_ş	yes_no_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	s_to_ş	yes_no_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	s_to_ş	yes_no_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	s_to_ṡ	just_check_hum	final_prompt_token	0	1	0.0	0.0
7108	s_to_ṡ	just_check_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	s_to_ṡ	just_check_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	s_to_ṡ	just_check_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	s_to_ṡ	just_check_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	s_to_ṡ	original_hum	final_prompt_token	0	1	0.0	0.0
7108	s_to_ṡ	original_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	s_to_ṡ	original_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	s_to_ṡ	original_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	s_to_ṡ	original_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	s_to_ṡ	paraphrase_hum	final_prompt_token	0	1	0.0	0.0
7108	s_to_ṡ	paraphrase_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	s_to_ṡ	paraphrase_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	s_to_ṡ	paraphrase_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	s_to_ṡ	paraphrase_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	s_to_ṡ	removed_sentence_hum	final_prompt_token	0	1	0.0	0.0
7108	s_to_ṡ	removed_sentence_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	s_to_ṡ	removed_sentence_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	s_to_ṡ	removed_sentence_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	s_to_ṡ	removed_sentence_hum	final_prompt_token_minus_5	0	1	0.0	0.0
7108	s_to_ṡ	yes_no_hum	final_prompt_token	0	1	0.0	0.0
7108	s_to_ṡ	yes_no_hum	final_prompt_token_minus_1	0	1	0.0	0.0
7108	s_to_ṡ	yes_no_hum	final_prompt_token_minus_10	0	1	0.0	0.0
7108	s_to_ṡ	yes_no_hum	final_prompt_token_minus_2	0	1	0.0	0.0
7108	s_to_ṡ	yes_no_hum	final_prompt_token_minus_5	0	1	0.0	0.0
9745	ascii_original	just_check_hum	final_prompt_token	0	1	0.0	0.0
9745	ascii_original	just_check_hum	final_prompt_token_minus_1	0	1	0.0	0.0
9745	ascii_original	just_check_hum	final_prompt_token_minus_10	0	1	0.0	0.0
9745	ascii_original	just_check_hum	final_prompt_token_minus_2	0	1	0.0	0.0
9745	ascii_original	just_check_hum	final_prompt_token_minus_5	0	1	0.0	0.0
9745	ascii_original	original_hum	final_prompt_token	1	1	0.1738124638795852	0.1738124638795852
9745	ascii_original	original_hum	final_prompt_token_minus_1	0	1	0.0	0.0
9745	ascii_original	original_hum	final_prompt_token_minus_10	0	1	0.0	0.0
9745	ascii_original	original_hum	final_prompt_token_minus_2	0	1	0.0	0.0
9745	ascii_original	original_hum	final_prompt_token_minus_5	0	1	0.0	0.0
9745	ascii_original	paraphrase_hum	final_prompt_token	0	1	0.0	0.0
9745	ascii_original	paraphrase_hum	final_prompt_token_minus_1	0	1	0.0	0.0
9745	ascii_original	paraphrase_hum	final_prompt_token_minus_10	0	1	0.0	0.0
9745	ascii_original	paraphrase_hum	final_prompt_token_minus_2	0	1	0.0	0.0
9745	ascii_original	paraphrase_hum	final_prompt_token_minus_5	0	1	0.0	0.0
9745	ascii_original	removed_sentence_hum	final_prompt_token	1	1	0.1727446019649505	0.1727446019649505
9745	ascii_original	removed_sentence_hum	final_prompt_token_minus_1	0	1	0.0	0.0
9745	ascii_original	removed_sentence_hum	final_prompt_token_minus_10	0	1	0.0	0.0
9745	ascii_original	removed_sentence_hum	final_prompt_token_minus_2	0	1	0.0	0.0
9745	ascii_original	removed_sentence_hum	final_prompt_token_minus_5	0	1	0.0	0.0
9745	ascii_original	yes_no_hum	final_prompt_token	0	1	0.0	0.0
9745	ascii_original	yes_no_hum	final_prompt_token_minus_1	0	1	0.0	0.0
