prompt_family	perturbation_type	layer	position_label	ascii_prompt_id	perturbation_prompt_id	topk_jaccard	topk_jaccard_distance	ascii_topk_count	perturbation_topk_count	intersection_count	union_count	ascii_prompt_token_count	perturbation_prompt_token_count	token_count_delta_vs_ascii
original_hum	e_to_ē	26	final_prompt_token_minus_5	original_hum_ascii_original	original_hum_e_to_ē	0.041666666666666664	0.9583333333333334	50	50	4	96	93	177	84
original_hum	e_to_ē	26	final_prompt_token_minus_10	original_hum_ascii_original	original_hum_e_to_ē	0.02040816326530612	0.9795918367346939	50	50	2	98	93	177	84
original_hum	e_to_ē	14	final_prompt_token	original_hum_ascii_original	original_hum_e_to_ē	0.47058823529411764	0.5294117647058824	50	50	32	68	93	177	84
original_hum	e_to_ē	14	final_prompt_token_minus_1	original_hum_ascii_original	original_hum_e_to_ē	0.42857142857142855	0.5714285714285714	50	50	30	70	93	177	84
original_hum	e_to_ē	14	final_prompt_token_minus_5	original_hum_ascii_original	original_hum_e_to_ē	0.14942528735632185	0.8505747126436781	50	50	13	87	93	177	84
original_hum	e_to_ē	14	final_prompt_token_minus_10	original_hum_ascii_original	original_hum_e_to_ē	0.02040816326530612	0.9795918367346939	50	50	2	98	93	177	84
original_hum	d_plus_e	26	final_prompt_token	original_hum_ascii_original	original_hum_d_plus_e	0.5873015873015873	0.4126984126984127	50	50	37	63	93	200	107
original_hum	d_plus_e	26	final_prompt_token_minus_1	original_hum_ascii_original	original_hum_d_plus_e	0.5151515151515151	0.48484848484848486	50	50	34	66	93	200	107
original_hum	d_plus_e	26	final_prompt_token_minus_5	original_hum_ascii_original	original_hum_d_plus_e	0.06382978723404255	0.9361702127659575	50	50	6	94	93	200	107
original_hum	d_plus_e	26	final_prompt_token_minus_10	original_hum_ascii_original	original_hum_d_plus_e	0.02040816326530612	0.9795918367346939	50	50	2	98	93	200	107
original_hum	d_plus_e	14	final_prompt_token	original_hum_ascii_original	original_hum_d_plus_e	0.4925373134328358	0.5074626865671642	50	50	33	67	93	200	107
original_hum	d_plus_e	14	final_prompt_token_minus_1	original_hum_ascii_original	original_hum_d_plus_e	0.4492753623188406	0.5507246376811594	50	50	31	69	93	200	107
original_hum	d_plus_e	14	final_prompt_token_minus_5	original_hum_ascii_original	original_hum_d_plus_e	0.12359550561797752	0.8764044943820225	50	50	11	89	93	200	107
original_hum	d_plus_e	14	final_prompt_token_minus_10	original_hum_ascii_original	original_hum_d_plus_e	0.02040816326530612	0.9795918367346939	50	50	2	98	93	200	107
original_hum	s_to_ş	26	final_prompt_token	original_hum_ascii_original	original_hum_s_to_ş	0.47058823529411764	0.5294117647058824	50	50	32	68	93	136	43
original_hum	s_to_ş	26	final_prompt_token_minus_1	original_hum_ascii_original	original_hum_s_to_ş	0.4492753623188406	0.5507246376811594	50	50	31	69	93	136	43
original_hum	s_to_ş	26	final_prompt_token_minus_5	original_hum_ascii_original	original_hum_s_to_ş	0.06382978723404255	0.9361702127659575	50	50	6	94	93	136	43
original_hum	s_to_ş	26	final_prompt_token_minus_10	original_hum_ascii_original	original_hum_s_to_ş	0.06382978723404255	0.9361702127659575	50	50	6	94	93	136	43
original_hum	s_to_ş	14	final_prompt_token	original_hum_ascii_original	original_hum_s_to_ş	0.4492753623188406	0.5507246376811594	50	50	31	69	93	136	43
original_hum	s_to_ş	14	final_prompt_token_minus_1	original_hum_ascii_original	original_hum_s_to_ş	0.3698630136986301	0.6301369863013699	50	50	27	73	93	136	43
original_hum	s_to_ş	14	final_prompt_token_minus_5	original_hum_ascii_original	original_hum_s_to_ş	0.1111111111111111	0.8888888888888888	50	50	10	90	93	136	43
original_hum	s_to_ş	14	final_prompt_token_minus_10	original_hum_ascii_original	original_hum_s_to_ş	0.030927835051546393	0.9690721649484536	50	50	3	97	93	136	43
original_hum	s_to_ṡ	26	final_prompt_token	original_hum_ascii_original	original_hum_s_to_ṡ	0.5384615384615384	0.46153846153846156	50	50	35	65	93	203	110
original_hum	s_to_ṡ	26	final_prompt_token_minus_1	original_hum_ascii_original	original_hum_s_to_ṡ	0.7543859649122807	0.24561403508771928	50	50	43	57	93	203	110
original_hum	s_to_ṡ	26	final_prompt_token_minus_5	original_hum_ascii_original	original_hum_s_to_ṡ	0.010101010101010102	0.98989898989899	50	50	1	99	93	203	110
original_hum	s_to_ṡ	26	final_prompt_token_minus_10	original_hum_ascii_original	original_hum_s_to_ṡ	0.05263157894736842	0.9473684210526316	50	50	5	95	93	203	110
original_hum	s_to_ṡ	14	final_prompt_token	original_hum_ascii_original	original_hum_s_to_ṡ	0.6129032258064516	0.3870967741935484	50	50	38	62	93	203	110
original_hum	s_to_ṡ	14	final_prompt_token_minus_1	original_hum_ascii_original	original_hum_s_to_ṡ	0.5384615384615384	0.46153846153846156	50	50	35	65	93	203	110
original_hum	s_to_ṡ	14	final_prompt_token_minus_5	original_hum_ascii_original	original_hum_s_to_ṡ	0.010101010101010102	0.98989898989899	50	50	1	99	93	203	110
original_hum	s_to_ṡ	14	final_prompt_token_minus_10	original_hum_ascii_original	original_hum_s_to_ṡ	0.05263157894736842	0.9473684210526316	50	50	5	95	93	203	110
original_hum	all_diacritics	26	final_prompt_token	original_hum_ascii_original	original_hum_all_diacritics	0.3333333333333333	0.6666666666666667	50	50	25	75	93	350	257
original_hum	all_diacritics	26	final_prompt_token_minus_1	original_hum_ascii_original	original_hum_all_diacritics	0.19047619047619047	0.8095238095238095	50	50	16	84	93	350	257
original_hum	all_diacritics	26	final_prompt_token_minus_5	original_hum_ascii_original	original_hum_all_diacritics	0.010101010101010102	0.98989898989899	50	50	1	99	93	350	257
original_hum	all_diacritics	26	final_prompt_token_minus_10	original_hum_ascii_original	original_hum_all_diacritics	0.010101010101010102	0.98989898989899	50	50	1	99	93	350	257
original_hum	all_diacritics	14	final_prompt_token	original_hum_ascii_original	original_hum_all_diacritics	0.28205128205128205	0.717948717948718	50	50	22	78	93	350	257
original_hum	all_diacritics	14	final_prompt_token_minus_1	original_hum_ascii_original	original_hum_all_diacritics	0.26582278481012656	0.7341772151898734	50	50	21	79	93	350	257
original_hum	all_diacritics	14	final_prompt_token_minus_5	original_hum_ascii_original	original_hum_all_diacritics	0.030927835051546393	0.9690721649484536	50	50	3	97	93	350	257
original_hum	all_diacritics	14	final_prompt_token_minus_10	original_hum_ascii_original	original_hum_all_diacritics	0.010101010101010102	0.98989898989899	50	50	1	99	93	350	257
