prompt_family	perturbation_type	layer	position_label	feature_id	ascii_activation	perturbation_activation	delta	abs_delta	ascii_rank	perturbation_rank	ascii_present	perturbation_present	ascii_prompt_id	perturbation_prompt_id	ascii_prompt_token_count	perturbation_prompt_token_count	token_count_delta_vs_ascii
original_hum	ascii_original	26	final_prompt_token_minus_1	31420	0.1995328962802887	0.1995328962802887	0.0	0.0	29	29	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	31489	0.15497832000255585	0.15497832000255585	0.0	0.0	47	47	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	31784	0.17284302413463593	0.17284302413463593	0.0	0.0	38	38	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	31836	0.18255946040153503	0.18255946040153503	0.0	0.0	35	35	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	32448	0.15181764960289001	0.15181764960289001	0.0	0.0	49	49	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_1	32454	0.30890461802482605	0.30890461802482605	0.0	0.0	8	8	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	234	0.15021774172782898	0.15021774172782898	0.0	0.0	49	49	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	380	0.17311793565750122	0.17311793565750122	0.0	0.0	33	33	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	704	0.16919872164726257	0.16919872164726257	0.0	0.0	37	37	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	1277	0.17406241595745087	0.17406241595745087	0.0	0.0	32	32	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	1984	0.45683109760284424	0.45683109760284424	0.0	0.0	5	5	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	2547	0.17214435338974	0.17214435338974	0.0	0.0	35	35	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	2786	0.1821536421775818	0.1821536421775818	0.0	0.0	29	29	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	2802	0.17630228400230408	0.17630228400230408	0.0	0.0	30	30	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	2938	0.8425180912017822	0.8425180912017822	0.0	0.0	2	2	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	3271	0.22114868462085724	0.22114868462085724	0.0	0.0	19	19	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	4067	0.2697277069091797	0.2697277069091797	0.0	0.0	13	13	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	4514	1.3619940280914307	1.3619940280914307	0.0	0.0	1	1	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	5230	0.5138218998908997	0.5138218998908997	0.0	0.0	4	4	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	5412	0.3838328719139099	0.3838328719139099	0.0	0.0	8	8	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	5566	0.26797810196876526	0.26797810196876526	0.0	0.0	14	14	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	7159	0.16116683185100555	0.16116683185100555	0.0	0.0	41	41	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	7982	0.4084320068359375	0.4084320068359375	0.0	0.0	7	7	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	9784	0.17475195229053497	0.17475195229053497	0.0	0.0	31	31	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	11145	0.1727781593799591	0.1727781593799591	0.0	0.0	34	34	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	11331	0.1540197730064392	0.1540197730064392	0.0	0.0	46	46	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	11412	0.3010661005973816	0.3010661005973816	0.0	0.0	11	11	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	11456	0.17166537046432495	0.17166537046432495	0.0	0.0	36	36	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	12693	0.19581195712089539	0.19581195712089539	0.0	0.0	25	25	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	12709	0.18538178503513336	0.18538178503513336	0.0	0.0	27	27	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	12998	0.16676536202430725	0.16676536202430725	0.0	0.0	39	39	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	13599	0.24375773966312408	0.24375773966312408	0.0	0.0	17	17	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	14142	0.18797194957733154	0.18797194957733154	0.0	0.0	26	26	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	14667	0.19799308478832245	0.19799308478832245	0.0	0.0	23	23	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	14771	0.16651684045791626	0.16651684045791626	0.0	0.0	40	40	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	14949	0.1974395513534546	0.1974395513534546	0.0	0.0	24	24	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	15420	0.27171340584754944	0.27171340584754944	0.0	0.0	12	12	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	16041	0.2182314395904541	0.2182314395904541	0.0	0.0	20	20	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	18665	0.1512882560491562	0.1512882560491562	0.0	0.0	47	47	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	19389	0.2609201967716217	0.2609201967716217	0.0	0.0	15	15	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	19668	0.374565988779068	0.374565988779068	0.0	0.0	9	9	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	19878	0.1497126817703247	0.1497126817703247	0.0	0.0	50	50	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	23071	0.1567426323890686	0.1567426323890686	0.0	0.0	43	43	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	23178	0.41616809368133545	0.41616809368133545	0.0	0.0	6	6	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	23952	0.7403864860534668	0.7403864860534668	0.0	0.0	3	3	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	24803	0.1504477560520172	0.1504477560520172	0.0	0.0	48	48	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	25228	0.1547814905643463	0.1547814905643463	0.0	0.0	45	45	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	27281	0.19916246831417084	0.19916246831417084	0.0	0.0	22	22	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	29275	0.18314476311206818	0.18314476311206818	0.0	0.0	28	28	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	30153	0.1580786108970642	0.1580786108970642	0.0	0.0	42	42	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	30911	0.3365362882614136	0.3365362882614136	0.0	0.0	10	10	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	31025	0.15671776235103607	0.15671776235103607	0.0	0.0	44	44	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	31206	0.25306740403175354	0.25306740403175354	0.0	0.0	16	16	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	31589	0.20227934420108795	0.20227934420108795	0.0	0.0	21	21	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	31632	0.22159573435783386	0.22159573435783386	0.0	0.0	18	18	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_5	31784	0.16785354912281036	0.16785354912281036	0.0	0.0	38	38	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_10	75	0.3511373996734619	0.3511373996734619	0.0	0.0	11	11	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_10	428	0.23780721426010132	0.23780721426010132	0.0	0.0	37	37	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
original_hum	ascii_original	26	final_prompt_token_minus_10	677	0.4729844331741333	0.4729844331741333	0.0	0.0	5	5	1	1	original_hum_ascii_original	original_hum_ascii_original	93	93	0
