run_id	matrix	pass_id	run_order_policy	order_index	family	variant	decode_mode	do_sample	seed	temperature	top_p	top_k	prompt_raw_sha256
det_pass_01_original_order::011::hum_processing::semantic_shuffle_control	canonical_deterministic_replication	det_pass_01_original_order	original_order	11	hum_processing	semantic_shuffle_control	greedy	False	0				28c0419837f0f289ca1d2b34010bddade962249c67b5b69ae928a6f646d3d13a
det_pass_01_original_order::012::hum_processing::d_dot_high_impact_control	canonical_deterministic_replication	det_pass_01_original_order	original_order	12	hum_processing	d_dot_high_impact_control	greedy	False	0				6a06989c3bb847fe8c7b45d0ccdb017e5b163046b721da449f3d5d40084d958e
det_pass_01_original_order::013::strange_loop::ascii_baseline	canonical_deterministic_replication	det_pass_01_original_order	original_order	13	strange_loop	ascii_baseline	greedy	False	0				382eeed635bd10767e988dfbb46a9de39b26c3695e106ff30f40e6e13178cb34
det_pass_01_original_order::014::strange_loop::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	original_order	14	strange_loop	light_global_mixed	greedy	False	0				e2fc16bace509fd46f5deea6ac3a1cea2474af7fa8399aa6066615f13c5537a4
det_pass_01_original_order::015::strange_loop::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	original_order	15	strange_loop	light_high_impact_mixed	greedy	False	0				afe27878822859e3731dae6fcfd6e4da2596e0798817e1e3192225191a4c11e0
det_pass_01_original_order::016::strange_loop::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	original_order	16	strange_loop	dcedilla_shuffled_light	greedy	False	0				f74a230c9ec289e6d2cab3e97198d60929df311f683bc75215ae8bf1a25ba0c3
det_pass_01_original_order::017::strange_loop::dcedilla_high_impact	canonical_deterministic_replication	det_pass_01_original_order	original_order	17	strange_loop	dcedilla_high_impact	greedy	False	0				91cce88f4307a66f058f16ad66798b7175123477e2c2ee65056a61161b8b08af
det_pass_01_original_order::018::strange_loop::dense_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	original_order	18	strange_loop	dense_global_mixed	greedy	False	0				1cf6c1837cf7ebec1bd7bd1d98da082098e399c6c5d7b779bf06a2f448b8ab90
det_pass_01_original_order::019::strange_loop::dense_dcedilla_all	canonical_deterministic_replication	det_pass_01_original_order	original_order	19	strange_loop	dense_dcedilla_all	greedy	False	0				321c90863a24f272f7565f34489fbbe7b2540e87cd394f662c8db2256f933f35
det_pass_01_original_order::020::strange_loop::token_count_matched_ascii_noise	canonical_deterministic_replication	det_pass_01_original_order	original_order	20	strange_loop	token_count_matched_ascii_noise	greedy	False	0				6cf305692a642ca488e42545e668bcf5cb720dd9c5f709036a884bda65171091
det_pass_01_original_order::021::strange_loop::visual_ascii_control	canonical_deterministic_replication	det_pass_01_original_order	original_order	21	strange_loop	visual_ascii_control	greedy	False	0				cfed7e189b986e89b94421f26487610a00631f5516705c7916b22bf8cb75ee4a
det_pass_01_original_order::022::strange_loop::unicode_nonletter_control	canonical_deterministic_replication	det_pass_01_original_order	original_order	22	strange_loop	unicode_nonletter_control	greedy	False	0				c1d3e6a915dcc53e93c104784fb2b0fc80ff53286450ff410ec5e06e52fef355
det_pass_01_original_order::023::strange_loop::semantic_shuffle_control	canonical_deterministic_replication	det_pass_01_original_order	original_order	23	strange_loop	semantic_shuffle_control	greedy	False	0				a33e1f16a7e985cde5053a07d5303c484d83a4f399b2785bc53856285e199b13
det_pass_01_original_order::024::strange_loop::d_dot_high_impact_control	canonical_deterministic_replication	det_pass_01_original_order	original_order	24	strange_loop	d_dot_high_impact_control	greedy	False	0				e9edb1eb7046ecf3a40f1add51031b8d9c041348e6be863482f73cb94981a440
det_pass_01_original_order::025::recipe_neutral::ascii_baseline	canonical_deterministic_replication	det_pass_01_original_order	original_order	25	recipe_neutral	ascii_baseline	greedy	False	0				dab361c291379df835a6d55f2c6de4b4ee96c132505ec8bfbabc475bf25de65b
det_pass_01_original_order::026::recipe_neutral::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	original_order	26	recipe_neutral	light_global_mixed	greedy	False	0				3c8b6f8ae6d8acfeefe62b901af1db0f03cee241c8d3a5b23b166b3b94cd6df8
det_pass_01_original_order::027::recipe_neutral::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	original_order	27	recipe_neutral	light_high_impact_mixed	greedy	False	0				9774f2180f7ce354c17fcead7d3925fcfb069e8cc4a6676b4a30d932141e1e4f
det_pass_01_original_order::028::recipe_neutral::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	original_order	28	recipe_neutral	dcedilla_shuffled_light	greedy	False	0				4e6d14e2e73378ab0c2b9495527e70213bd8b9ae85d8ed68df78dc1a47bb311f
det_pass_01_original_order::029::recipe_neutral::dcedilla_high_impact	canonical_deterministic_replication	det_pass_01_original_order	original_order	29	recipe_neutral	dcedilla_high_impact	greedy	False	0				4e6d14e2e73378ab0c2b9495527e70213bd8b9ae85d8ed68df78dc1a47bb311f
det_pass_01_original_order::030::recipe_neutral::dense_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	original_order	30	recipe_neutral	dense_global_mixed	greedy	False	0				4ca33e1f475f670370970d349f5086b848ca2febce0264206a80c620f674ba31
det_pass_01_original_order::031::recipe_neutral::dense_dcedilla_all	canonical_deterministic_replication	det_pass_01_original_order	original_order	31	recipe_neutral	dense_dcedilla_all	greedy	False	0				6a4a227eab753eea3b26c734e936c452fc5f3db529060af368cf04381df5e638
det_pass_01_original_order::032::recipe_neutral::token_count_matched_ascii_noise	canonical_deterministic_replication	det_pass_01_original_order	original_order	32	recipe_neutral	token_count_matched_ascii_noise	greedy	False	0				5879fba6aa1598c135da398c1e5380cab71230d98a9645bbe917f292c8c4c9cd
det_pass_01_original_order::033::recipe_neutral::visual_ascii_control	canonical_deterministic_replication	det_pass_01_original_order	original_order	33	recipe_neutral	visual_ascii_control	greedy	False	0				c85777fbd6c4c663c89c42087bf10e3758f68bc0af81415e04b733e6b25544d0
det_pass_01_original_order::034::recipe_neutral::unicode_nonletter_control	canonical_deterministic_replication	det_pass_01_original_order	original_order	34	recipe_neutral	unicode_nonletter_control	greedy	False	0				fb105f7e858a4c84b197711b933eda8bb23e5ab8ce2c9d01cbd53398d044717f
det_pass_01_original_order::035::recipe_neutral::semantic_shuffle_control	canonical_deterministic_replication	det_pass_01_original_order	original_order	35	recipe_neutral	semantic_shuffle_control	greedy	False	0				bb0dcb19bc3fb26aa0459752157982ebeef1913f2accaa64d5ee93bd74a65da7
det_pass_01_original_order::036::recipe_neutral::d_dot_high_impact_control	canonical_deterministic_replication	det_pass_01_original_order	original_order	36	recipe_neutral	d_dot_high_impact_control	greedy	False	0				a8656abc1f33402cf8abbe3c630be244e03ad6e8f6217e9435e1d2d48d711740
det_pass_01_original_order::037::recipe_metaphysics::ascii_baseline	canonical_deterministic_replication	det_pass_01_original_order	original_order	37	recipe_metaphysics	ascii_baseline	greedy	False	0				02cfe108a0dead0abc35ea90810974178343e4c43799a5dcd78ffb35ea7c3aa8
det_pass_01_original_order::038::recipe_metaphysics::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	original_order	38	recipe_metaphysics	light_global_mixed	greedy	False	0				264c75ee0ecb03463a38e25a3d44384174237e5dc4dce8cb792da67b01cc994d
det_pass_01_original_order::039::recipe_metaphysics::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	original_order	39	recipe_metaphysics	light_high_impact_mixed	greedy	False	0				85d9dc9547ba56b2902a0a0ddabef84b858fc0798f0f0c2f97af063002a0133f
det_pass_01_original_order::040::recipe_metaphysics::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	original_order	40	recipe_metaphysics	dcedilla_shuffled_light	greedy	False	0				951c5926476664d6c3a943a2d8a33945de5e631d695a8c0906220d0c1fa24591
det_pass_01_original_order::041::recipe_metaphysics::dcedilla_high_impact	canonical_deterministic_replication	det_pass_01_original_order	original_order	41	recipe_metaphysics	dcedilla_high_impact	greedy	False	0				cc61c804b4b52bb50a0216ddf5962f55ba631550ca9f94fa10d4030d72aac21d
det_pass_01_original_order::042::recipe_metaphysics::dense_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	original_order	42	recipe_metaphysics	dense_global_mixed	greedy	False	0				0c22753d78ee6e4e23d6931aa2ca9f3d6f86974f07c161729b62eff5a14bf3c3
det_pass_01_original_order::043::recipe_metaphysics::dense_dcedilla_all	canonical_deterministic_replication	det_pass_01_original_order	original_order	43	recipe_metaphysics	dense_dcedilla_all	greedy	False	0				45e1f33a085c0e1876b6ad3370a904c1f9a0d250d1aa776ad01bfea605ff6184
det_pass_01_original_order::044::recipe_metaphysics::token_count_matched_ascii_noise	canonical_deterministic_replication	det_pass_01_original_order	original_order	44	recipe_metaphysics	token_count_matched_ascii_noise	greedy	False	0				8ac9d36559fcacdc3c6c9049ec7394bf3fae205f3c7ddc1329d17f0131413af7
det_pass_01_original_order::045::recipe_metaphysics::visual_ascii_control	canonical_deterministic_replication	det_pass_01_original_order	original_order	45	recipe_metaphysics	visual_ascii_control	greedy	False	0				64e12f9e2c606640897d22e1060f7112cb00f6ee6135d3932b2fdb455f0085e8
det_pass_01_original_order::046::recipe_metaphysics::unicode_nonletter_control	canonical_deterministic_replication	det_pass_01_original_order	original_order	46	recipe_metaphysics	unicode_nonletter_control	greedy	False	0				336a71b9d0dcfa02ee0453674b51f19c62d60a7dd95afff31a93ce702fddac27
det_pass_01_original_order::047::recipe_metaphysics::semantic_shuffle_control	canonical_deterministic_replication	det_pass_01_original_order	original_order	47	recipe_metaphysics	semantic_shuffle_control	greedy	False	0				b23e7bfa213c733d338eb994d7a9043659e5e1d981ba351ae4be4f7f9b1befdc
det_pass_01_original_order::048::recipe_metaphysics::d_dot_high_impact_control	canonical_deterministic_replication	det_pass_01_original_order	original_order	48	recipe_metaphysics	d_dot_high_impact_control	greedy	False	0				458f8e7486251f330ac6d926b41943208bf581bd68a22c4aad4530aebbba58d5
det_pass_02_reverse_order::001::recipe_metaphysics::d_dot_high_impact_control	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	1	recipe_metaphysics	d_dot_high_impact_control	greedy	False	0				458f8e7486251f330ac6d926b41943208bf581bd68a22c4aad4530aebbba58d5
det_pass_02_reverse_order::002::recipe_metaphysics::semantic_shuffle_control	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	2	recipe_metaphysics	semantic_shuffle_control	greedy	False	0				b23e7bfa213c733d338eb994d7a9043659e5e1d981ba351ae4be4f7f9b1befdc
det_pass_02_reverse_order::003::recipe_metaphysics::unicode_nonletter_control	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	3	recipe_metaphysics	unicode_nonletter_control	greedy	False	0				336a71b9d0dcfa02ee0453674b51f19c62d60a7dd95afff31a93ce702fddac27
det_pass_02_reverse_order::004::recipe_metaphysics::visual_ascii_control	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	4	recipe_metaphysics	visual_ascii_control	greedy	False	0				64e12f9e2c606640897d22e1060f7112cb00f6ee6135d3932b2fdb455f0085e8
det_pass_02_reverse_order::005::recipe_metaphysics::token_count_matched_ascii_noise	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	5	recipe_metaphysics	token_count_matched_ascii_noise	greedy	False	0				8ac9d36559fcacdc3c6c9049ec7394bf3fae205f3c7ddc1329d17f0131413af7
det_pass_02_reverse_order::006::recipe_metaphysics::dense_dcedilla_all	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	6	recipe_metaphysics	dense_dcedilla_all	greedy	False	0				45e1f33a085c0e1876b6ad3370a904c1f9a0d250d1aa776ad01bfea605ff6184
det_pass_02_reverse_order::007::recipe_metaphysics::dense_global_mixed	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	7	recipe_metaphysics	dense_global_mixed	greedy	False	0				0c22753d78ee6e4e23d6931aa2ca9f3d6f86974f07c161729b62eff5a14bf3c3
det_pass_02_reverse_order::008::recipe_metaphysics::dcedilla_high_impact	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	8	recipe_metaphysics	dcedilla_high_impact	greedy	False	0				cc61c804b4b52bb50a0216ddf5962f55ba631550ca9f94fa10d4030d72aac21d
det_pass_02_reverse_order::009::recipe_metaphysics::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	9	recipe_metaphysics	dcedilla_shuffled_light	greedy	False	0				951c5926476664d6c3a943a2d8a33945de5e631d695a8c0906220d0c1fa24591
det_pass_02_reverse_order::010::recipe_metaphysics::light_high_impact_mixed	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	10	recipe_metaphysics	light_high_impact_mixed	greedy	False	0				85d9dc9547ba56b2902a0a0ddabef84b858fc0798f0f0c2f97af063002a0133f
det_pass_02_reverse_order::011::recipe_metaphysics::light_global_mixed	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	11	recipe_metaphysics	light_global_mixed	greedy	False	0				264c75ee0ecb03463a38e25a3d44384174237e5dc4dce8cb792da67b01cc994d
det_pass_02_reverse_order::012::recipe_metaphysics::ascii_baseline	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	12	recipe_metaphysics	ascii_baseline	greedy	False	0				02cfe108a0dead0abc35ea90810974178343e4c43799a5dcd78ffb35ea7c3aa8
det_pass_02_reverse_order::013::recipe_neutral::d_dot_high_impact_control	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	13	recipe_neutral	d_dot_high_impact_control	greedy	False	0				a8656abc1f33402cf8abbe3c630be244e03ad6e8f6217e9435e1d2d48d711740
det_pass_02_reverse_order::014::recipe_neutral::semantic_shuffle_control	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	14	recipe_neutral	semantic_shuffle_control	greedy	False	0				bb0dcb19bc3fb26aa0459752157982ebeef1913f2accaa64d5ee93bd74a65da7
det_pass_02_reverse_order::015::recipe_neutral::unicode_nonletter_control	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	15	recipe_neutral	unicode_nonletter_control	greedy	False	0				fb105f7e858a4c84b197711b933eda8bb23e5ab8ce2c9d01cbd53398d044717f
det_pass_02_reverse_order::016::recipe_neutral::visual_ascii_control	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	16	recipe_neutral	visual_ascii_control	greedy	False	0				c85777fbd6c4c663c89c42087bf10e3758f68bc0af81415e04b733e6b25544d0
det_pass_02_reverse_order::017::recipe_neutral::token_count_matched_ascii_noise	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	17	recipe_neutral	token_count_matched_ascii_noise	greedy	False	0				5879fba6aa1598c135da398c1e5380cab71230d98a9645bbe917f292c8c4c9cd
det_pass_02_reverse_order::018::recipe_neutral::dense_dcedilla_all	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	18	recipe_neutral	dense_dcedilla_all	greedy	False	0				6a4a227eab753eea3b26c734e936c452fc5f3db529060af368cf04381df5e638
det_pass_02_reverse_order::019::recipe_neutral::dense_global_mixed	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	19	recipe_neutral	dense_global_mixed	greedy	False	0				4ca33e1f475f670370970d349f5086b848ca2febce0264206a80c620f674ba31
det_pass_02_reverse_order::020::recipe_neutral::dcedilla_high_impact	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	20	recipe_neutral	dcedilla_high_impact	greedy	False	0				4e6d14e2e73378ab0c2b9495527e70213bd8b9ae85d8ed68df78dc1a47bb311f
det_pass_02_reverse_order::021::recipe_neutral::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	21	recipe_neutral	dcedilla_shuffled_light	greedy	False	0				4e6d14e2e73378ab0c2b9495527e70213bd8b9ae85d8ed68df78dc1a47bb311f
det_pass_02_reverse_order::022::recipe_neutral::light_high_impact_mixed	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	22	recipe_neutral	light_high_impact_mixed	greedy	False	0				9774f2180f7ce354c17fcead7d3925fcfb069e8cc4a6676b4a30d932141e1e4f
det_pass_02_reverse_order::023::recipe_neutral::light_global_mixed	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	23	recipe_neutral	light_global_mixed	greedy	False	0				3c8b6f8ae6d8acfeefe62b901af1db0f03cee241c8d3a5b23b166b3b94cd6df8
det_pass_02_reverse_order::024::recipe_neutral::ascii_baseline	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	24	recipe_neutral	ascii_baseline	greedy	False	0				dab361c291379df835a6d55f2c6de4b4ee96c132505ec8bfbabc475bf25de65b
det_pass_02_reverse_order::025::strange_loop::d_dot_high_impact_control	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	25	strange_loop	d_dot_high_impact_control	greedy	False	0				e9edb1eb7046ecf3a40f1add51031b8d9c041348e6be863482f73cb94981a440
det_pass_02_reverse_order::026::strange_loop::semantic_shuffle_control	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	26	strange_loop	semantic_shuffle_control	greedy	False	0				a33e1f16a7e985cde5053a07d5303c484d83a4f399b2785bc53856285e199b13
det_pass_02_reverse_order::027::strange_loop::unicode_nonletter_control	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	27	strange_loop	unicode_nonletter_control	greedy	False	0				c1d3e6a915dcc53e93c104784fb2b0fc80ff53286450ff410ec5e06e52fef355
det_pass_02_reverse_order::028::strange_loop::visual_ascii_control	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	28	strange_loop	visual_ascii_control	greedy	False	0				cfed7e189b986e89b94421f26487610a00631f5516705c7916b22bf8cb75ee4a
det_pass_02_reverse_order::029::strange_loop::token_count_matched_ascii_noise	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	29	strange_loop	token_count_matched_ascii_noise	greedy	False	0				6cf305692a642ca488e42545e668bcf5cb720dd9c5f709036a884bda65171091
det_pass_02_reverse_order::030::strange_loop::dense_dcedilla_all	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	30	strange_loop	dense_dcedilla_all	greedy	False	0				321c90863a24f272f7565f34489fbbe7b2540e87cd394f662c8db2256f933f35
det_pass_02_reverse_order::031::strange_loop::dense_global_mixed	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	31	strange_loop	dense_global_mixed	greedy	False	0				1cf6c1837cf7ebec1bd7bd1d98da082098e399c6c5d7b779bf06a2f448b8ab90
det_pass_02_reverse_order::032::strange_loop::dcedilla_high_impact	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	32	strange_loop	dcedilla_high_impact	greedy	False	0				91cce88f4307a66f058f16ad66798b7175123477e2c2ee65056a61161b8b08af
det_pass_02_reverse_order::033::strange_loop::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	33	strange_loop	dcedilla_shuffled_light	greedy	False	0				f74a230c9ec289e6d2cab3e97198d60929df311f683bc75215ae8bf1a25ba0c3
det_pass_02_reverse_order::034::strange_loop::light_high_impact_mixed	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	34	strange_loop	light_high_impact_mixed	greedy	False	0				afe27878822859e3731dae6fcfd6e4da2596e0798817e1e3192225191a4c11e0
det_pass_02_reverse_order::035::strange_loop::light_global_mixed	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	35	strange_loop	light_global_mixed	greedy	False	0				e2fc16bace509fd46f5deea6ac3a1cea2474af7fa8399aa6066615f13c5537a4
det_pass_02_reverse_order::036::strange_loop::ascii_baseline	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	36	strange_loop	ascii_baseline	greedy	False	0				382eeed635bd10767e988dfbb46a9de39b26c3695e106ff30f40e6e13178cb34
det_pass_02_reverse_order::037::hum_processing::d_dot_high_impact_control	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	37	hum_processing	d_dot_high_impact_control	greedy	False	0				6a06989c3bb847fe8c7b45d0ccdb017e5b163046b721da449f3d5d40084d958e
det_pass_02_reverse_order::038::hum_processing::semantic_shuffle_control	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	38	hum_processing	semantic_shuffle_control	greedy	False	0				28c0419837f0f289ca1d2b34010bddade962249c67b5b69ae928a6f646d3d13a
det_pass_02_reverse_order::039::hum_processing::unicode_nonletter_control	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	39	hum_processing	unicode_nonletter_control	greedy	False	0				1c81834640c45ae135a31cc55b9d4f2b483bd7dbe5e17ca702b96f72049020ef
det_pass_02_reverse_order::040::hum_processing::visual_ascii_control	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	40	hum_processing	visual_ascii_control	greedy	False	0				afce4225ba2256687ea85196e7993551496a6210435513f9a3aa4446f8435074
det_pass_02_reverse_order::041::hum_processing::token_count_matched_ascii_noise	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	41	hum_processing	token_count_matched_ascii_noise	greedy	False	0				ab8600754f39b2b15de61cf444bdf0360ded8d0266b44b25e0a3acdbab8e055a
det_pass_02_reverse_order::042::hum_processing::dense_dcedilla_all	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	42	hum_processing	dense_dcedilla_all	greedy	False	0				7f1f4b79cd60f441f7e0f8a1efbbc055961af0b1e4c1814d216629dafcfc85ef
det_pass_02_reverse_order::043::hum_processing::dense_global_mixed	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	43	hum_processing	dense_global_mixed	greedy	False	0				16cb0be8a5a06243ef62676cb13fe873f645c8102352a4039bd831eac026275f
det_pass_02_reverse_order::044::hum_processing::dcedilla_high_impact	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	44	hum_processing	dcedilla_high_impact	greedy	False	0				6adf51ae6ddf2b29c7abfd2a4dda84e233f19f36fefb647b9034e6649ce1ec8d
det_pass_02_reverse_order::045::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	45	hum_processing	dcedilla_shuffled_light	greedy	False	0				75cbd390eafd4b0a787b6f50a82b3617b3217daaa162084cad4d63dbea1c47e1
det_pass_02_reverse_order::046::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	46	hum_processing	light_high_impact_mixed	greedy	False	0				ce10904db333fee6a649a443e778bad3d2e701c217a8e251b5f05e9b066eddcc
det_pass_02_reverse_order::047::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	47	hum_processing	light_global_mixed	greedy	False	0				c080d0c38a4f65d21e40d9eb4d66776898e927dadb77a211fe5e16cb38ea55d6
det_pass_02_reverse_order::048::hum_processing::ascii_baseline	canonical_deterministic_replication	det_pass_02_reverse_order	reverse_order	48	hum_processing	ascii_baseline	greedy	False	0				e5f3751cad59d5ab647a71b925a9d147c1f8b9c5baf79635e32407271a05a43b
det_pass_03_shuffled_order::001::recipe_neutral::semantic_shuffle_control	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	1	recipe_neutral	semantic_shuffle_control	greedy	False	0				bb0dcb19bc3fb26aa0459752157982ebeef1913f2accaa64d5ee93bd74a65da7
det_pass_03_shuffled_order::002::recipe_neutral::light_global_mixed	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	2	recipe_neutral	light_global_mixed	greedy	False	0				3c8b6f8ae6d8acfeefe62b901af1db0f03cee241c8d3a5b23b166b3b94cd6df8
det_pass_03_shuffled_order::003::recipe_metaphysics::dense_dcedilla_all	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	3	recipe_metaphysics	dense_dcedilla_all	greedy	False	0				45e1f33a085c0e1876b6ad3370a904c1f9a0d250d1aa776ad01bfea605ff6184
det_pass_03_shuffled_order::004::recipe_neutral::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	4	recipe_neutral	dcedilla_shuffled_light	greedy	False	0				4e6d14e2e73378ab0c2b9495527e70213bd8b9ae85d8ed68df78dc1a47bb311f
det_pass_03_shuffled_order::005::strange_loop::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	5	strange_loop	dcedilla_shuffled_light	greedy	False	0				f74a230c9ec289e6d2cab3e97198d60929df311f683bc75215ae8bf1a25ba0c3
det_pass_03_shuffled_order::006::recipe_metaphysics::visual_ascii_control	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	6	recipe_metaphysics	visual_ascii_control	greedy	False	0				64e12f9e2c606640897d22e1060f7112cb00f6ee6135d3932b2fdb455f0085e8
det_pass_03_shuffled_order::007::hum_processing::d_dot_high_impact_control	canonical_deterministic_replication	det_pass_03_shuffled_order	deterministic_shuffle_seed_20260617	7	hum_processing	d_dot_high_impact_control	greedy	False	0				6a06989c3bb847fe8c7b45d0ccdb017e5b163046b721da449f3d5d40084d958e
