matrix	pass_id	family	variant	decode_mode	seed	layer	position_label	residual_l2_vs_ascii	residual_cosine_distance_vs_ascii	sae_topk_jaccard_distance_vs_ascii
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	26	generated_token_32	5.5767927169799805	0.3686039637354287	0.9010989010989011
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	14	generated_token_64	3.1465187072753906	0.34266679297562275	0.8764044943820225
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	15	generated_token_64	3.1926116943359375	0.39152263107371554	0.9010989010989011
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	16	generated_token_64	3.2996199131011963	0.39163982128771213	0.9361702127659575
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	24	generated_token_64	5.128946304321289	0.38204386294181425	0.8636363636363636
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	25	generated_token_64	5.359045028686523	0.39781488602001946	0.8636363636363636
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	26	generated_token_64	5.309019088745117	0.27487626081709127	0.8505747126436781
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	14	final_prompt_token	1.4266998767852783	0.06434938768645737	0.46153846153846156
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	15	final_prompt_token	1.484870433807373	0.11030107250744625	0.5915492957746479
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	16	final_prompt_token	1.4807935953140259	0.12000821465554778	0.6301369863013699
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	24	final_prompt_token	1.82331383228302	0.08636251921280824	0.5074626865671642
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	25	final_prompt_token	1.8878676891326904	0.08265112586916912	0.5294117647058824
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	26	final_prompt_token	1.9889500141143799	0.0689606622018113	0.4375
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	14	generated_token_1	1.6808191537857056	0.18651811737116908	0.6842105263157895
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	15	generated_token_1	1.8429360389709473	0.2629317680323836	0.6842105263157895
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	16	generated_token_1	1.9704067707061768	0.2604474177659767	0.75
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	24	generated_token_1	2.400127649307251	0.17593124283875106	0.7012987012987013
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	25	generated_token_1	2.4502947330474854	0.16181024754702356	0.5714285714285714
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	26	generated_token_1	2.4464783668518066	0.1281588502027442	0.5294117647058824
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	14	generated_token_8	2.007842540740967	0.17015658203948714	0.8372093023255813
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	15	generated_token_8	2.0676348209381104	0.25078447604442133	0.8235294117647058
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	16	generated_token_8	2.195965051651001	0.26053488675483405	0.8095238095238095
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	24	generated_token_8	3.3637948036193848	0.25269267238860593	0.8372093023255813
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	25	generated_token_8	3.559248685836792	0.26298147263724203	0.8372093023255813
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	26	generated_token_8	3.6526787281036377	0.2284378677460781	0.7654320987654322
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	14	generated_token_16	3.425163984298706	0.4205586533871509	0.9361702127659575
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	15	generated_token_16	3.52343487739563	0.47083951728374407	0.9247311827956989
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	16	generated_token_16	3.6159310340881348	0.4169812194768776	0.9130434782608696
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	24	generated_token_16	5.006654739379883	0.3982236518822525	0.9247311827956989
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	25	generated_token_16	5.3500237464904785	0.4285515693780414	0.9361702127659575
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	26	generated_token_16	5.30989933013916	0.35568606369941425	0.8888888888888888
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	14	generated_token_32	2.824467658996582	0.3547349176565412	0.8888888888888888
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	15	generated_token_32	2.916965961456299	0.39075999059769817	0.9361702127659575
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	16	generated_token_32	3.028573751449585	0.36204995965297937	0.9010989010989011
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	24	generated_token_32	4.486087799072266	0.36842880508610765	0.9247311827956989
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	25	generated_token_32	4.748286247253418	0.3689867165200944	0.9130434782608696
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	26	generated_token_32	4.776348114013672	0.342452137564624	0.9247311827956989
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	14	generated_token_64	3.633781909942627	0.3807344526701736	0.9473684210526316
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	15	generated_token_64	3.725126266479492	0.46057670497106395	0.9690721649484536
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	16	generated_token_64	3.8196098804473877	0.4566738707634116	0.9247311827956989
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	24	generated_token_64	5.419748306274414	0.37678685142386537	0.9247311827956989
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	25	generated_token_64	5.615013122558594	0.3782484529971847	0.8888888888888888
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	26	generated_token_64	5.665332317352295	0.29824415023131734	0.9361702127659575
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	14	final_prompt_token	1.667385458946228	0.08962229118251985	0.5714285714285714
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	15	final_prompt_token	1.7155780792236328	0.1510988873136705	0.6486486486486487
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	16	final_prompt_token	1.728377103805542	0.16697571135308442	0.7341772151898734
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	24	final_prompt_token	2.2166712284088135	0.1305176367497457	0.6842105263157895
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	25	final_prompt_token	2.321993112564087	0.1276135164499581	0.7012987012987013
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	26	final_prompt_token	2.5038869380950928	0.11244132353891523	0.6666666666666667
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	14	generated_token_1	1.596153736114502	0.149659503347492	0.6666666666666667
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	15	generated_token_1	1.6893279552459717	0.20425488541026227	0.6301369863013699
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	16	generated_token_1	1.819889783859253	0.2089373259677847	0.6842105263157895
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	24	generated_token_1	2.475731134414673	0.16789011538629062	0.6842105263157895
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	25	generated_token_1	2.5584030151367188	0.16005314563672512	0.6111111111111112
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	26	generated_token_1	2.485790967941284	0.12347340679695329	0.5074626865671642
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	14	generated_token_8	0.6138918399810791	0.013594566834075339	0.33333333333333337
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	15	generated_token_8	0.688437283039093	0.02607570629115097	0.2142857142857143
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	16	generated_token_8	0.7750617861747742	0.029915852034974377	0.3870967741935484
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	24	generated_token_8	1.296227216720581	0.033893043929122735	0.360655737704918
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	25	generated_token_8	1.3838353157043457	0.03622013545072755	0.46153846153846156
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	26	generated_token_8	1.5638095140457153	0.03555779218405686	0.4375
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	14	generated_token_16	3.4021782875061035	0.4120131082413879	0.9130434782608696
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	15	generated_token_16	3.502279281616211	0.4554140686913387	0.9130434782608696
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	16	generated_token_16	3.6150593757629395	0.39988968131615765	0.8764044943820225
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	24	generated_token_16	4.87856388092041	0.37929629614887894	0.9247311827956989
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	25	generated_token_16	5.17730712890625	0.3960146205282784	0.8764044943820225
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	26	generated_token_16	5.166449069976807	0.33955301408140337	0.8636363636363636
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	14	generated_token_32	3.928983211517334	0.46514924546950787	0.9690721649484536
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	15	generated_token_32	3.9424798488616943	0.5538300171124362	0.9473684210526316
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	16	generated_token_32	4.00547456741333	0.5530415254689147	0.9473684210526316
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	24	generated_token_32	5.918084621429443	0.5030214054775739	0.9583333333333334
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	25	generated_token_32	6.0960564613342285	0.4958561331009058	0.9473684210526316
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	26	generated_token_32	6.312633514404297	0.3891864903905262	0.9583333333333334
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	14	generated_token_64	4.222927570343018	0.5710207506778777	1.0
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	15	generated_token_64	4.375138282775879	0.6348961786935037	0.9795918367346939
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	16	generated_token_64	4.477540016174316	0.6317610717068656	0.98989898989899
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	24	generated_token_64	6.669010639190674	0.5569719075233199	0.98989898989899
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	25	generated_token_64	6.913871765136719	0.5690249846823244	0.9583333333333334
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	26	generated_token_64	7.040358066558838	0.42080146107815664	0.9583333333333334
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	14	final_prompt_token	0.7301534414291382	0.01650109973924241	0.2142857142857143
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	15	final_prompt_token	0.7810046672821045	0.029197385168140966	0.30508474576271183
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	16	final_prompt_token	0.7684066891670227	0.030943628407270163	0.3870967741935484
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	24	final_prompt_token	0.9815325736999512	0.023531777555930167	0.33333333333333337
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	25	final_prompt_token	1.0535070896148682	0.024392935593564258	0.27586206896551724
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	26	final_prompt_token	1.1122363805770874	0.020499397688053866	0.30508474576271183
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	14	generated_token_1	1.479752540588379	0.13710407184384155	0.5507246376811594
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	15	generated_token_1	1.6340131759643555	0.19644148670239003	0.6111111111111112
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	16	generated_token_1	1.7544641494750977	0.20003629781777243	0.6666666666666667
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	24	generated_token_1	2.265305280685425	0.14915197281959125	0.6486486486486487
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	25	generated_token_1	2.3436388969421387	0.13934441996897018	0.5714285714285714
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	26	generated_token_1	2.27521014213562	0.10686967994918306	0.5074626865671642
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	14	generated_token_8	1.1437137126922607	0.04987662792394243	0.5915492957746479
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	15	generated_token_8	1.1283515691757202	0.07140550411777946	0.6301369863013699
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	16	generated_token_8	1.2452234029769897	0.0788801379138303	0.5507246376811594
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	24	generated_token_8	1.6782289743423462	0.05817903851964179	0.46153846153846156
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	25	generated_token_8	1.7529107332229614	0.05907836692425439	0.4375
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	26	generated_token_8	1.803737998008728	0.051214173377611916	0.4126984126984127
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	14	generated_token_16	3.3065271377563477	0.3776775141010683	0.9690721649484536
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	15	generated_token_16	3.346250295639038	0.4572883876635312	0.9583333333333334
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	16	generated_token_16	3.588848829269409	0.49055287120369895	0.9247311827956989
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	24	generated_token_16	5.356732368469238	0.44833131945533977	0.9473684210526316
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	25	generated_token_16	5.660831451416016	0.4692567983058218	0.9130434782608696
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	26	generated_token_16	5.655892372131348	0.3692715298631497	0.9130434782608696
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	14	generated_token_32	3.624537944793701	0.45556292726083925	0.9361702127659575
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	15	generated_token_32	3.7764060497283936	0.5339877809676046	0.9473684210526316
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	16	generated_token_32	3.885075807571411	0.5459469560000374	0.9473684210526316
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	24	generated_token_32	5.994033336639404	0.491692120013432	0.9583333333333334
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	25	generated_token_32	6.3266191482543945	0.5201397473621983	0.9690721649484536
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	26	generated_token_32	6.400833606719971	0.4166891899556511	0.9690721649484536
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	14	generated_token_64	4.122811794281006	0.6650658139458157	1.0
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	15	generated_token_64	4.115614891052246	0.6830784667615455	0.98989898989899
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	16	generated_token_64	4.173833847045898	0.6214035254534558	0.98989898989899
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	24	generated_token_64	6.336644172668457	0.6375637229815285	1.0
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	25	generated_token_64	6.484248161315918	0.6302556915557305	0.9795918367346939
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_high_impact	greedy	0	26	generated_token_64	6.7884955406188965	0.5249070423121799	0.98989898989899
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	14	final_prompt_token	2.691484212875366	0.2593024244039708	0.8235294117647058
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	15	final_prompt_token	2.592440366744995	0.36889920216783556	0.8235294117647058
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	16	final_prompt_token	2.52112078666687	0.35868643973498426	0.7951807228915663
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	24	final_prompt_token	3.043839454650879	0.2624907267954645	0.7951807228915663
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	25	final_prompt_token	3.1491456031799316	0.24941238230848783	0.8095238095238095
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	26	final_prompt_token	3.3086631298065186	0.2056638654142361	0.7654320987654322
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	14	generated_token_1	2.245467185974121	0.3421464980273834	0.7951807228915663
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	15	generated_token_1	2.3453800678253174	0.4428364825401515	0.8372093023255813
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	16	generated_token_1	2.411360025405884	0.3970942960263375	0.7951807228915663
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	24	generated_token_1	2.4428603649139404	0.20407095642562256	0.717948717948718
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	25	generated_token_1	2.539418935775757	0.18937076669407316	0.6842105263157895
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	26	generated_token_1	2.563244104385376	0.15402502814896102	0.6486486486486487
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	14	generated_token_8	2.2755634784698486	0.22410273676276993	0.9010989010989011
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	15	generated_token_8	2.321077585220337	0.32794499694600265	0.9010989010989011
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	16	generated_token_8	2.4747700691223145	0.3313844629433862	0.8764044943820225
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	24	generated_token_8	3.663459062576294	0.3042589053906487	0.8636363636363636
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	25	generated_token_8	3.830847978591919	0.3083621862795989	0.8888888888888888
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	26	generated_token_8	3.8932759761810303	0.26454673361140624	0.7951807228915663
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	14	generated_token_16	2.8346900939941406	0.39433182824632695	0.9690721649484536
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	15	generated_token_16	3.041062593460083	0.45886704630692166	0.9690721649484536
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	16	generated_token_16	3.1725308895111084	0.38070526093485113	0.9247311827956989
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	24	generated_token_16	4.6930999755859375	0.3936511046874497	0.9473684210526316
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	25	generated_token_16	4.982162952423096	0.40448226438694046	0.9247311827956989
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	26	generated_token_16	5.137195110321045	0.34830681378474504	0.9583333333333334
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	14	generated_token_32	3.6501832008361816	0.5066710465766182	0.9690721649484536
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	15	generated_token_32	3.7674152851104736	0.5730584720887406	0.9795918367346939
canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dense_global_mixed	greedy	0	16	generated_token_32	3.8911657333374023	0.5330094233597163	0.98989898989899
