run_id	matrix	pass_id	family	variant	decode_mode	seed	layer	position_label	token_position	token_id	token_string	finite	positive_count_after_relu	top_activation
det_pass_01_original_order::001::hum_processing::ascii_baseline	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	ascii_baseline	greedy	0	14	generated_token_16	64	264	 a	True	553	0.5780947208404541
det_pass_01_original_order::001::hum_processing::ascii_baseline	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	ascii_baseline	greedy	0	15	generated_token_16	64	264	 a	True	747	0.5976351499557495
det_pass_01_original_order::001::hum_processing::ascii_baseline	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	ascii_baseline	greedy	0	16	generated_token_16	64	264	 a	True	819	0.6284953355789185
det_pass_01_original_order::001::hum_processing::ascii_baseline	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	ascii_baseline	greedy	0	24	generated_token_16	64	264	 a	True	736	1.20210599899292
det_pass_01_original_order::001::hum_processing::ascii_baseline	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	ascii_baseline	greedy	0	25	generated_token_16	64	264	 a	True	798	1.296135663986206
det_pass_01_original_order::001::hum_processing::ascii_baseline	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	ascii_baseline	greedy	0	26	generated_token_16	64	264	 a	True	675	1.3139337301254272
det_pass_01_original_order::001::hum_processing::ascii_baseline	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	ascii_baseline	greedy	0	14	generated_token_32	80	7099	 surface	True	649	0.8765321373939514
det_pass_01_original_order::001::hum_processing::ascii_baseline	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	ascii_baseline	greedy	0	15	generated_token_32	80	7099	 surface	True	702	0.9492017030715942
det_pass_01_original_order::001::hum_processing::ascii_baseline	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	ascii_baseline	greedy	0	16	generated_token_32	80	7099	 surface	True	720	0.948060929775238
det_pass_01_original_order::001::hum_processing::ascii_baseline	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	ascii_baseline	greedy	0	24	generated_token_32	80	7099	 surface	True	776	1.3599119186401367
det_pass_01_original_order::001::hum_processing::ascii_baseline	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	ascii_baseline	greedy	0	25	generated_token_32	80	7099	 surface	True	771	1.3555113077163696
det_pass_01_original_order::001::hum_processing::ascii_baseline	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	ascii_baseline	greedy	0	26	generated_token_32	80	7099	 surface	True	758	1.2489850521087646
det_pass_01_original_order::001::hum_processing::ascii_baseline	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	ascii_baseline	greedy	0	14	generated_token_64	112	3870	 background	True	495	1.0180201530456543
det_pass_01_original_order::001::hum_processing::ascii_baseline	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	ascii_baseline	greedy	0	15	generated_token_64	112	3870	 background	True	583	1.5451858043670654
det_pass_01_original_order::001::hum_processing::ascii_baseline	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	ascii_baseline	greedy	0	16	generated_token_64	112	3870	 background	True	622	1.4894945621490479
det_pass_01_original_order::001::hum_processing::ascii_baseline	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	ascii_baseline	greedy	0	24	generated_token_64	112	3870	 background	True	632	2.154808521270752
det_pass_01_original_order::001::hum_processing::ascii_baseline	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	ascii_baseline	greedy	0	25	generated_token_64	112	3870	 background	True	739	2.1222281455993652
det_pass_01_original_order::001::hum_processing::ascii_baseline	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	ascii_baseline	greedy	0	26	generated_token_64	112	3870	 background	True	630	2.143165111541748
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	14	final_prompt_token	77	13	.	True	660	0.4865102767944336
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	15	final_prompt_token	77	13	.	True	797	0.7594732642173767
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	16	final_prompt_token	77	13	.	True	839	0.956282913684845
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	24	final_prompt_token	77	13	.	True	885	0.8206974267959595
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	25	final_prompt_token	77	13	.	True	777	0.80812668800354
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	26	final_prompt_token	77	13	.	True	806	1.535400629043579
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	14	generated_token_1	78	271	"

"	True	449	0.6058759689331055
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	15	generated_token_1	78	271	"

"	True	649	1.0764000415802002
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	16	generated_token_1	78	271	"

"	True	685	0.9854399561882019
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	24	generated_token_1	78	271	"

"	True	839	1.372937798500061
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	25	generated_token_1	78	271	"

"	True	632	1.374039649963379
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	26	generated_token_1	78	271	"

"	True	643	1.9190744161605835
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	14	generated_token_8	85	264	 a	True	626	0.4009852707386017
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	15	generated_token_8	85	264	 a	True	794	0.3969799280166626
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	16	generated_token_8	85	264	 a	True	821	0.4546896815299988
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	24	generated_token_8	85	264	 a	True	826	0.576299250125885
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	25	generated_token_8	85	264	 a	True	737	0.6285467743873596
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	26	generated_token_8	85	264	 a	True	750	0.6403026580810547
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	14	generated_token_16	93	314	 of	True	519	0.3568965494632721
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	15	generated_token_16	93	314	 of	True	666	0.38663697242736816
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	16	generated_token_16	93	314	 of	True	812	0.4496561288833618
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	24	generated_token_16	93	314	 of	True	632	0.8201792240142822
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	25	generated_token_16	93	314	 of	True	665	0.8684201240539551
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	26	generated_token_16	93	314	 of	True	639	0.6823675632476807
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	14	generated_token_32	109	303	 in	True	608	0.6536006927490234
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	15	generated_token_32	109	303	 in	True	794	0.6549524068832397
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	16	generated_token_32	109	303	 in	True	862	0.754269003868103
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	24	generated_token_32	109	303	 in	True	709	1.286607265472412
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	25	generated_token_32	109	303	 in	True	766	1.2573370933532715
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	26	generated_token_32	109	303	 in	True	660	1.1054224967956543
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	14	generated_token_64	141	279	 the	True	490	0.5705446600914001
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	15	generated_token_64	141	279	 the	True	587	0.5742267370223999
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	16	generated_token_64	141	279	 the	True	590	0.5911280512809753
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	24	generated_token_64	141	279	 the	True	589	1.222609281539917
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	25	generated_token_64	141	279	 the	True	617	1.3454937934875488
det_pass_01_original_order::002::hum_processing::light_global_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_global_mixed	greedy	0	26	generated_token_64	141	279	 the	True	552	1.2677613496780396
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	14	final_prompt_token	112	13	.	True	664	0.5365352034568787
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	15	final_prompt_token	112	13	.	True	764	0.723858118057251
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	16	final_prompt_token	112	13	.	True	737	0.7977381944656372
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	24	final_prompt_token	112	13	.	True	815	0.8730713129043579
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	25	final_prompt_token	112	13	.	True	783	0.875296950340271
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	26	final_prompt_token	112	13	.	True	762	1.350876808166504
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	14	generated_token_1	113	271	"

"	True	468	0.7224806547164917
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	15	generated_token_1	113	271	"

"	True	730	1.0337104797363281
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	16	generated_token_1	113	271	"

"	True	741	0.9621644020080566
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	24	generated_token_1	113	271	"

"	True	840	1.3410511016845703
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	25	generated_token_1	113	271	"

"	True	643	1.3855949640274048
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	26	generated_token_1	113	271	"

"	True	667	1.8857654333114624
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	14	generated_token_8	120	264	 a	True	719	0.4144028127193451
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	15	generated_token_8	120	264	 a	True	767	0.43025168776512146
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	16	generated_token_8	120	264	 a	True	851	0.4047704041004181
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	24	generated_token_8	120	264	 a	True	735	0.7561960220336914
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	25	generated_token_8	120	264	 a	True	723	0.8103479743003845
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	26	generated_token_8	120	264	 a	True	742	0.7973263263702393
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	14	generated_token_16	128	6775	 nature	True	376	1.4174141883850098
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	15	generated_token_16	128	6775	 nature	True	492	1.404526948928833
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	16	generated_token_16	128	6775	 nature	True	499	1.095620036125183
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	24	generated_token_16	128	6775	 nature	True	595	1.97480309009552
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	25	generated_token_16	128	6775	 nature	True	593	1.9844064712524414
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	26	generated_token_16	128	6775	 nature	True	490	1.943580150604248
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	14	generated_token_32	144	279	 the	True	808	0.5147792100906372
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	15	generated_token_32	144	279	 the	True	1005	0.536055862903595
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	16	generated_token_32	144	279	 the	True	986	0.6475139856338501
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	24	generated_token_32	144	279	 the	True	890	0.9261206984519958
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	25	generated_token_32	144	279	 the	True	1010	0.966492772102356
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	26	generated_token_32	144	279	 the	True	835	0.9416468143463135
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	14	generated_token_64	176	51179	 substrate	True	522	0.993036150932312
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	15	generated_token_64	176	51179	 substrate	True	622	1.082360863685608
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	16	generated_token_64	176	51179	 substrate	True	682	0.9588552117347717
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	24	generated_token_64	176	51179	 substrate	True	862	1.3742847442626953
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	25	generated_token_64	176	51179	 substrate	True	1009	1.2938488721847534
det_pass_01_original_order::003::hum_processing::light_high_impact_mixed	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	light_high_impact_mixed	greedy	0	26	generated_token_64	176	51179	 substrate	True	800	1.2972962856292725
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	14	final_prompt_token	62	13	.	True	650	0.513537585735321
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	15	final_prompt_token	62	13	.	True	814	0.7770141363143921
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	16	final_prompt_token	62	13	.	True	858	0.9990342855453491
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	24	final_prompt_token	62	13	.	True	792	0.9319264888763428
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	25	final_prompt_token	62	13	.	True	752	0.894173264503479
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	26	final_prompt_token	62	13	.	True	788	1.6675796508789062
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	14	generated_token_1	63	271	"

"	True	475	0.5765941739082336
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	15	generated_token_1	63	271	"

"	True	758	0.9939717650413513
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	16	generated_token_1	63	271	"

"	True	796	0.9797714948654175
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	24	generated_token_1	63	271	"

"	True	789	1.4536447525024414
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	25	generated_token_1	63	271	"

"	True	617	1.4508689641952515
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	26	generated_token_1	63	271	"

"	True	614	2.036762237548828
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	14	generated_token_8	70	264	 a	True	608	0.3798493444919586
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	15	generated_token_8	70	264	 a	True	647	0.4018130600452423
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	16	generated_token_8	70	264	 a	True	756	0.387276291847229
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	24	generated_token_8	70	264	 a	True	779	0.5975948572158813
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	25	generated_token_8	70	264	 a	True	787	0.6333901882171631
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	26	generated_token_8	70	264	 a	True	737	0.8877842426300049
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	14	generated_token_16	78	6775	 nature	True	394	1.4224653244018555
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	15	generated_token_16	78	6775	 nature	True	480	1.412785530090332
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	16	generated_token_16	78	6775	 nature	True	502	1.0960140228271484
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	24	generated_token_16	78	6775	 nature	True	592	1.9207993745803833
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	25	generated_token_16	78	6775	 nature	True	625	1.9515833854675293
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	26	generated_token_16	78	6775	 nature	True	505	1.938539981842041
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	14	generated_token_32	94	18682	 absence	True	719	0.9099308252334595
det_pass_01_original_order::004::hum_processing::dcedilla_shuffled_light	canonical_deterministic_replication	det_pass_01_original_order	hum_processing	dcedilla_shuffled_light	greedy	0	15	generated_token_32	94	18682	 absence	True	758	0.46287423372268677
