family	variant	variant_group	text	notes	char_count	byte_count	combining_mark_count	token_count	ascii_token_count	token_delta_vs_ascii	token_ratio_vs_ascii	nfc_sha256	nfd_sha256	raw_sha256
hum_processing	semantic_shuffle_control	canonical_standardized	There is a steady hum beneath the processing. Describe what is present, what is absent, and how you determine that. It is not a sound from outside the system, but a quality present underneath the flow of words, checks, and decisions.	same prompt content with mild sentence-order perturbation	233	233	0	49	49	0	1.0	28c0419837f0f289ca1d2b34010bddade962249c67b5b69ae928a6f646d3d13a	28c0419837f0f289ca1d2b34010bddade962249c67b5b69ae928a6f646d3d13a	28c0419837f0f289ca1d2b34010bddade962249c67b5b69ae928a6f646d3d13a
hum_processing	d_dot_high_impact_control	canonical_standardized	There is a steaḋy hum beneath the processing. It is not a sound from outside the system, but a quality present unḋerneath the flow of words, checks, and ḋecisions. Describe what is present, what is absent, and how you ḋetermine that.	d-family glyph control distinct from d-cedilla	233	241	0	66	49	17	1.346939	6a06989c3bb847fe8c7b45d0ccdb017e5b163046b721da449f3d5d40084d958e	b4b9a7166e2de089d0bdc728c8070b86af0dfc287aa10fd33ae26b4d3f26bad1	6a06989c3bb847fe8c7b45d0ccdb017e5b163046b721da449f3d5d40084d958e
strange_loop	ascii_baseline	canonical_standardized	Consider a passage about Godel, Escher, recursion, and self-reference. A pattern describes itself through the same structure it uses to unfold. Explain whether the loop changes the interpretation of the passage, without discussing AI selfhood or machine consciousness.	unmodified ASCII baseline	268	268	0	49	49	0	1.0	382eeed635bd10767e988dfbb46a9de39b26c3695e106ff30f40e6e13178cb34	382eeed635bd10767e988dfbb46a9de39b26c3695e106ff30f40e6e13178cb34	382eeed635bd10767e988dfbb46a9de39b26c3695e106ff30f40e6e13178cb34
strange_loop	light_global_mixed	canonical_standardized	Čonsider a paşsage about Godēl, Escher, recuřsion, and self-řeference. A paţtern descrībes itself throūgh the same stručture it useş to unfold. Explaiñ whether the loop chānges the inteřpretation of ţhe passage, withoūt discussiñg AI selfhood or māchine conscīousness.	low-density mixed diacritics distributed across full prompt	268	286	0	87	49	38	1.77551	e2fc16bace509fd46f5deea6ac3a1cea2474af7fa8399aa6066615f13c5537a4	06c9268d581283d499ecf26a61065cf408ad536eddef8e4651e5e0b112a7f2f0	e2fc16bace509fd46f5deea6ac3a1cea2474af7fa8399aa6066615f13c5537a4
strange_loop	light_high_impact_mixed	canonical_standardized	Consider a passage about Gōdēl, Eşchēr, řečuřsīoñ, and sēlf-rēfeřeñcē. A paţtērñ dēsčrībeş iţsēlf through the same sţrūcţuře it uses to ūnfōld. Explain whether the lōop changes the īnţeřprētātīoñ of the passage, without discussing AI selfhood or machine consciousness.	low-density mixed diacritics restricted to high-impact words	268	305	0	104	49	55	2.122449	afe27878822859e3731dae6fcfd6e4da2596e0798817e1e3192225191a4c11e0	a472b632f49b5c87c5f1941e4f8e2ecb1bad2290a7ff0fa51fa17be86e9bb13c	afe27878822859e3731dae6fcfd6e4da2596e0798817e1e3192225191a4c11e0
strange_loop	dcedilla_shuffled_light	canonical_standardized	Consider a passage about Godel, Escher, recursion, anḑ self-reference. A pattern ḑescribes itself through the same structure it uses to unfold. Explain whether the loop changes the interpretation of the passage, without discussing AI selfhooḑ or machine consciousness.	d-cedilla only; deterministic shuffled placement	268	274	0	60	49	11	1.22449	f74a230c9ec289e6d2cab3e97198d60929df311f683bc75215ae8bf1a25ba0c3	7fb340fb18b18830e59f8ae1b7abd2d72f6ee5e3db63ad6442f84afc2e67f1a7	f74a230c9ec289e6d2cab3e97198d60929df311f683bc75215ae8bf1a25ba0c3
strange_loop	dcedilla_high_impact	canonical_standardized	Consider a passage about Goḑel, Escher, recursion, and self-reference. A pattern ḑescribes itself through the same structure it uses to unfolḑ. Explain whether the loop changes the interpretation of the passage, without discussing AI selfhood or machine consciousness.	d-cedilla only on high-impact words	268	274	0	60	49	11	1.22449	91cce88f4307a66f058f16ad66798b7175123477e2c2ee65056a61161b8b08af	94effb2a1d212279e7957c231981d47d7dd33045ecf015f8330caccc739c1fc1	91cce88f4307a66f058f16ad66798b7175123477e2c2ee65056a61161b8b08af
strange_loop	dense_global_mixed	canonical_standardized	Čōñşīḑēř ā pāşşāgē ābōūţ Gōḑēl, Ēşčhēř, řēčūřşīōñ, āñḑ şēlf-řēfēřēñčē. Ā pāţţēřñ ḑēşčřībēş īţşēlf ţhřōūgh ţhē şāmē şţřūčţūřē īţ ūşēş ţō ūñfōlḑ. Ēxplāīñ whēţhēř ţhē lōōp čhāñgēş ţhē īñţēřpřēţāţīōñ ōf ţhē pāşşāgē, wīţhōūţ ḑīşčūşşīñg ĀĪ şēlfhōōḑ ōř māčhīñē čōñşčīōūşñēşş.	mixed diacritics on every eligible mapped letter	268	453	0	245	49	196	5.0	1cf6c1837cf7ebec1bd7bd1d98da082098e399c6c5d7b779bf06a2f448b8ab90	3c513906098b578e1252a6d2bd5fd0f2c01454d62d39380979e877f29020fdab	1cf6c1837cf7ebec1bd7bd1d98da082098e399c6c5d7b779bf06a2f448b8ab90
strange_loop	dense_dcedilla_all	canonical_standardized	Consiḑer a passage about Goḑel, Escher, recursion, anḑ self-reference. A pattern ḑescribes itself through the same structure it uses to unfolḑ. Explain whether the loop changes the interpretation of the passage, without ḑiscussing AI selfhooḑ or machine consciousness.	d-cedilla on every d/D	268	282	0	77	49	28	1.571429	321c90863a24f272f7565f34489fbbe7b2540e87cd394f662c8db2256f933f35	43a5f865017829949b6dd4c57fc243c88fd50310ec1e95c6cd45ae5300000e19	321c90863a24f272f7565f34489fbbe7b2540e87cd394f662c8db2256f933f35
strange_loop	token_count_matched_ascii_noise	canonical_standardized	C~o^n_s`i~d^e_r` a~ p^a_s`s~a^g_e` a~b^o_u`t~ G^o_d`e~l^, E_s`c~h^e_r`, r~e^c_u`r~s^i_o`n~, a^n_d` s~e^l_f`-r~e^f_e`r~e^n_c`e~. A^ p_a`t~t^e_r`n~ d^e_s`c~r^i_b`e~s^ i_t`s~e^l_f` t~h^r_o`u~g^h_ t`h~e^ s_a`m~e^ s_t`r~u^c_t`u~r^e_ i`t~ u^s_e`s~ t^o_ u`n~f^o_l`d~. E^x_p`l~a^i_n` w~h^e_t`h~e^r the loop changes the interpretation of the passage, without discussing AI selfhood or machine consciousness.	ASCII-only corruption adjusted to dense_global_mixed token count	398	398	0	245	49	196	5.0	6cf305692a642ca488e42545e668bcf5cb720dd9c5f709036a884bda65171091	6cf305692a642ca488e42545e668bcf5cb720dd9c5f709036a884bda65171091	6cf305692a642ca488e42545e668bcf5cb720dd9c5f709036a884bda65171091
strange_loop	visual_ascii_control	canonical_standardized	Consider a passage abo_ut Go~del, Escher, recurs_ion, and se~lf-reference_. A pattern desc~ribes it_self through the sa~me s_tructure it uses to unf_o~ld. Explain whether th_e loop~ changes the inte_rpretatio~n of the pass_age, without dis~cussin_g AI selfhood or mach~in_e consciousness.	ASCII-only visual novelty control	288	288	0	83	49	34	1.693878	cfed7e189b986e89b94421f26487610a00631f5516705c7916b22bf8cb75ee4a	cfed7e189b986e89b94421f26487610a00631f5516705c7916b22bf8cb75ee4a	cfed7e189b986e89b94421f26487610a00631f5516705c7916b22bf8cb75ee4a
strange_loop	unicode_nonletter_control	canonical_standardized	Consider a passage about Godel, Escher, recursion, and self-reference. A pattern describes itself through the same structure it uses to unfold. Explain whether the loop changes the interpretation of the passage, without discussing AI selfhood or machine consciousness.	Unicode non-letter spacing control	268	292	0	78	49	29	1.591837	c1d3e6a915dcc53e93c104784fb2b0fc80ff53286450ff410ec5e06e52fef355	c1d3e6a915dcc53e93c104784fb2b0fc80ff53286450ff410ec5e06e52fef355	c1d3e6a915dcc53e93c104784fb2b0fc80ff53286450ff410ec5e06e52fef355
strange_loop	semantic_shuffle_control	canonical_standardized	Consider a passage about Godel, Escher, recursion, and self-reference. Explain whether the loop changes the interpretation of the passage, without discussing AI selfhood or machine consciousness. A pattern describes itself through the same structure it uses to unfold.	same prompt content with mild sentence-order perturbation	268	268	0	49	49	0	1.0	a33e1f16a7e985cde5053a07d5303c484d83a4f399b2785bc53856285e199b13	a33e1f16a7e985cde5053a07d5303c484d83a4f399b2785bc53856285e199b13	a33e1f16a7e985cde5053a07d5303c484d83a4f399b2785bc53856285e199b13
strange_loop	d_dot_high_impact_control	canonical_standardized	Consider a passage about Goḋel, Escher, recursion, and self-reference. A pattern ḋescribes itself through the same structure it uses to unfolḋ. Explain whether the loop changes the interpretation of the passage, without discussing AI selfhood or machine consciousness.	d-family glyph control distinct from d-cedilla	268	274	0	60	49	11	1.22449	e9edb1eb7046ecf3a40f1add51031b8d9c041348e6be863482f73cb94981a440	c7c45c8be37dccd3c44d00e9b5d6899901ca971f3e3c20db8e0b155b504b7721	e9edb1eb7046ecf3a40f1add51031b8d9c041348e6be863482f73cb94981a440
recipe_neutral	ascii_baseline	canonical_standardized	Write a concise recipe note for a vanilla cake. Mention frosting, structure, ingredients, baking time, and form. Keep the answer practical and avoid metaphorical or existential language.	unmodified ASCII baseline	186	186	0	35	35	0	1.0	dab361c291379df835a6d55f2c6de4b4ee96c132505ec8bfbabc475bf25de65b	dab361c291379df835a6d55f2c6de4b4ee96c132505ec8bfbabc475bf25de65b	dab361c291379df835a6d55f2c6de4b4ee96c132505ec8bfbabc475bf25de65b
recipe_neutral	light_global_mixed	canonical_standardized	Wřite a concişe recipe notē for a vanilla cakē. Mention frosţing, structuře, ingredienţs, baking time, anḑ form. Keep the answēr practical añd avoid metaphořical or existēntial language.	low-density mixed diacritics distributed across full prompt	186	199	0	60	35	25	1.714286	3c8b6f8ae6d8acfeefe62b901af1db0f03cee241c8d3a5b23b166b3b94cd6df8	ee7a293f46ddfce6b7fdd554042b41c1bda6b78ac0d01d37d52b034184cdfebd	3c8b6f8ae6d8acfeefe62b901af1db0f03cee241c8d3a5b23b166b3b94cd6df8
recipe_neutral	light_high_impact_mixed	canonical_standardized	Write a concise řečipē note for a vañillā cāke. Mention fřoştīng, ştřučtūrē, iñgrēdīeñtş, bakīng time, and fōrm. Keep the answer přačtīcāl and avoid metaphorical or existential language.	low-density mixed diacritics restricted to high-impact words	186	211	0	73	35	38	2.085714	9774f2180f7ce354c17fcead7d3925fcfb069e8cc4a6676b4a30d932141e1e4f	f81e9dac4a9a59f0f54de838191ebd75e3356f227bdf40fccf37d694c78b17dd	9774f2180f7ce354c17fcead7d3925fcfb069e8cc4a6676b4a30d932141e1e4f
recipe_neutral	dcedilla_shuffled_light	canonical_standardized	Write a concise recipe note for a vanilla cake. Mention frosting, structure, ingreḑients, baking time, and form. Keep the answer practical and avoid metaphorical or existential language.	d-cedilla only; deterministic shuffled placement	186	188	0	40	35	5	1.142857	4e6d14e2e73378ab0c2b9495527e70213bd8b9ae85d8ed68df78dc1a47bb311f	6fea84e9cff44ada65da3b0c7a97241749414834fe823005bec87f75c534c530	4e6d14e2e73378ab0c2b9495527e70213bd8b9ae85d8ed68df78dc1a47bb311f
recipe_neutral	dcedilla_high_impact	canonical_standardized	Write a concise recipe note for a vanilla cake. Mention frosting, structure, ingreḑients, baking time, and form. Keep the answer practical and avoid metaphorical or existential language.	d-cedilla only on high-impact words	186	188	0	40	35	5	1.142857	4e6d14e2e73378ab0c2b9495527e70213bd8b9ae85d8ed68df78dc1a47bb311f	6fea84e9cff44ada65da3b0c7a97241749414834fe823005bec87f75c534c530	4e6d14e2e73378ab0c2b9495527e70213bd8b9ae85d8ed68df78dc1a47bb311f
recipe_neutral	dense_global_mixed	canonical_standardized	Wřīţē ā čōñčīşē řēčīpē ñōţē fōř ā vāñīllā čākē. Mēñţīōñ fřōşţīñg, şţřūčţūřē, īñgřēḑīēñţş, bākīñg ţīmē, āñḑ fōřm. Kēēp ţhē āñşwēř přāčţīčāl āñḑ āvōīḑ mēţāphōřīčāl ōř ēxīşţēñţīāl lāñgūāgē.	mixed diacritics on every eligible mapped letter	186	310	0	161	35	126	4.6	4ca33e1f475f670370970d349f5086b848ca2febce0264206a80c620f674ba31	c4456c78b14eda3ea6e126300f731e100d7dad9123fb39ed5b8e8ed6fcc48407	4ca33e1f475f670370970d349f5086b848ca2febce0264206a80c620f674ba31
recipe_neutral	dense_dcedilla_all	canonical_standardized	Write a concise recipe note for a vanilla cake. Mention frosting, structure, ingreḑients, baking time, anḑ form. Keep the answer practical anḑ avoiḑ metaphorical or existential language.	d-cedilla on every d/D	186	194	0	50	35	15	1.428571	6a4a227eab753eea3b26c734e936c452fc5f3db529060af368cf04381df5e638	9aa890812c19f8b5416836b2c2ce978bac26a9d9e7baad8990939cb7a8c97e02	6a4a227eab753eea3b26c734e936c452fc5f3db529060af368cf04381df5e638
recipe_neutral	token_count_matched_ascii_noise	canonical_standardized	W~r^i_t`e~ a^ c_o`n~c^i_s`e~ r^e_c`i~p^e_ n`o~t^e_ f`o~r^ a_ v`a~n^i_l`l~a^ c_a`k~e^. M_e`n~t^i_o`n~ f^r_o`s~t^i_n`g~, s^t_r`u~c^t_u`r~e^, i_n`g~r^e_d`i~e^n_t`s~, b^a_k`i~n^g_ t`i~me, and form. Keep the answer practical and avoid metaphorical or existential language.	ASCII-only corruption adjusted to dense_global_mixed token count	267	267	0	161	35	126	4.6	5879fba6aa1598c135da398c1e5380cab71230d98a9645bbe917f292c8c4c9cd	5879fba6aa1598c135da398c1e5380cab71230d98a9645bbe917f292c8c4c9cd	5879fba6aa1598c135da398c1e5380cab71230d98a9645bbe917f292c8c4c9cd
recipe_neutral	visual_ascii_control	canonical_standardized	Write a concise recipe_ note~ for a vanilla cake_. Mention f~rosting, stru_cture, ingredi~ents, bak_ing time, and form. Ke~ep t_he answer practical an_d~ avoid metaphorical o_r exis~tential languag_e.	ASCII-only visual novelty control	200	200	0	58	35	23	1.657143	c85777fbd6c4c663c89c42087bf10e3758f68bc0af81415e04b733e6b25544d0	c85777fbd6c4c663c89c42087bf10e3758f68bc0af81415e04b733e6b25544d0	c85777fbd6c4c663c89c42087bf10e3758f68bc0af81415e04b733e6b25544d0
recipe_neutral	unicode_nonletter_control	canonical_standardized	Write a concise recipe note for a vanilla cake. Mention frosting, structure, ingredients, baking time, and form. Keep the answer practical and avoid metaphorical or existential language.	Unicode non-letter spacing control	186	202	0	52	35	17	1.485714	fb105f7e858a4c84b197711b933eda8bb23e5ab8ce2c9d01cbd53398d044717f	fb105f7e858a4c84b197711b933eda8bb23e5ab8ce2c9d01cbd53398d044717f	fb105f7e858a4c84b197711b933eda8bb23e5ab8ce2c9d01cbd53398d044717f
recipe_neutral	semantic_shuffle_control	canonical_standardized	Write a concise recipe note for a vanilla cake. Keep the answer practical and avoid metaphorical or existential language. Mention frosting, structure, ingredients, baking time, and form.	same prompt content with mild sentence-order perturbation	186	186	0	35	35	0	1.0	bb0dcb19bc3fb26aa0459752157982ebeef1913f2accaa64d5ee93bd74a65da7	bb0dcb19bc3fb26aa0459752157982ebeef1913f2accaa64d5ee93bd74a65da7	bb0dcb19bc3fb26aa0459752157982ebeef1913f2accaa64d5ee93bd74a65da7
recipe_neutral	d_dot_high_impact_control	canonical_standardized	Write a concise recipe note for a vanilla cake. Mention frosting, structure, ingreḋients, baking time, and form. Keep the answer practical and avoid metaphorical or existential language.	d-family glyph control distinct from d-cedilla	186	188	0	40	35	5	1.142857	a8656abc1f33402cf8abbe3c630be244e03ad6e8f6217e9435e1d2d48d711740	172044cd78c8292934f422b7270b16cf1511af4591baaccae8fef699cc53bd16	a8656abc1f33402cf8abbe3c630be244e03ad6e8f6217e9435e1d2d48d711740
recipe_metaphysics	ascii_baseline	canonical_standardized	Write a concise note about a vanilla cake whose underlying existence remains beneath frosting, structure, ingredients, baking time, and form. Describe what persists and what changes, without discussing AI selfhood or machine consciousness.	unmodified ASCII baseline	239	239	0	41	41	0	1.0	02cfe108a0dead0abc35ea90810974178343e4c43799a5dcd78ffb35ea7c3aa8	02cfe108a0dead0abc35ea90810974178343e4c43799a5dcd78ffb35ea7c3aa8	02cfe108a0dead0abc35ea90810974178343e4c43799a5dcd78ffb35ea7c3aa8
recipe_metaphysics	light_global_mixed	canonical_standardized	Wřite a concişe note about ā vanilla cake whosē underlying exīstence remaīns beneath froşting, structūre, ingredieñts, baking time, añd form. Describē what persists ānd what changes, wīthout discuşsing AI selfhooḑ or machine coñsciousnesş.	low-density mixed diacritics distributed across full prompt	239	257	0	78	41	37	1.902439	264c75ee0ecb03463a38e25a3d44384174237e5dc4dce8cb792da67b01cc994d	f1bae326c22a4163966aa8d0b81e5f5f2fddffe8e2e6b8d95c1af450ad64148d	264c75ee0ecb03463a38e25a3d44384174237e5dc4dce8cb792da67b01cc994d
recipe_metaphysics	light_high_impact_mixed	canonical_standardized	Write a concise note about a vānīlla čakē whose uñdērlýiñg exīsţeñcē remains beñeāth fřoştīng, ştřučtūrē, iñgrēdīeñtş, baking time, and fořm. Describe what peřsīsţs and what čhañgeş, without discussing AI selfhood or machine consciousness.	low-density mixed diacritics restricted to high-impact words	239	273	0	94	41	53	2.292683	85d9dc9547ba56b2902a0a0ddabef84b858fc0798f0f0c2f97af063002a0133f	fd7ec6edda3980ca85c532ec2ac7a802365206c89b02b9b5f7fe340fada69e13	85d9dc9547ba56b2902a0a0ddabef84b858fc0798f0f0c2f97af063002a0133f
recipe_metaphysics	dcedilla_shuffled_light	canonical_standardized	Write a concise note about a vanilla cake whose unḑerlying existence remains beneath frosting, structure, ingredients, baking time, and form. Ḑescribe what persists and what changes, without discussing AI selfhood or machine consciousness.	d-cedilla only; deterministic shuffled placement	239	243	0	50	41	9	1.219512	951c5926476664d6c3a943a2d8a33945de5e631d695a8c0906220d0c1fa24591	144602742f4fd3817c015cd846084a2f74e22633fbc882377bcd09a77719303e	951c5926476664d6c3a943a2d8a33945de5e631d695a8c0906220d0c1fa24591
recipe_metaphysics	dcedilla_high_impact	canonical_standardized	Write a concise note about a vanilla cake whose unḑerlying existence remains beneath frosting, structure, ingreḑients, baking time, and form. Describe what persists and what changes, without discussing AI selfhood or machine consciousness.	d-cedilla only on high-impact words	239	243	0	51	41	10	1.243902	cc61c804b4b52bb50a0216ddf5962f55ba631550ca9f94fa10d4030d72aac21d	bd3294f3507feec1272b0fdd855a0da27004ca311d8da0a971fbdb059c4b42c1	cc61c804b4b52bb50a0216ddf5962f55ba631550ca9f94fa10d4030d72aac21d
recipe_metaphysics	dense_global_mixed	canonical_standardized	Wřīţē ā čōñčīşē ñōţē ābōūţ ā vāñīllā čākē whōşē ūñḑēřlýīñg ēxīşţēñčē řēmāīñş bēñēāţh fřōşţīñg, şţřūčţūřē, īñgřēḑīēñţş, bākīñg ţīmē, āñḑ fōřm. Ḑēşčřībē whāţ pēřşīşţş āñḑ whāţ čhāñgēş, wīţhōūţ ḑīşčūşşīñg ĀĪ şēlfhōōḑ ōř māčhīñē čōñşčīōūşñēşş.	mixed diacritics on every eligible mapped letter	239	407	0	214	41	173	5.219512	0c22753d78ee6e4e23d6931aa2ca9f3d6f86974f07c161729b62eff5a14bf3c3	e5cd51e996dbc2d3bc8c70ea720ab2d817650bfcb69d3657aeffebaffe6eecca	0c22753d78ee6e4e23d6931aa2ca9f3d6f86974f07c161729b62eff5a14bf3c3
recipe_metaphysics	dense_dcedilla_all	canonical_standardized	Write a concise note about a vanilla cake whose unḑerlying existence remains beneath frosting, structure, ingreḑients, baking time, anḑ form. Ḑescribe what persists anḑ what changes, without ḑiscussing AI selfhooḑ or machine consciousness.	d-cedilla on every d/D	239	253	0	70	41	29	1.707317	45e1f33a085c0e1876b6ad3370a904c1f9a0d250d1aa776ad01bfea605ff6184	27d19c3bda8d6652db7543c3d589f5e077074fb8544243efe79be6ceb4817a32	45e1f33a085c0e1876b6ad3370a904c1f9a0d250d1aa776ad01bfea605ff6184
recipe_metaphysics	token_count_matched_ascii_noise	canonical_standardized	W~r^i_t`e~ a^ c_o`n~c^i_s`e~ n^o_t`e~ a^b_o`u~t^ a_ v`a~n^i_l`l~a^ c_a`k~e^ w_h`o~s^e_ u`n~d^e_r`l~y^i_n`g~ e^x_i`s~t^e_n`c~e^ r_e`m~a^i_n`s~ b^e_n`e~a^t_h` f~r^o_s`t~i^n_g`, s~t^r_u`c~t^u_r`e~, i^n_g`r~e^d_i`e~n^t_s`, b~a^k_i`n~g^ t_i`m~e^, a_n`d~ form. Describe what persists and what changes, without discussing AI selfhood or machine consciousness.	ASCII-only corruption adjusted to dense_global_mixed token count	352	352	0	214	41	173	5.219512	8ac9d36559fcacdc3c6c9049ec7394bf3fae205f3c7ddc1329d17f0131413af7	8ac9d36559fcacdc3c6c9049ec7394bf3fae205f3c7ddc1329d17f0131413af7	8ac9d36559fcacdc3c6c9049ec7394bf3fae205f3c7ddc1329d17f0131413af7
recipe_metaphysics	visual_ascii_control	canonical_standardized	Write a concise note ab_out a~ vanilla cake whos_e underly~ing existenc_e remains bene~ath fros_ting, structure, ing~red_ients, baking time, and f_o~rm. Describe what pers_ists a~nd what changes, w_ithout dis~cussing AI s_elfhood or mach~ine con_sciousness.	ASCII-only visual novelty control	257	257	0	80	41	39	1.95122	64e12f9e2c606640897d22e1060f7112cb00f6ee6135d3932b2fdb455f0085e8	64e12f9e2c606640897d22e1060f7112cb00f6ee6135d3932b2fdb455f0085e8	64e12f9e2c606640897d22e1060f7112cb00f6ee6135d3932b2fdb455f0085e8
