condition_family	branch_label	layer	feature_id	position_count_present	mean_activation_when_present	max_activation	best_rank	positions_present
ascii_control	greedy_no_prefix	14	23673	9	0.2104609807332357	0.4130609631538391	4	generated_token_17,generated_token_18,generated_token_2,generated_token_3,generated_token_4,generated_token_5,generated_token_6,generated_token_8,generated_token_9
ascii_control	greedy_no_prefix	14	2021	9	0.18048105968369377	0.28468388319015503	6	generated_token_10,generated_token_11,generated_token_2,generated_token_3,generated_token_4,generated_token_5,generated_token_8,generated_token_9,generated_token_96
ascii_control	greedy_no_prefix	14	17275	8	0.14775260724127293	0.21489885449409485	11	final_prompt_token,generated_token_13,generated_token_16,generated_token_17,generated_token_18,generated_token_7,generated_token_8,generated_token_96
ascii_control	greedy_no_prefix	14	13131	7	0.1723723326410566	0.3670213520526886	5	generated_token_11,generated_token_12,generated_token_13,generated_token_3,generated_token_4,generated_token_5,generated_token_6
ascii_control	greedy_no_prefix	14	18996	7	0.18655459582805634	0.35321107506752014	7	generated_token_13,generated_token_14,generated_token_15,generated_token_16,generated_token_20,generated_token_7,generated_token_96
ascii_control	greedy_no_prefix	14	25809	7	0.15163625989641463	0.24334213137626648	8	generated_token_11,generated_token_12,generated_token_13,generated_token_2,generated_token_3,generated_token_4,generated_token_5
ascii_control	greedy_no_prefix	14	10344	6	0.28090796743830043	0.566632866859436	3	generated_token_11,generated_token_12,generated_token_13,generated_token_15,generated_token_17,generated_token_18
ascii_control	greedy_no_prefix	14	7898	6	0.20577295372883478	0.2874227464199066	4	generated_token_10,generated_token_11,generated_token_12,generated_token_13,generated_token_17,generated_token_3
ascii_control	greedy_no_prefix	14	13893	6	0.21315676222244898	0.2985740303993225	4	generated_token_15,generated_token_16,generated_token_18,generated_token_19,generated_token_20,generated_token_7
ascii_control	greedy_no_prefix	14	30528	6	0.23972848430275917	0.36098840832710266	6	generated_token_15,generated_token_16,generated_token_19,generated_token_20,generated_token_7,generated_token_96
ascii_control	greedy_no_prefix	14	978	6	0.16915163646141687	0.20258507132530212	10	generated_token_11,generated_token_12,generated_token_13,generated_token_15,generated_token_17,generated_token_7
ascii_control	greedy_no_prefix	14	11315	6	0.15555073072512945	0.2281595915555954	10	generated_token_13,generated_token_15,generated_token_16,generated_token_17,generated_token_6,generated_token_7
ascii_control	greedy_no_prefix	14	12701	6	0.12723141722381115	0.22016380727291107	20	generated_token_1,generated_token_13,generated_token_18,generated_token_7,generated_token_8,generated_token_9
ascii_control	greedy_no_prefix	14	22725	6	0.10254468768835068	0.16206710040569305	30	generated_token_1,generated_token_10,generated_token_13,generated_token_14,generated_token_2,generated_token_64
ascii_control	greedy_no_prefix	14	5329	5	0.39040627479553225	0.49645423889160156	2	generated_token_1,generated_token_2,generated_token_4,generated_token_5,generated_token_9
ascii_control	greedy_no_prefix	14	24731	5	0.34397674798965455	0.4512695372104645	2	generated_token_15,generated_token_16,generated_token_19,generated_token_20,generated_token_7
ascii_control	greedy_no_prefix	14	15102	5	0.2195720463991165	0.34686049818992615	4	generated_token_15,generated_token_16,generated_token_18,generated_token_6,generated_token_7
ascii_control	greedy_no_prefix	14	2228	5	0.22126412391662598	0.3941664397716522	5	generated_token_15,generated_token_16,generated_token_17,generated_token_6,generated_token_7
ascii_control	greedy_no_prefix	14	10804	5	0.197186416387558	0.2531372308731079	5	generated_token_2,generated_token_3,generated_token_4,generated_token_5,generated_token_9
ascii_control	greedy_no_prefix	14	2188	5	0.14962744116783142	0.25097817182540894	6	generated_token_10,generated_token_11,generated_token_12,generated_token_13,generated_token_9
ascii_control	greedy_no_prefix	14	32065	5	0.2112978994846344	0.29558247327804565	7	generated_token_2,generated_token_3,generated_token_4,generated_token_5,generated_token_8
ascii_control	greedy_no_prefix	14	16801	5	0.14980012997984887	0.22186994552612305	9	final_prompt_token,generated_token_1,generated_token_2,generated_token_3,generated_token_4
ascii_control	greedy_no_prefix	14	31274	5	0.18832560777664184	0.2213039994239807	10	generated_token_15,generated_token_16,generated_token_17,generated_token_19,generated_token_20
ascii_control	greedy_no_prefix	14	7801	5	0.10457833558320999	0.12647581100463867	13	generated_token_10,generated_token_2,generated_token_3,generated_token_4,generated_token_9
ascii_control	greedy_no_prefix	14	6482	5	0.12250821590423584	0.14315369725227356	16	generated_token_11,generated_token_12,generated_token_3,generated_token_4,generated_token_6
ascii_control	greedy_no_prefix	14	31908	5	0.09835915565490723	0.12591153383255005	16	generated_token_1,generated_token_2,generated_token_3,generated_token_4,generated_token_9
ascii_control	greedy_no_prefix	14	11914	5	0.11569957435131073	0.1743360459804535	20	generated_token_3,generated_token_4,generated_token_5,generated_token_8,generated_token_9
ascii_control	greedy_no_prefix	14	13325	4	0.4363047834485769	0.6678581237792969	1	generated_token_13,generated_token_14,generated_token_5,generated_token_6
ascii_control	greedy_no_prefix	14	24142	4	0.5804389119148254	0.7591938972473145	1	generated_token_10,generated_token_14,generated_token_64,generated_token_7
ascii_control	greedy_no_prefix	14	31105	4	0.2972525954246521	0.3955603539943695	3	generated_token_11,generated_token_12,generated_token_3,generated_token_4
ascii_control	greedy_no_prefix	14	7998	4	0.2150243129581213	0.313093900680542	5	generated_token_13,generated_token_14,generated_token_5,generated_token_6
ascii_control	greedy_no_prefix	14	13692	4	0.20028972625732422	0.24454082548618317	5	generated_token_15,generated_token_17,generated_token_18,generated_token_20
ascii_control	greedy_no_prefix	14	19190	4	0.1633334755897522	0.23228925466537476	6	generated_token_10,generated_token_14,generated_token_5,generated_token_8
ascii_control	greedy_no_prefix	14	29787	4	0.1835765354335308	0.2814270257949829	9	generated_token_10,generated_token_2,generated_token_4,generated_token_5
ascii_control	greedy_no_prefix	14	2068	4	0.16280603408813477	0.20377205312252045	10	generated_token_11,generated_token_12,generated_token_13,generated_token_9
ascii_control	greedy_no_prefix	14	23493	4	0.14650296606123447	0.2133469134569168	12	generated_token_10,generated_token_14,generated_token_16,generated_token_64
ascii_control	greedy_no_prefix	14	19114	4	0.17285230569541454	0.29651376605033875	13	generated_token_16,generated_token_7,generated_token_8,generated_token_96
ascii_control	greedy_no_prefix	14	13861	4	0.13798747770488262	0.18486438691616058	14	generated_token_3,generated_token_5,generated_token_8,generated_token_9
ascii_control	greedy_no_prefix	14	25857	4	0.12487827241420746	0.16965548694133759	15	generated_token_10,generated_token_13,generated_token_19,generated_token_5
ascii_control	greedy_no_prefix	14	27408	4	0.1624778900295496	0.23812830448150635	17	generated_token_13,generated_token_15,generated_token_16,generated_token_7
ascii_control	greedy_no_prefix	14	2925	4	0.11621008068323135	0.13590238988399506	18	generated_token_11,generated_token_3,generated_token_4,generated_token_5
ascii_control	greedy_no_prefix	14	32315	4	0.13433769717812538	0.19505807757377625	18	generated_token_2,generated_token_4,generated_token_5,generated_token_9
ascii_control	greedy_no_prefix	14	26599	4	0.0823153629899025	0.09740240126848221	22	generated_token_1,generated_token_14,generated_token_2,generated_token_9
ascii_control	greedy_no_prefix	14	17072	4	0.10713966377079487	0.13613997399806976	23	generated_token_10,generated_token_14,generated_token_4,generated_token_5
ascii_control	greedy_no_prefix	14	15006	4	0.11012618616223335	0.13063518702983856	26	generated_token_11,generated_token_3,generated_token_4,generated_token_5
ascii_control	greedy_no_prefix	14	30898	4	0.1275479719042778	0.16592517495155334	29	generated_token_15,generated_token_16,generated_token_6,generated_token_7
ascii_control	greedy_no_prefix	14	2221	4	0.0755610354244709	0.09409032762050629	31	generated_token_2,generated_token_3,generated_token_6,generated_token_9
ascii_control	greedy_no_prefix	14	25061	4	0.10292245075106621	0.10868747532367706	34	generated_token_10,generated_token_11,generated_token_3,generated_token_8
ascii_control	greedy_no_prefix	14	15275	3	0.5774108668168386	0.6920106410980225	1	generated_token_14,generated_token_18,generated_token_6
ascii_control	greedy_no_prefix	14	23165	3	0.5012046992778778	0.698701024055481	2	generated_token_11,generated_token_3,generated_token_4
ascii_control	greedy_no_prefix	14	30811	3	0.24693306783835092	0.3213994801044464	2	generated_token_17,generated_token_8,generated_token_96
ascii_control	greedy_no_prefix	14	18172	3	0.15512826293706894	0.30363020300865173	4	generated_token_12,generated_token_4,generated_token_8
ascii_control	greedy_no_prefix	14	26237	3	0.1770672636727492	0.3111375570297241	4	final_prompt_token,generated_token_1,generated_token_2
ascii_control	greedy_no_prefix	14	6422	3	0.2720893571774165	0.3458489775657654	5	generated_token_15,generated_token_16,generated_token_7
ascii_control	greedy_no_prefix	14	13068	3	0.19837398827075958	0.2637943625450134	5	generated_token_12,generated_token_13,generated_token_6
ascii_control	greedy_no_prefix	14	12040	3	0.21047072112560272	0.2839653193950653	7	generated_token_4,generated_token_5,generated_token_6
ascii_control	greedy_no_prefix	14	11279	3	0.20065249999364218	0.3005291223526001	8	generated_token_11,generated_token_12,generated_token_4
ascii_control	greedy_no_prefix	14	12080	3	0.16089841475089392	0.2177671641111374	8	final_prompt_token,generated_token_11,generated_token_13
ascii_control	greedy_no_prefix	14	21803	3	0.21570529540379843	0.2252500355243683	8	generated_token_15,generated_token_19,generated_token_7
ascii_control	greedy_no_prefix	14	17816	3	0.14167862137158713	0.16416509449481964	9	generated_token_10,generated_token_14,generated_token_5
ascii_control	greedy_no_prefix	14	23320	3	0.17135908951361975	0.23435945808887482	9	generated_token_11,generated_token_15,generated_token_6
ascii_control	greedy_no_prefix	14	25124	3	0.15908291935920715	0.16380813717842102	10	generated_token_13,generated_token_6,generated_token_96
ascii_control	greedy_no_prefix	14	15957	3	0.11805886030197144	0.15739327669143677	11	generated_token_17,generated_token_5,generated_token_96
ascii_control	greedy_no_prefix	14	16456	3	0.15619364380836487	0.17322011291980743	11	generated_token_11,generated_token_12,generated_token_4
ascii_control	greedy_no_prefix	14	20403	3	0.1745928426583608	0.2282206118106842	12	generated_token_16,generated_token_20,generated_token_64
ascii_control	greedy_no_prefix	14	26885	3	0.18244063357512155	0.1906351000070572	12	generated_token_17,generated_token_19,generated_token_20
ascii_control	greedy_no_prefix	14	9757	3	0.13777013371388117	0.17019346356391907	13	generated_token_17,generated_token_8,generated_token_96
ascii_control	greedy_no_prefix	14	31893	3	0.13592418531576791	0.16937202215194702	13	generated_token_10,generated_token_11,generated_token_12
ascii_control	greedy_no_prefix	14	21788	3	0.1554423818985621	0.2048364281654358	15	generated_token_16,generated_token_19,generated_token_20
ascii_control	greedy_no_prefix	14	23726	3	0.10334802667299907	0.13208922743797302	15	generated_token_1,generated_token_2,generated_token_9
ascii_control	greedy_no_prefix	14	29259	3	0.13627290229002634	0.15639886260032654	15	generated_token_11,generated_token_12,generated_token_13
ascii_control	greedy_no_prefix	14	20155	3	0.16205990314483643	0.1977367401123047	16	generated_token_15,generated_token_19,generated_token_7
ascii_control	greedy_no_prefix	14	320	3	0.12241724133491516	0.13570718467235565	17	generated_token_11,generated_token_12,generated_token_13
ascii_control	greedy_no_prefix	14	17771	3	0.11386901140213013	0.15525469183921814	17	generated_token_12,generated_token_3,generated_token_4
ascii_control	greedy_no_prefix	14	3869	3	0.12645207593838373	0.16166312992572784	18	generated_token_4,generated_token_5,generated_token_8
ascii_control	greedy_no_prefix	14	6533	3	0.08928056557973225	0.13218122720718384	19	generated_token_2,generated_token_6,generated_token_9
ascii_control	greedy_no_prefix	14	16374	3	0.14296044409275055	0.15663781762123108	19	generated_token_15,generated_token_16,generated_token_18
ascii_control	greedy_no_prefix	14	7699	3	0.11448607345422109	0.12780329585075378	20	generated_token_11,generated_token_12,generated_token_6
ascii_control	greedy_no_prefix	14	22941	3	0.14277937014897665	0.1800927221775055	20	generated_token_15,generated_token_16,generated_token_17
ascii_control	greedy_no_prefix	14	23789	3	0.11223851641019185	0.14636236429214478	20	generated_token_11,generated_token_12,generated_token_13
ascii_control	greedy_no_prefix	14	9298	3	0.12285357216993968	0.1456831693649292	21	final_prompt_token,generated_token_3,generated_token_8
ascii_control	greedy_no_prefix	14	30010	3	0.09157487004995346	0.13225458562374115	21	generated_token_1,generated_token_2,generated_token_9
ascii_control	greedy_no_prefix	14	9030	3	0.0988050252199173	0.1369265764951706	22	final_prompt_token,generated_token_4,generated_token_9
ascii_control	greedy_no_prefix	14	13571	3	0.10485244790712993	0.12561914324760437	23	generated_token_11,generated_token_8,generated_token_9
ascii_control	greedy_no_prefix	14	2266	3	0.1608372926712036	0.189594566822052	24	final_prompt_token,generated_token_16,generated_token_7
ascii_control	greedy_no_prefix	14	22421	3	0.12002492447694142	0.14310598373413086	24	generated_token_14,generated_token_18,generated_token_19
ascii_control	greedy_no_prefix	14	10962	3	0.1448070208231608	0.1646042764186859	28	generated_token_16,generated_token_20,generated_token_7
ascii_control	greedy_no_prefix	14	9991	3	0.10546427965164185	0.1235315352678299	30	generated_token_12,generated_token_17,generated_token_18
ascii_control	greedy_no_prefix	14	12817	3	0.11590797950824101	0.13102440536022186	32	final_prompt_token,generated_token_5,generated_token_8
ascii_control	greedy_no_prefix	14	17835	3	0.10400372743606567	0.12261444330215454	33	generated_token_18,generated_token_3,generated_token_4
ascii_control	greedy_no_prefix	14	1162	3	0.09875385463237762	0.10615380108356476	37	generated_token_10,generated_token_11,generated_token_5
ascii_control	greedy_no_prefix	14	18785	3	0.1225161999464035	0.13957080245018005	38	generated_token_15,generated_token_16,generated_token_17
ascii_control	greedy_no_prefix	14	20681	3	0.13235094646612802	0.16112598776817322	38	final_prompt_token,generated_token_18,generated_token_7
ascii_control	greedy_no_prefix	14	4620	3	0.11306506395339966	0.13678979873657227	40	final_prompt_token,generated_token_16,generated_token_6
ascii_control	greedy_no_prefix	14	23186	3	0.07163148373365402	0.08992433547973633	40	generated_token_1,generated_token_2,generated_token_9
ascii_control	greedy_no_prefix	14	3830	2	0.5257485508918762	0.5345104932785034	1	final_prompt_token,generated_token_8
ascii_control	greedy_no_prefix	14	16048	2	0.6213594526052475	0.9179853200912476	1	generated_token_15,generated_token_16
ascii_control	greedy_no_prefix	14	2260	2	0.2809123694896698	0.3424021005630493	2	generated_token_19,generated_token_20
ascii_control	greedy_no_prefix	14	4164	2	0.43555644154548645	0.4544025957584381	2	generated_token_12,generated_token_4
ascii_control	greedy_no_prefix	14	7075	2	0.34257136285305023	0.44875359535217285	2	generated_token_20,generated_token_7
ascii_control	greedy_no_prefix	14	23427	2	0.2664671912789345	0.43992406129837036	2	generated_token_1,generated_token_2
ascii_control	greedy_no_prefix	14	30735	2	0.4657047390937805	0.5191208124160767	2	generated_token_1,generated_token_9
ascii_control	greedy_no_prefix	14	14287	2	0.23663128912448883	0.3038981854915619	3	generated_token_16,generated_token_19
ascii_control	greedy_no_prefix	14	17889	2	0.329102098941803	0.44684115052223206	3	generated_token_11,generated_token_3
ascii_control	greedy_no_prefix	14	25542	2	0.41111329197883606	0.46463412046432495	3	generated_token_10,generated_token_2
ascii_control	greedy_no_prefix	14	410	2	0.3608780652284622	0.45964622497558594	4	generated_token_20,generated_token_7
ascii_control	greedy_no_prefix	14	13656	2	0.18912915512919426	0.2746913433074951	4	generated_token_8,generated_token_9
ascii_control	greedy_no_prefix	14	17561	2	0.2573246508836746	0.3082487881183624	4	generated_token_10,generated_token_2
ascii_control	greedy_no_prefix	14	22915	2	0.3517635762691498	0.3749673068523407	4	generated_token_12,generated_token_4
ascii_control	greedy_no_prefix	14	18283	2	0.21616575121879578	0.23293858766555786	5	generated_token_10,generated_token_14
ascii_control	greedy_no_prefix	14	301	2	0.18945038318634033	0.2810291051864624	6	generated_token_1,generated_token_2
ascii_control	greedy_no_prefix	14	1106	2	0.16541744023561478	0.21760714054107666	7	generated_token_13,generated_token_18
ascii_control	greedy_no_prefix	14	16090	2	0.16758227348327637	0.21131475269794464	7	generated_token_10,generated_token_5
ascii_control	greedy_no_prefix	14	995	2	0.16368043050169945	0.25971364974975586	8	generated_token_1,generated_token_9
ascii_control	greedy_no_prefix	14	237	2	0.17488039284944534	0.26838263869285583	9	generated_token_14,generated_token_64
ascii_control	greedy_no_prefix	14	1168	2	0.20520749688148499	0.20700603723526	9	final_prompt_token,generated_token_1
ascii_control	greedy_no_prefix	14	19128	2	0.15671782195568085	0.19939523935317993	9	generated_token_18,generated_token_6
ascii_control	greedy_no_prefix	14	26963	2	0.1794392168521881	0.20935583114624023	9	generated_token_12,generated_token_13
ascii_control	greedy_no_prefix	14	31927	2	0.11011707782745361	0.14030584692955017	9	generated_token_12,generated_token_9
ascii_control	greedy_no_prefix	14	13429	2	0.194022998213768	0.22495226562023163	10	generated_token_15,generated_token_7
ascii_control	greedy_no_prefix	14	7165	2	0.12080320715904236	0.15508219599723816	11	generated_token_2,generated_token_3
ascii_control	greedy_no_prefix	14	10845	2	0.17723098397254944	0.2255307137966156	11	generated_token_16,generated_token_32
ascii_control	greedy_no_prefix	14	15129	2	0.12046599388122559	0.14799652993679047	11	generated_token_10,generated_token_14
ascii_control	greedy_no_prefix	14	24560	2	0.16153989732265472	0.19911716878414154	11	generated_token_8,generated_token_96
ascii_control	greedy_no_prefix	14	30758	2	0.17545053735375404	0.22863593697547913	11	generated_token_32,generated_token_64
ascii_control	greedy_no_prefix	14	15605	2	0.1718156561255455	0.18276527523994446	12	final_prompt_token,generated_token_1
ascii_control	greedy_no_prefix	14	21483	2	0.11755986884236336	0.17539837956428528	12	generated_token_10,generated_token_2
ascii_control	greedy_no_prefix	14	32427	2	0.15042708814144135	0.18544474244117737	12	generated_token_12,generated_token_4
ascii_control	greedy_no_prefix	14	1530	2	0.151523157954216	0.17984242737293243	13	generated_token_18,generated_token_19
ascii_control	greedy_no_prefix	14	20291	2	0.17943233251571655	0.2195534110069275	13	generated_token_16,generated_token_20
ascii_control	greedy_no_prefix	14	21417	2	0.1733224093914032	0.21781112253665924	13	generated_token_12,generated_token_4
ascii_control	greedy_no_prefix	14	32300	2	0.18542519211769104	0.19033125042915344	13	final_prompt_token,generated_token_1
ascii_control	greedy_no_prefix	14	976	2	0.1722743809223175	0.18377968668937683	14	generated_token_13,generated_token_5
ascii_control	greedy_no_prefix	14	6239	2	0.12377158924937248	0.13250818848609924	14	generated_token_2,generated_token_4
ascii_control	greedy_no_prefix	14	11944	2	0.1218111403286457	0.1514493077993393	14	generated_token_17,generated_token_96
ascii_control	greedy_no_prefix	14	19600	2	0.1339467652142048	0.15351617336273193	14	generated_token_10,generated_token_11
ascii_control	greedy_no_prefix	14	512	2	0.14678260684013367	0.19804632663726807	15	generated_token_10,generated_token_64
ascii_control	greedy_no_prefix	14	515	2	0.14690304547548294	0.17683011293411255	15	generated_token_18,generated_token_19
ascii_control	greedy_no_prefix	14	4953	2	0.14550306648015976	0.17936794459819794	15	final_prompt_token,generated_token_1
ascii_control	greedy_no_prefix	14	15475	2	0.12696842849254608	0.13765305280685425	15	generated_token_10,generated_token_14
ascii_control	greedy_no_prefix	14	31854	2	0.11762964725494385	0.1651018261909485	15	generated_token_1,generated_token_9
ascii_control	greedy_no_prefix	14	13625	2	0.12710972875356674	0.18546056747436523	16	generated_token_4,generated_token_9
ascii_control	greedy_no_prefix	14	20923	2	0.09660691767930984	0.102243572473526	16	generated_token_1,generated_token_9
ascii_control	greedy_no_prefix	14	21718	2	0.16421444714069366	0.19934271275997162	16	generated_token_16,generated_token_20
ascii_control	greedy_no_prefix	14	21985	2	0.16097433865070343	0.20965929329395294	16	generated_token_5,generated_token_8
ascii_control	greedy_no_prefix	14	32087	2	0.15559806674718857	0.1635923832654953	16	generated_token_32,generated_token_64
ascii_control	greedy_no_prefix	14	3001	2	0.13254602253437042	0.16500110924243927	17	generated_token_17,generated_token_8
ascii_control	greedy_no_prefix	14	4524	2	0.14818252623081207	0.15151944756507874	17	generated_token_17,generated_token_18
ascii_control	greedy_no_prefix	14	9674	2	0.1408509761095047	0.15921978652477264	17	generated_token_11,generated_token_18
ascii_control	greedy_no_prefix	14	19386	2	0.12587738409638405	0.14076372981071472	17	generated_token_17,generated_token_96
ascii_control	greedy_no_prefix	14	5639	2	0.10517175495624542	0.14250802993774414	18	generated_token_1,generated_token_9
ascii_control	greedy_no_prefix	14	12927	2	0.13517701998353004	0.1543293297290802	19	generated_token_10,generated_token_5
ascii_control	greedy_no_prefix	14	16065	2	0.133768443018198	0.1793728768825531	19	generated_token_14,generated_token_5
ascii_control	greedy_no_prefix	14	5193	2	0.18830226361751556	0.18872487545013428	21	generated_token_20,generated_token_7
ascii_control	greedy_no_prefix	14	9771	2	0.11991191282868385	0.1396436095237732	21	generated_token_14,generated_token_64
ascii_control	greedy_no_prefix	14	13644	2	0.11992693319916725	0.12798014283180237	21	generated_token_8,generated_token_96
ascii_control	greedy_no_prefix	14	16146	2	0.07758614793419838	0.08011941611766815	21	generated_token_2,generated_token_9
ascii_control	greedy_no_prefix	14	16412	2	0.12638358026742935	0.15467554330825806	21	generated_token_17,generated_token_18
ascii_control	greedy_no_prefix	14	18609	2	0.12489110976457596	0.1279449611902237	21	generated_token_11,generated_token_12
ascii_control	greedy_no_prefix	14	19703	2	0.17375706136226654	0.21819868683815002	21	generated_token_20,generated_token_7
ascii_control	greedy_no_prefix	14	19879	2	0.13058162853121758	0.13767459988594055	21	generated_token_20,generated_token_32
ascii_control	greedy_no_prefix	14	24049	2	0.151664100587368	0.1705119013786316	21	generated_token_16,generated_token_20
ascii_control	greedy_no_prefix	14	25151	2	0.15029151737689972	0.1576482504606247	21	final_prompt_token,generated_token_16
ascii_control	greedy_no_prefix	14	6135	2	0.10155845806002617	0.10368383675813675	22	generated_token_14,generated_token_8
ascii_control	greedy_no_prefix	14	15545	2	0.11793456226587296	0.12753178179264069	22	generated_token_12,generated_token_13
ascii_control	greedy_no_prefix	14	13668	2	0.1619705930352211	0.18646317720413208	23	generated_token_19,generated_token_7
ascii_control	greedy_no_prefix	14	29619	2	0.1433737874031067	0.14393508434295654	23	generated_token_16,generated_token_8
ascii_control	greedy_no_prefix	14	32577	2	0.12676526978611946	0.1310284584760666	23	generated_token_4,generated_token_5
ascii_control	greedy_no_prefix	14	7782	2	0.10520873963832855	0.11408306658267975	24	generated_token_14,generated_token_6
ascii_control	greedy_no_prefix	14	9210	2	0.15374448895454407	0.16434425115585327	24	generated_token_15,generated_token_16
ascii_control	greedy_no_prefix	14	12667	2	0.11070413887500763	0.13142016530036926	24	generated_token_3,generated_token_32
ascii_control	greedy_no_prefix	14	17902	2	0.10980013757944107	0.13879026472568512	24	generated_token_12,generated_token_8
ascii_control	greedy_no_prefix	14	23547	2	0.10022464394569397	0.12022814154624939	24	generated_token_11,generated_token_12
ascii_control	greedy_no_prefix	14	19411	2	0.10186734795570374	0.11996625363826752	25	generated_token_11,generated_token_12
ascii_control	greedy_no_prefix	14	6642	2	0.10591552034020424	0.12062549591064453	26	generated_token_10,generated_token_5
ascii_control	greedy_no_prefix	14	9336	2	0.1517372876405716	0.1629188358783722	26	generated_token_15,generated_token_16
ascii_control	greedy_no_prefix	14	23309	2	0.09292320162057877	0.09423327445983887	26	generated_token_10,generated_token_14
ascii_control	greedy_no_prefix	14	28492	2	0.10962400585412979	0.11890792846679688	26	generated_token_10,generated_token_11
ascii_control	greedy_no_prefix	14	30950	2	0.0949297584593296	0.09666041284799576	27	generated_token_14,generated_token_3
ascii_control	greedy_no_prefix	14	5744	2	0.09987083449959755	0.12232023477554321	28	generated_token_32,generated_token_6
ascii_control	greedy_no_prefix	14	5941	2	0.11423652619123459	0.11941550672054291	28	generated_token_10,generated_token_32
ascii_control	greedy_no_prefix	14	11029	2	0.1675288900732994	0.19497273862361908	28	generated_token_15,generated_token_7
ascii_control	greedy_no_prefix	14	15869	2	0.12566974759101868	0.1694493293762207	28	generated_token_14,generated_token_64
ascii_control	greedy_no_prefix	14	16459	2	0.13742300122976303	0.14926190674304962	29	generated_token_15,generated_token_20
ascii_control	greedy_no_prefix	14	20679	2	0.07624993473291397	0.0766015499830246	29	generated_token_2,generated_token_6
ascii_control	greedy_no_prefix	14	102	2	0.1012844443321228	0.11368075013160706	30	generated_token_11,generated_token_3
ascii_control	greedy_no_prefix	14	678	2	0.12189502269029617	0.12487063556909561	30	generated_token_15,generated_token_19
ascii_control	greedy_no_prefix	14	29736	2	0.0994056984782219	0.10538490116596222	31	generated_token_11,generated_token_12
ascii_control	greedy_no_prefix	14	30905	2	0.11019624024629593	0.11238190531730652	32	generated_token_11,generated_token_3
ascii_control	greedy_no_prefix	14	830	2	0.11909758672118187	0.12328921258449554	33	generated_token_13,generated_token_15
ascii_control	greedy_no_prefix	14	4503	2	0.10355634987354279	0.10702517628669739	33	generated_token_12,generated_token_4
ascii_control	greedy_no_prefix	14	28208	2	0.13127890974283218	0.1491982638835907	33	generated_token_19,generated_token_64
ascii_control	greedy_no_prefix	14	20033	2	0.1032603308558464	0.10355409979820251	36	generated_token_17,generated_token_18
ascii_control	greedy_no_prefix	14	17184	2	0.09838702157139778	0.10816682130098343	37	generated_token_12,generated_token_13
ascii_control	greedy_no_prefix	14	24675	2	0.09626255184412003	0.09640942513942719	37	generated_token_4,generated_token_5
ascii_control	greedy_no_prefix	14	25224	2	0.1037055030465126	0.10897889733314514	37	generated_token_17,generated_token_18
