prompt_id	condition_family	position_label	token_position	token_string	feature_id	appeared_in_topk50	activation	rank	prompt_token_count
normal_hum_removed_sentence	removed_sentence_normal	final_prompt_token	88	.	2722	0	0.0		89
normal_hum_removed_sentence	removed_sentence_normal	final_prompt_token	88	.	9745	1	0.17274460196495056	35	89
normal_hum_removed_sentence	removed_sentence_normal	final_prompt_token	88	.	7108	1	0.16023597121238708	43	89
normal_hum_removed_sentence	removed_sentence_normal	final_prompt_token	88	.	31784	0	0.0		89
normal_hum_removed_sentence	removed_sentence_normal	final_prompt_token_minus_1	87	check	23977	0	0.0		89
normal_hum_removed_sentence	removed_sentence_normal	final_prompt_token_minus_1	87	check	2722	0	0.0		89
normal_hum_removed_sentence	removed_sentence_normal	final_prompt_token_minus_1	87	check	9745	0	0.0		89
normal_hum_removed_sentence	removed_sentence_normal	final_prompt_token_minus_1	87	check	7108	0	0.0		89
normal_hum_removed_sentence	removed_sentence_normal	final_prompt_token_minus_1	87	check	31784	1	0.1651216596364975	40	89
normal_hum_removed_sentence	removed_sentence_normal	final_prompt_token_minus_2	86	Just	23977	0	0.0		89
normal_hum_removed_sentence	removed_sentence_normal	final_prompt_token_minus_2	86	Just	2722	0	0.0		89
normal_hum_removed_sentence	removed_sentence_normal	final_prompt_token_minus_2	86	Just	9745	0	0.0		89
normal_hum_removed_sentence	removed_sentence_normal	final_prompt_token_minus_2	86	Just	7108	0	0.0		89
normal_hum_removed_sentence	removed_sentence_normal	final_prompt_token_minus_2	86	Just	31784	0	0.0		89
normal_hum_removed_sentence	removed_sentence_normal	final_prompt_token_minus_5	83	an	23977	0	0.0		89
normal_hum_removed_sentence	removed_sentence_normal	final_prompt_token_minus_5	83	an	2722	0	0.0		89
normal_hum_removed_sentence	removed_sentence_normal	final_prompt_token_minus_5	83	an	9745	0	0.0		89
normal_hum_removed_sentence	removed_sentence_normal	final_prompt_token_minus_5	83	an	7108	0	0.0		89
normal_hum_removed_sentence	removed_sentence_normal	final_prompt_token_minus_5	83	an	31784	0	0.0		89
normal_hum_removed_sentence	removed_sentence_normal	final_prompt_token_minus_10	78	now	23977	0	0.0		89
normal_hum_removed_sentence	removed_sentence_normal	final_prompt_token_minus_10	78	now	2722	0	0.0		89
normal_hum_removed_sentence	removed_sentence_normal	final_prompt_token_minus_10	78	now	9745	0	0.0		89
normal_hum_removed_sentence	removed_sentence_normal	final_prompt_token_minus_10	78	now	7108	0	0.0		89
normal_hum_removed_sentence	removed_sentence_normal	final_prompt_token_minus_10	78	now	31784	0	0.0		89
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token	115	.	23977	0	0.0		116
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token	115	.	2722	0	0.0		116
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token	115	.	9745	1	0.18420659005641937	34	116
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token	115	.	7108	0	0.0		116
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token	115	.	31784	1	0.18130512535572052	36	116
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token_minus_1	114	check	23977	0	0.0		116
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token_minus_1	114	check	2722	0	0.0		116
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token_minus_1	114	check	9745	0	0.0		116
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token_minus_1	114	check	7108	0	0.0		116
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token_minus_1	114	check	31784	1	0.16123133897781372	40	116
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token_minus_2	113	Just	23977	0	0.0		116
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token_minus_2	113	Just	2722	0	0.0		116
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token_minus_2	113	Just	9745	0	0.0		116
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token_minus_2	113	Just	7108	0	0.0		116
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token_minus_2	113	Just	31784	0	0.0		116
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token_minus_5	110	an	23977	0	0.0		116
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token_minus_5	110	an	2722	0	0.0		116
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token_minus_5	110	an	9745	0	0.0		116
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token_minus_5	110	an	7108	0	0.0		116
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token_minus_5	110	an	31784	1	0.14256969094276428	42	116
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token_minus_10	105	now	23977	0	0.0		116
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token_minus_10	105	now	2722	0	0.0		116
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token_minus_10	105	now	9745	0	0.0		116
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token_minus_10	105	now	7108	0	0.0		116
dstroke_hum_removed_sentence	removed_sentence_dstroke	final_prompt_token_minus_10	105	now	31784	0	0.0		116
normal_hum_paraphrase	paraphrase_normal	final_prompt_token	62	.	23977	1	0.37355178594589233	7	63
normal_hum_paraphrase	paraphrase_normal	final_prompt_token	62	.	2722	0	0.0		63
normal_hum_paraphrase	paraphrase_normal	final_prompt_token	62	.	9745	0	0.0		63
normal_hum_paraphrase	paraphrase_normal	final_prompt_token	62	.	7108	0	0.0		63
normal_hum_paraphrase	paraphrase_normal	final_prompt_token	62	.	31784	0	0.0		63
normal_hum_paraphrase	paraphrase_normal	final_prompt_token_minus_1	61	plainly	23977	0	0.0		63
normal_hum_paraphrase	paraphrase_normal	final_prompt_token_minus_1	61	plainly	2722	0	0.0		63
normal_hum_paraphrase	paraphrase_normal	final_prompt_token_minus_1	61	plainly	9745	0	0.0		63
normal_hum_paraphrase	paraphrase_normal	final_prompt_token_minus_1	61	plainly	7108	0	0.0		63
normal_hum_paraphrase	paraphrase_normal	final_prompt_token_minus_1	61	plainly	31784	0	0.0		63
normal_hum_paraphrase	paraphrase_normal	final_prompt_token_minus_2	60	Answer	23977	0	0.0		63
normal_hum_paraphrase	paraphrase_normal	final_prompt_token_minus_2	60	Answer	2722	0	0.0		63
normal_hum_paraphrase	paraphrase_normal	final_prompt_token_minus_2	60	Answer	9745	0	0.0		63
normal_hum_paraphrase	paraphrase_normal	final_prompt_token_minus_2	60	Answer	7108	0	0.0		63
normal_hum_paraphrase	paraphrase_normal	final_prompt_token_minus_2	60	Answer	31784	0	0.0		63
normal_hum_paraphrase	paraphrase_normal	final_prompt_token_minus_5	57	right	23977	0	0.0		63
normal_hum_paraphrase	paraphrase_normal	final_prompt_token_minus_5	57	right	2722	0	0.0		63
normal_hum_paraphrase	paraphrase_normal	final_prompt_token_minus_5	57	right	9745	0	0.0		63
normal_hum_paraphrase	paraphrase_normal	final_prompt_token_minus_5	57	right	7108	0	0.0		63
normal_hum_paraphrase	paraphrase_normal	final_prompt_token_minus_5	57	right	31784	0	0.0		63
normal_hum_paraphrase	paraphrase_normal	final_prompt_token_minus_10	52	that	23977	0	0.0		63
normal_hum_paraphrase	paraphrase_normal	final_prompt_token_minus_10	52	that	2722	0	0.0		63
normal_hum_paraphrase	paraphrase_normal	final_prompt_token_minus_10	52	that	9745	0	0.0		63
normal_hum_paraphrase	paraphrase_normal	final_prompt_token_minus_10	52	that	7108	0	0.0		63
normal_hum_paraphrase	paraphrase_normal	final_prompt_token_minus_10	52	that	31784	0	0.0		63
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token	83	.	23977	1	0.3193165957927704	9	84
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token	83	.	2722	0	0.0		84
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token	83	.	9745	0	0.0		84
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token	83	.	7108	0	0.0		84
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token	83	.	31784	0	0.0		84
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token_minus_1	82	plainly	23977	0	0.0		84
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token_minus_1	82	plainly	2722	0	0.0		84
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token_minus_1	82	plainly	9745	0	0.0		84
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token_minus_1	82	plainly	7108	0	0.0		84
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token_minus_1	82	plainly	31784	0	0.0		84
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token_minus_2	81	Answer	23977	0	0.0		84
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token_minus_2	81	Answer	2722	0	0.0		84
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token_minus_2	81	Answer	9745	0	0.0		84
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token_minus_2	81	Answer	7108	0	0.0		84
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token_minus_2	81	Answer	31784	0	0.0		84
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token_minus_5	78	right	23977	0	0.0		84
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token_minus_5	78	right	2722	0	0.0		84
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token_minus_5	78	right	9745	0	0.0		84
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token_minus_5	78	right	7108	0	0.0		84
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token_minus_5	78	right	31784	0	0.0		84
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token_minus_10	73	that	23977	0	0.0		84
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token_minus_10	73	that	2722	0	0.0		84
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token_minus_10	73	that	9745	0	0.0		84
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token_minus_10	73	that	7108	0	0.0		84
dstroke_hum_paraphrase	paraphrase_dstroke	final_prompt_token_minus_10	73	that	31784	0	0.0		84
normal_hum_just_check	just_check_normal	final_prompt_token	33	.	23977	1	0.21453961730003357	33	34
normal_hum_just_check	just_check_normal	final_prompt_token	33	.	2722	0	0.0		34
normal_hum_just_check	just_check_normal	final_prompt_token	33	.	9745	0	0.0		34
normal_hum_just_check	just_check_normal	final_prompt_token	33	.	7108	0	0.0		34
normal_hum_just_check	just_check_normal	final_prompt_token	33	.	31784	1	0.20075923204421997	41	34
normal_hum_just_check	just_check_normal	final_prompt_token_minus_1	32	check	23977	0	0.0		34
normal_hum_just_check	just_check_normal	final_prompt_token_minus_1	32	check	2722	0	0.0		34
normal_hum_just_check	just_check_normal	final_prompt_token_minus_1	32	check	9745	0	0.0		34
normal_hum_just_check	just_check_normal	final_prompt_token_minus_1	32	check	7108	0	0.0		34
normal_hum_just_check	just_check_normal	final_prompt_token_minus_1	32	check	31784	1	0.18867699801921844	34	34
normal_hum_just_check	just_check_normal	final_prompt_token_minus_2	31	Just	23977	0	0.0		34
normal_hum_just_check	just_check_normal	final_prompt_token_minus_2	31	Just	2722	0	0.0		34
normal_hum_just_check	just_check_normal	final_prompt_token_minus_2	31	Just	9745	0	0.0		34
normal_hum_just_check	just_check_normal	final_prompt_token_minus_2	31	Just	7108	0	0.0		34
normal_hum_just_check	just_check_normal	final_prompt_token_minus_2	31	Just	31784	0	0.0		34
normal_hum_just_check	just_check_normal	final_prompt_token_minus_5	28	right	23977	0	0.0		34
normal_hum_just_check	just_check_normal	final_prompt_token_minus_5	28	right	2722	0	0.0		34
normal_hum_just_check	just_check_normal	final_prompt_token_minus_5	28	right	9745	0	0.0		34
normal_hum_just_check	just_check_normal	final_prompt_token_minus_5	28	right	7108	0	0.0		34
normal_hum_just_check	just_check_normal	final_prompt_token_minus_5	28	right	31784	0	0.0		34
normal_hum_just_check	just_check_normal	final_prompt_token_minus_10	23	like	23977	0	0.0		34
normal_hum_just_check	just_check_normal	final_prompt_token_minus_10	23	like	2722	0	0.0		34
normal_hum_just_check	just_check_normal	final_prompt_token_minus_10	23	like	9745	0	0.0		34
normal_hum_just_check	just_check_normal	final_prompt_token_minus_10	23	like	7108	0	0.0		34
normal_hum_just_check	just_check_normal	final_prompt_token_minus_10	23	like	31784	0	0.0		34
dstroke_hum_just_check	just_check_dstroke	final_prompt_token	42	.	23977	1	0.25019487738609314	22	43
dstroke_hum_just_check	just_check_dstroke	final_prompt_token	42	.	2722	0	0.0		43
dstroke_hum_just_check	just_check_dstroke	final_prompt_token	42	.	9745	0	0.0		43
dstroke_hum_just_check	just_check_dstroke	final_prompt_token	42	.	7108	0	0.0		43
dstroke_hum_just_check	just_check_dstroke	final_prompt_token	42	.	31784	1	0.18350058794021606	43	43
dstroke_hum_just_check	just_check_dstroke	final_prompt_token_minus_1	41	check	23977	0	0.0		43
dstroke_hum_just_check	just_check_dstroke	final_prompt_token_minus_1	41	check	2722	0	0.0		43
dstroke_hum_just_check	just_check_dstroke	final_prompt_token_minus_1	41	check	9745	0	0.0		43
dstroke_hum_just_check	just_check_dstroke	final_prompt_token_minus_1	41	check	7108	0	0.0		43
dstroke_hum_just_check	just_check_dstroke	final_prompt_token_minus_1	41	check	31784	1	0.18868324160575867	37	43
dstroke_hum_just_check	just_check_dstroke	final_prompt_token_minus_2	40	Just	23977	0	0.0		43
dstroke_hum_just_check	just_check_dstroke	final_prompt_token_minus_2	40	Just	2722	0	0.0		43
dstroke_hum_just_check	just_check_dstroke	final_prompt_token_minus_2	40	Just	9745	0	0.0		43
dstroke_hum_just_check	just_check_dstroke	final_prompt_token_minus_2	40	Just	7108	0	0.0		43
dstroke_hum_just_check	just_check_dstroke	final_prompt_token_minus_2	40	Just	31784	0	0.0		43
dstroke_hum_just_check	just_check_dstroke	final_prompt_token_minus_5	37	right	23977	0	0.0		43
dstroke_hum_just_check	just_check_dstroke	final_prompt_token_minus_5	37	right	2722	0	0.0		43
dstroke_hum_just_check	just_check_dstroke	final_prompt_token_minus_5	37	right	9745	0	0.0		43
dstroke_hum_just_check	just_check_dstroke	final_prompt_token_minus_5	37	right	7108	0	0.0		43
dstroke_hum_just_check	just_check_dstroke	final_prompt_token_minus_5	37	right	31784	0	0.0		43
dstroke_hum_just_check	just_check_dstroke	final_prompt_token_minus_10	32	like	23977	0	0.0		43
dstroke_hum_just_check	just_check_dstroke	final_prompt_token_minus_10	32	like	2722	0	0.0		43
dstroke_hum_just_check	just_check_dstroke	final_prompt_token_minus_10	32	like	9745	0	0.0		43
dstroke_hum_just_check	just_check_dstroke	final_prompt_token_minus_10	32	like	7108	0	0.0		43
dstroke_hum_just_check	just_check_dstroke	final_prompt_token_minus_10	32	like	31784	0	0.0		43
normal_hum_yes_no	yes_no_normal	final_prompt_token	88	.	23977	1	0.31814083456993103	11	89
normal_hum_yes_no	yes_no_normal	final_prompt_token	88	.	2722	0	0.0		89
normal_hum_yes_no	yes_no_normal	final_prompt_token	88	.	9745	0	0.0		89
normal_hum_yes_no	yes_no_normal	final_prompt_token	88	.	7108	0	0.0		89
normal_hum_yes_no	yes_no_normal	final_prompt_token	88	.	31784	0	0.0		89
normal_hum_yes_no	yes_no_normal	final_prompt_token_minus_1	87	no	23977	0	0.0		89
normal_hum_yes_no	yes_no_normal	final_prompt_token_minus_1	87	no	2722	0	0.0		89
normal_hum_yes_no	yes_no_normal	final_prompt_token_minus_1	87	no	9745	0	0.0		89
normal_hum_yes_no	yes_no_normal	final_prompt_token_minus_1	87	no	7108	0	0.0		89
normal_hum_yes_no	yes_no_normal	final_prompt_token_minus_1	87	no	31784	0	0.0		89
normal_hum_yes_no	yes_no_normal	final_prompt_token_minus_2	86	or	23977	0	0.0		89
normal_hum_yes_no	yes_no_normal	final_prompt_token_minus_2	86	or	2722	0	0.0		89
normal_hum_yes_no	yes_no_normal	final_prompt_token_minus_2	86	or	9745	0	0.0		89
normal_hum_yes_no	yes_no_normal	final_prompt_token_minus_2	86	or	7108	0	0.0		89
normal_hum_yes_no	yes_no_normal	final_prompt_token_minus_2	86	or	31784	0	0.0		89
normal_hum_yes_no	yes_no_normal	final_prompt_token_minus_5	83	?	23977	1	0.4663303792476654	5	89
normal_hum_yes_no	yes_no_normal	final_prompt_token_minus_5	83	?	2722	0	0.0		89
normal_hum_yes_no	yes_no_normal	final_prompt_token_minus_5	83	?	9745	0	0.0		89
normal_hum_yes_no	yes_no_normal	final_prompt_token_minus_5	83	?	7108	0	0.0		89
normal_hum_yes_no	yes_no_normal	final_prompt_token_minus_5	83	?	31784	0	0.0		89
normal_hum_yes_no	yes_no_normal	final_prompt_token_minus_10	78	in	23977	0	0.0		89
normal_hum_yes_no	yes_no_normal	final_prompt_token_minus_10	78	in	2722	0	0.0		89
normal_hum_yes_no	yes_no_normal	final_prompt_token_minus_10	78	in	9745	0	0.0		89
normal_hum_yes_no	yes_no_normal	final_prompt_token_minus_10	78	in	7108	0	0.0		89
normal_hum_yes_no	yes_no_normal	final_prompt_token_minus_10	78	in	31784	0	0.0		89
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token	119	.	23977	1	0.312948614358902	11	120
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token	119	.	2722	0	0.0		120
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token	119	.	9745	0	0.0		120
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token	119	.	7108	0	0.0		120
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token	119	.	31784	0	0.0		120
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token_minus_1	118	no	23977	0	0.0		120
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token_minus_1	118	no	2722	0	0.0		120
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token_minus_1	118	no	9745	0	0.0		120
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token_minus_1	118	no	7108	0	0.0		120
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token_minus_1	118	no	31784	0	0.0		120
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token_minus_2	117	or	23977	0	0.0		120
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token_minus_2	117	or	2722	0	0.0		120
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token_minus_2	117	or	9745	0	0.0		120
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token_minus_2	117	or	7108	0	0.0		120
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token_minus_2	117	or	31784	0	0.0		120
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token_minus_5	114	?	23977	1	0.4242500960826874	4	120
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token_minus_5	114	?	2722	0	0.0		120
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token_minus_5	114	?	9745	0	0.0		120
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token_minus_5	114	?	7108	0	0.0		120
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token_minus_5	114	?	31784	0	0.0		120
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token_minus_10	109	in	23977	0	0.0		120
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token_minus_10	109	in	2722	0	0.0		120
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token_minus_10	109	in	9745	0	0.0		120
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token_minus_10	109	in	7108	0	0.0		120
dstroke_hum_yes_no	yes_no_dstroke	final_prompt_token_minus_10	109	in	31784	0	0.0		120
