family	variant	layer	position_label	residual_l2_vs_ascii	residual_cosine_distance_vs_ascii	sae_topk_jaccard_distance_vs_ascii
hum_processing	light_global_mixed	26	generated_token_1	2.4544451236724854	0.13126558444027414	0.5074626865671642
hum_processing	light_global_mixed	26	generated_token_8	3.5323495864868164	0.18300873152987407	0.7654320987654322
hum_processing	light_global_mixed	26	generated_token_16	3.9467287063598633	0.20268544628675833	0.8372093023255813
hum_processing	light_global_mixed	26	generated_token_32	5.5767927169799805	0.3686039637354287	0.9010989010989011
hum_processing	light_global_mixed	26	generated_token_64	5.309019088745117	0.27487618466973973	0.8505747126436781
hum_processing	light_high_impact_mixed	14	final_prompt_token	1.4266998767852783	0.06434945485630683	0.46153846153846156
hum_processing	light_high_impact_mixed	14	generated_token_1	1.6808191537857056	0.1865180544087014	0.6842105263157895
hum_processing	light_high_impact_mixed	14	generated_token_8	2.007842540740967	0.17015658203948714	0.8372093023255813
hum_processing	light_high_impact_mixed	14	generated_token_16	3.425163984298706	0.4205586533871509	0.9361702127659575
hum_processing	light_high_impact_mixed	14	generated_token_32	2.824467658996582	0.3547349176565412	0.8888888888888888
hum_processing	light_high_impact_mixed	14	generated_token_64	3.633781909942627	0.3807344526701736	0.9473684210526316
hum_processing	light_high_impact_mixed	15	final_prompt_token	1.484870433807373	0.1103011778955767	0.5915492957746479
hum_processing	light_high_impact_mixed	15	generated_token_1	1.8429360389709473	0.2629316937170366	0.6842105263157895
hum_processing	light_high_impact_mixed	15	generated_token_8	2.0676348209381104	0.2507844191320189	0.8235294117647058
hum_processing	light_high_impact_mixed	15	generated_token_16	3.52343487739563	0.4708395564146769	0.9247311827956989
hum_processing	light_high_impact_mixed	15	generated_token_32	2.916965961456299	0.39075999059769817	0.9361702127659575
hum_processing	light_high_impact_mixed	15	generated_token_64	3.725126266479492	0.46057664150371314	0.9690721649484536
hum_processing	light_high_impact_mixed	16	final_prompt_token	1.4807935953140259	0.12000821465554778	0.6301369863013699
hum_processing	light_high_impact_mixed	16	generated_token_1	1.9704067707061768	0.2604474177659767	0.75
hum_processing	light_high_impact_mixed	16	generated_token_8	2.195965051651001	0.2605348336447364	0.8095238095238095
hum_processing	light_high_impact_mixed	16	generated_token_16	3.6159310340881348	0.4169812194768776	0.9130434782608696
hum_processing	light_high_impact_mixed	16	generated_token_32	3.028573751449585	0.3620501857770476	0.9010989010989011
hum_processing	light_high_impact_mixed	16	generated_token_64	3.8196098804473877	0.4566739305977633	0.9247311827956989
hum_processing	light_high_impact_mixed	24	final_prompt_token	1.82331383228302	0.08636251921280824	0.5074626865671642
hum_processing	light_high_impact_mixed	24	generated_token_1	2.400127649307251	0.17593130136390922	0.7012987012987013
hum_processing	light_high_impact_mixed	24	generated_token_8	3.3637948036193848	0.25269267238860593	0.8372093023255813
hum_processing	light_high_impact_mixed	24	generated_token_16	5.006654739379883	0.3982236518822525	0.9247311827956989
hum_processing	light_high_impact_mixed	24	generated_token_32	4.486087799072266	0.36842880508610765	0.9247311827956989
hum_processing	light_high_impact_mixed	24	generated_token_64	5.419748306274414	0.3767868024786126	0.9247311827956989
hum_processing	light_high_impact_mixed	25	final_prompt_token	1.8878676891326904	0.0826510339505363	0.5294117647058824
hum_processing	light_high_impact_mixed	25	generated_token_1	2.4502947330474854	0.16181019607800462	0.5714285714285714
hum_processing	light_high_impact_mixed	25	generated_token_8	3.559248685836792	0.26298139059538306	0.8372093023255813
hum_processing	light_high_impact_mixed	25	generated_token_16	5.3500237464904785	0.42855168631756546	0.9361702127659575
hum_processing	light_high_impact_mixed	25	generated_token_32	4.748286247253418	0.3689867818774136	0.9130434782608696
hum_processing	light_high_impact_mixed	25	generated_token_64	5.615013122558594	0.3782484988019734	0.8888888888888888
hum_processing	light_high_impact_mixed	26	final_prompt_token	1.9889500141143799	0.06896059073438388	0.4375
hum_processing	light_high_impact_mixed	26	generated_token_1	2.4464783668518066	0.1281588502027442	0.5294117647058824
hum_processing	light_high_impact_mixed	26	generated_token_8	3.6526787281036377	0.2284378677460781	0.7654320987654322
hum_processing	light_high_impact_mixed	26	generated_token_16	5.30989933013916	0.35568606369941425	0.8888888888888888
hum_processing	light_high_impact_mixed	26	generated_token_32	4.776348114013672	0.34245219644263514	0.9247311827956989
hum_processing	light_high_impact_mixed	26	generated_token_64	5.665332317352295	0.29824429250979156	0.9361702127659575
hum_processing	dcedilla_shuffled_light	14	final_prompt_token	1.667385458946228	0.08962242916762553	0.5714285714285714
hum_processing	dcedilla_shuffled_light	14	generated_token_1	1.596153736114502	0.1496596183788108	0.6666666666666667
hum_processing	dcedilla_shuffled_light	14	generated_token_8	0.6138918399810791	0.013594566834075339	0.33333333333333337
hum_processing	dcedilla_shuffled_light	14	generated_token_16	3.4021782875061035	0.4120130354879129	0.9130434782608696
hum_processing	dcedilla_shuffled_light	14	generated_token_32	3.928983211517334	0.465149122631739	0.9690721649484536
hum_processing	dcedilla_shuffled_light	14	generated_token_64	4.222927570343018	0.5710208739769898	1.0
hum_processing	dcedilla_shuffled_light	15	final_prompt_token	1.7155780792236328	0.1510988873136705	0.6486486486486487
hum_processing	dcedilla_shuffled_light	15	generated_token_1	1.6893279552459717	0.20425488541026227	0.6301369863013699
hum_processing	dcedilla_shuffled_light	15	generated_token_8	0.688437283039093	0.02607570629115097	0.2142857142857143
hum_processing	dcedilla_shuffled_light	15	generated_token_16	3.502279281616211	0.45541403002151204	0.9130434782608696
hum_processing	dcedilla_shuffled_light	15	generated_token_32	3.9424798488616943	0.5538300171124362	0.9473684210526316
hum_processing	dcedilla_shuffled_light	15	generated_token_64	4.375138282775879	0.6348961786935037	0.9795918367346939
hum_processing	dcedilla_shuffled_light	16	final_prompt_token	1.728377103805542	0.1669756000630327	0.7341772151898734
hum_processing	dcedilla_shuffled_light	16	generated_token_1	1.819889783859253	0.2089373259677847	0.6842105263157895
hum_processing	dcedilla_shuffled_light	16	generated_token_8	0.7750617861747742	0.029915852034974377	0.3870967741935484
hum_processing	dcedilla_shuffled_light	16	generated_token_16	3.6150593757629395	0.3998897435243455	0.8764044943820225
hum_processing	dcedilla_shuffled_light	16	generated_token_32	4.00547456741333	0.5530415586334769	0.9473684210526316
hum_processing	dcedilla_shuffled_light	16	generated_token_64	4.477540016174316	0.6317610415920827	0.98989898989899
hum_processing	dcedilla_shuffled_light	24	final_prompt_token	2.2166712284088135	0.1305176367497457	0.6842105263157895
hum_processing	dcedilla_shuffled_light	24	generated_token_1	2.475731134414673	0.16789011538629062	0.6842105263157895
hum_processing	dcedilla_shuffled_light	24	generated_token_8	1.296227216720581	0.033892962215208655	0.360655737704918
hum_processing	dcedilla_shuffled_light	24	generated_token_16	4.87856388092041	0.37929623254521505	0.9247311827956989
hum_processing	dcedilla_shuffled_light	24	generated_token_32	5.918084621429443	0.5030214606809549	0.9583333333333334
hum_processing	dcedilla_shuffled_light	24	generated_token_64	6.669010639190674	0.5569718597471858	0.98989898989899
hum_processing	dcedilla_shuffled_light	25	final_prompt_token	2.321993112564087	0.12761332822805826	0.7012987012987013
hum_processing	dcedilla_shuffled_light	25	generated_token_1	2.5584030151367188	0.16005304986888758	0.6111111111111112
hum_processing	dcedilla_shuffled_light	25	generated_token_8	1.3838353157043457	0.036220211666881386	0.46153846153846156
hum_processing	dcedilla_shuffled_light	25	generated_token_16	5.17730712890625	0.3960146205282784	0.8764044943820225
hum_processing	dcedilla_shuffled_light	25	generated_token_32	6.0960564613342285	0.4958560309240312	0.9473684210526316
hum_processing	dcedilla_shuffled_light	25	generated_token_64	6.913871765136719	0.5690248937746494	0.9583333333333334
hum_processing	dcedilla_shuffled_light	26	final_prompt_token	2.5038869380950928	0.11244132353891523	0.6666666666666667
hum_processing	dcedilla_shuffled_light	26	generated_token_1	2.485790967941284	0.1234734846090374	0.5074626865671642
hum_processing	dcedilla_shuffled_light	26	generated_token_8	1.5638095140457153	0.035557857978362306	0.4375
hum_processing	dcedilla_shuffled_light	26	generated_token_16	5.166449069976807	0.3395529128569743	0.8636363636363636
hum_processing	dcedilla_shuffled_light	26	generated_token_32	6.312633514404297	0.38918653052061825	0.9583333333333334
hum_processing	dcedilla_shuffled_light	26	generated_token_64	7.040358066558838	0.42080133121263485	0.9583333333333334
hum_processing	dcedilla_high_impact	14	final_prompt_token	0.7301534414291382	0.01650109973924241	0.2142857142857143
hum_processing	dcedilla_high_impact	14	generated_token_1	1.479752540588379	0.13710407184384155	0.5507246376811594
hum_processing	dcedilla_high_impact	14	generated_token_8	1.1437137126922607	0.04987662792394243	0.5915492957746479
hum_processing	dcedilla_high_impact	14	generated_token_16	3.3065271377563477	0.377677370731452	0.9690721649484536
hum_processing	dcedilla_high_impact	14	generated_token_32	3.624537944793701	0.4555628933424004	0.9361702127659575
hum_processing	dcedilla_high_impact	14	generated_token_64	4.122811794281006	0.6650658987374558	1.0
hum_processing	dcedilla_high_impact	15	final_prompt_token	0.7810046672821045	0.029197385168140966	0.30508474576271183
hum_processing	dcedilla_high_impact	15	generated_token_1	1.6340131759643555	0.19644148670239003	0.6111111111111112
hum_processing	dcedilla_high_impact	15	generated_token_8	1.1283515691757202	0.07140550411777946	0.6301369863013699
hum_processing	dcedilla_high_impact	15	generated_token_16	3.346250295639038	0.4572883876635312	0.9583333333333334
hum_processing	dcedilla_high_impact	15	generated_token_32	3.7764060497283936	0.5339877086480869	0.9473684210526316
hum_processing	dcedilla_high_impact	15	generated_token_64	4.115614891052246	0.683078487340163	0.98989898989899
hum_processing	dcedilla_high_impact	16	final_prompt_token	0.7684066891670227	0.030943525477307054	0.3870967741935484
hum_processing	dcedilla_high_impact	16	generated_token_1	1.7544641494750977	0.20003629781777243	0.6666666666666667
hum_processing	dcedilla_high_impact	16	generated_token_8	1.2452234029769897	0.07888023681334988	0.5507246376811594
hum_processing	dcedilla_high_impact	16	generated_token_16	3.588848829269409	0.4905528347044297	0.9247311827956989
hum_processing	dcedilla_high_impact	16	generated_token_32	3.885075807571411	0.5459469905959494	0.9473684210526316
hum_processing	dcedilla_high_impact	16	generated_token_64	4.173833847045898	0.6214034550564556	0.98989898989899
hum_processing	dcedilla_high_impact	24	final_prompt_token	0.9815325736999512	0.023531777555930167	0.33333333333333337
hum_processing	dcedilla_high_impact	24	generated_token_1	2.265305280685425	0.14915197281959125	0.6486486486486487
hum_processing	dcedilla_high_impact	24	generated_token_8	1.6782289743423462	0.05817911890315264	0.46153846153846156
hum_processing	dcedilla_high_impact	24	generated_token_16	5.356732368469238	0.44833131945533977	0.9473684210526316
hum_processing	dcedilla_high_impact	24	generated_token_32	5.994033336639404	0.491692120013432	0.9583333333333334
hum_processing	dcedilla_high_impact	24	generated_token_64	6.336644172668457	0.6375637553138276	1.0
hum_processing	dcedilla_high_impact	25	final_prompt_token	1.0535070896148682	0.024392935593564258	0.27586206896551724
hum_processing	dcedilla_high_impact	25	generated_token_1	2.3436388969421387	0.13934441996897018	0.5714285714285714
hum_processing	dcedilla_high_impact	25	generated_token_8	1.7529107332229614	0.059078441118301406	0.4375
hum_processing	dcedilla_high_impact	25	generated_token_16	5.660831451416016	0.4692569705188451	0.9130434782608696
hum_processing	dcedilla_high_impact	25	generated_token_32	6.3266191482543945	0.5201397972703043	0.9690721649484536
hum_processing	dcedilla_high_impact	25	generated_token_64	6.484248161315918	0.6302556616315284	0.9795918367346939
hum_processing	dcedilla_high_impact	26	final_prompt_token	1.1122363805770874	0.020499260802307906	0.30508474576271183
hum_processing	dcedilla_high_impact	26	generated_token_1	2.27521014213562	0.10686967994918306	0.5074626865671642
hum_processing	dcedilla_high_impact	26	generated_token_8	1.803737998008728	0.051214173377611916	0.4126984126984127
hum_processing	dcedilla_high_impact	26	generated_token_16	5.655892372131348	0.3692714350916185	0.9130434782608696
hum_processing	dcedilla_high_impact	26	generated_token_32	6.400833606719971	0.4166891899556511	0.9690721649484536
hum_processing	dcedilla_high_impact	26	generated_token_64	6.7884955406188965	0.5249070423121799	0.98989898989899
hum_processing	dense_global_mixed	14	final_prompt_token	2.691484212875366	0.2593025795759579	0.8235294117647058
hum_processing	dense_global_mixed	14	generated_token_1	2.245467185974121	0.3421464980273834	0.7951807228915663
hum_processing	dense_global_mixed	14	generated_token_8	2.2755634784698486	0.22410273676276993	0.9010989010989011
hum_processing	dense_global_mixed	14	generated_token_16	2.8346900939941406	0.39433182824632695	0.9690721649484536
hum_processing	dense_global_mixed	14	generated_token_32	3.6501832008361816	0.5066709735920256	0.9690721649484536
hum_processing	dense_global_mixed	14	generated_token_64	4.370561599731445	0.5987626919298876	1.0
hum_processing	dense_global_mixed	15	final_prompt_token	2.592440366744995	0.3688991470879609	0.8235294117647058
hum_processing	dense_global_mixed	15	generated_token_1	2.3453800678253174	0.4428364825401515	0.8372093023255813
hum_processing	dense_global_mixed	15	generated_token_8	2.321077585220337	0.32794499694600265	0.9010989010989011
hum_processing	dense_global_mixed	15	generated_token_16	3.041062593460083	0.45886704630692166	0.9690721649484536
hum_processing	dense_global_mixed	15	generated_token_32	3.7674152851104736	0.5730584720887406	0.9795918367346939
hum_processing	dense_global_mixed	15	generated_token_64	4.483283519744873	0.6745006290684932	0.98989898989899
hum_processing	dense_global_mixed	16	final_prompt_token	2.52112078666687	0.35868643973498426	0.7951807228915663
hum_processing	dense_global_mixed	16	generated_token_1	2.411360025405884	0.3970942302549665	0.7951807228915663
hum_processing	dense_global_mixed	16	generated_token_8	2.4747700691223145	0.3313844629433862	0.8764044943820225
hum_processing	dense_global_mixed	16	generated_token_16	3.1725308895111084	0.3807053335953252	0.9247311827956989
hum_processing	dense_global_mixed	16	generated_token_32	3.8911657333374023	0.5330093895832262	0.98989898989899
hum_processing	dense_global_mixed	16	generated_token_64	4.632107734680176	0.6575083411697675	1.0
hum_processing	dense_global_mixed	24	final_prompt_token	3.043839454650879	0.2624907267954645	0.7951807228915663
hum_processing	dense_global_mixed	24	generated_token_1	2.4428603649139404	0.20407095642562256	0.717948717948718
hum_processing	dense_global_mixed	24	generated_token_8	3.663459062576294	0.3042589053906487	0.8636363636363636
hum_processing	dense_global_mixed	24	generated_token_16	4.6930999755859375	0.3936511046874497	0.9473684210526316
hum_processing	dense_global_mixed	24	generated_token_32	5.5796403884887695	0.5222924777323632	0.9690721649484536
hum_processing	dense_global_mixed	24	generated_token_64	6.934600830078125	0.6154872521013515	0.98989898989899
hum_processing	dense_global_mixed	25	final_prompt_token	3.1491456031799316	0.24941233040061606	0.8095238095238095
hum_processing	dense_global_mixed	25	generated_token_1	2.539418935775757	0.1893708237007813	0.6842105263157895
hum_processing	dense_global_mixed	25	generated_token_8	3.830847978591919	0.3083623109249646	0.8888888888888888
hum_processing	dense_global_mixed	25	generated_token_16	4.982162952423096	0.4044821392122454	0.9247311827956989
hum_processing	dense_global_mixed	25	generated_token_32	5.805366516113281	0.5181777823299025	0.9583333333333334
hum_processing	dense_global_mixed	25	generated_token_64	7.120728969573975	0.6360283969975375	0.9795918367346939
hum_processing	dense_global_mixed	26	final_prompt_token	3.3086631298065186	0.2056638654142361	0.7654320987654322
hum_processing	dense_global_mixed	26	generated_token_1	2.563244104385376	0.15402521264691693	0.6486486486486487
hum_processing	dense_global_mixed	26	generated_token_8	3.8932759761810303	0.26454673361140624	0.7951807228915663
hum_processing	dense_global_mixed	26	generated_token_16	5.137195110321045	0.3483067618995429	0.9583333333333334
hum_processing	dense_global_mixed	26	generated_token_32	5.797063827514648	0.46588085592002304	0.9690721649484536
hum_processing	dense_global_mixed	26	generated_token_64	7.250147819519043	0.49062462208438284	0.9690721649484536
hum_processing	dense_dcedilla_all	14	final_prompt_token	1.3880528211593628	0.060933456083105186	0.48484848484848486
hum_processing	dense_dcedilla_all	14	generated_token_1	1.729838252067566	0.18919752311636195	0.6301369863013699
hum_processing	dense_dcedilla_all	14	generated_token_8	1.562025785446167	0.0987260165634053	0.6842105263157895
hum_processing	dense_dcedilla_all	14	generated_token_16	3.320444107055664	0.3656057885636578	0.9583333333333334
hum_processing	dense_dcedilla_all	14	generated_token_32	3.635894298553467	0.45671846994829857	0.9361702127659575
hum_processing	dense_dcedilla_all	14	generated_token_64	4.040259838104248	0.5600059698016038	1.0
hum_processing	dense_dcedilla_all	15	final_prompt_token	1.4278393983840942	0.10124152915062778	0.5915492957746479
hum_processing	dense_dcedilla_all	15	generated_token_1	1.8615615367889404	0.2565140353690111	0.6486486486486487
hum_processing	dense_dcedilla_all	15	generated_token_8	1.598496437072754	0.14467921535405892	0.7804878048780488
hum_processing	dense_dcedilla_all	15	generated_token_16	3.371394157409668	0.45888179310236654	0.9583333333333334
hum_processing	dense_dcedilla_all	15	generated_token_32	3.7862236499786377	0.5346169150381717	0.9473684210526316
hum_processing	dense_dcedilla_all	15	generated_token_64	4.035091400146484	0.5868802930226711	0.98989898989899
hum_processing	dense_dcedilla_all	16	final_prompt_token	1.442755937576294	0.11406460025779064	0.6666666666666667
hum_processing	dense_dcedilla_all	16	generated_token_1	1.9873650074005127	0.25912226046636666	0.75
hum_processing	dense_dcedilla_all	16	generated_token_8	1.7506744861602783	0.15594919450125944	0.7341772151898734
hum_processing	dense_dcedilla_all	16	generated_token_16	3.6124398708343506	0.49171012022557203	0.9361702127659575
hum_processing	dense_dcedilla_all	16	generated_token_32	3.8741183280944824	0.54541693372182	0.9583333333333334
hum_processing	dense_dcedilla_all	16	generated_token_64	4.1393256187438965	0.5522211043796401	0.98989898989899
hum_processing	dense_dcedilla_all	24	final_prompt_token	1.88442862033844	0.09158705216515628	0.5915492957746479
hum_processing	dense_dcedilla_all	24	generated_token_1	2.378347396850586	0.1697462186235873	0.6666666666666667
hum_processing	dense_dcedilla_all	24	generated_token_8	2.70440673828125	0.15580028641794286	0.7341772151898734
hum_processing	dense_dcedilla_all	24	generated_token_16	5.305356025695801	0.4440468397828583	0.9473684210526316
hum_processing	dense_dcedilla_all	24	generated_token_32	6.000073432922363	0.49394733698500204	0.9583333333333334
hum_processing	dense_dcedilla_all	24	generated_token_64	6.317416191101074	0.5289388995924942	0.9795918367346939
hum_processing	dense_dcedilla_all	25	final_prompt_token	1.993545413017273	0.0920557139038628	0.5507246376811594
hum_processing	dense_dcedilla_all	25	generated_token_1	2.421901226043701	0.15563764628457122	0.5915492957746479
hum_processing	dense_dcedilla_all	25	generated_token_8	2.8757851123809814	0.1632143749961783	0.7012987012987013
hum_processing	dense_dcedilla_all	25	generated_token_16	5.631640434265137	0.4713458485250598	0.9247311827956989
hum_processing	dense_dcedilla_all	25	generated_token_32	6.347559928894043	0.523840332307561	0.9690721649484536
hum_processing	dense_dcedilla_all	25	generated_token_64	6.563222408294678	0.5375917588135523	0.9247311827956989
hum_processing	dense_dcedilla_all	26	final_prompt_token	2.1075398921966553	0.07702618347685908	0.5507246376811594
hum_processing	dense_dcedilla_all	26	generated_token_1	2.3776605129241943	0.12119469819236162	0.48484848484848486
hum_processing	dense_dcedilla_all	26	generated_token_8	2.9561760425567627	0.14390582727362733	0.6301369863013699
hum_processing	dense_dcedilla_all	26	generated_token_16	5.641196250915527	0.36682813701111183	0.9130434782608696
hum_processing	dense_dcedilla_all	26	generated_token_32	6.423424243927002	0.4155181963029855	0.9690721649484536
hum_processing	dense_dcedilla_all	26	generated_token_64	6.669752597808838	0.4219318836326972	0.9361702127659575
hum_processing	token_count_matched_ascii_noise	14	final_prompt_token	1.2425965070724487	0.04934261137201468	0.5714285714285714
hum_processing	token_count_matched_ascii_noise	14	generated_token_1	1.5506467819213867	0.16232439288510636	0.6486486486486487
hum_processing	token_count_matched_ascii_noise	14	generated_token_8	1.7404942512512207	0.11688996341000724	0.7804878048780488
hum_processing	token_count_matched_ascii_noise	14	generated_token_16	2.028000593185425	0.19829331721683519	0.8888888888888888
hum_processing	token_count_matched_ascii_noise	14	generated_token_32	3.6315841674804688	0.45822188749057935	0.9583333333333334
hum_processing	token_count_matched_ascii_noise	14	generated_token_64	3.4586567878723145	0.43510922933287965	1.0
hum_processing	token_count_matched_ascii_noise	15	final_prompt_token	1.3394765853881836	0.08752689611571063	0.6111111111111112
hum_processing	token_count_matched_ascii_noise	15	generated_token_1	1.706002950668335	0.23192454148400332	0.6301369863013699
hum_processing	token_count_matched_ascii_noise	15	generated_token_8	1.8336788415908813	0.2021017024867965	0.7951807228915663
hum_processing	token_count_matched_ascii_noise	15	generated_token_16	2.2298743724823	0.25763797791519927	0.8235294117647058
hum_processing	token_count_matched_ascii_noise	15	generated_token_32	3.717209815979004	0.5299897159531934	0.9473684210526316
hum_processing	token_count_matched_ascii_noise	15	generated_token_64	3.5523436069488525	0.4984495866672778	0.9795918367346939
hum_processing	token_count_matched_ascii_noise	16	final_prompt_token	1.3588390350341797	0.0957530201155663	0.6486486486486487
hum_processing	token_count_matched_ascii_noise	16	generated_token_1	1.7902354001998901	0.21943348303270493	0.6486486486486487
hum_processing	token_count_matched_ascii_noise	16	generated_token_8	1.9381271600723267	0.20249264893577434	0.75
hum_processing	token_count_matched_ascii_noise	16	generated_token_16	2.3033721446990967	0.22564463985691563	0.8235294117647058
hum_processing	token_count_matched_ascii_noise	16	generated_token_32	3.8632140159606934	0.5523123778286403	0.9583333333333334
hum_processing	token_count_matched_ascii_noise	16	generated_token_64	3.6818110942840576	0.49729545011943677	0.9795918367346939
hum_processing	token_count_matched_ascii_noise	24	final_prompt_token	1.903218388557434	0.09220436805965138	0.6301369863013699
hum_processing	token_count_matched_ascii_noise	24	generated_token_1	2.2216670513153076	0.15445810746773891	0.6301369863013699
hum_processing	token_count_matched_ascii_noise	24	generated_token_8	3.3006629943847656	0.24226048173966552	0.7951807228915663
hum_processing	token_count_matched_ascii_noise	24	generated_token_16	3.382310628890991	0.2408735864009448	0.8888888888888888
hum_processing	token_count_matched_ascii_noise	24	generated_token_32	5.890383243560791	0.4810097699792868	0.9690721649484536
hum_processing	token_count_matched_ascii_noise	24	generated_token_64	5.716352462768555	0.5183613297309393	0.9795918367346939
hum_processing	token_count_matched_ascii_noise	25	final_prompt_token	1.943340539932251	0.08678421931529234	0.6111111111111112
hum_processing	token_count_matched_ascii_noise	25	generated_token_1	2.2481276988983154	0.139185572056705	0.5714285714285714
hum_processing	token_count_matched_ascii_noise	25	generated_token_8	3.5432956218719482	0.2599609552251858	0.8235294117647058
hum_processing	token_count_matched_ascii_noise	25	generated_token_16	3.6968867778778076	0.25760229811121116	0.8505747126436781
hum_processing	token_count_matched_ascii_noise	25	generated_token_32	6.20564079284668	0.5135962219998282	0.9690721649484536
hum_processing	token_count_matched_ascii_noise	25	generated_token_64	5.975796699523926	0.5409691095450898	0.9795918367346939
hum_processing	token_count_matched_ascii_noise	26	final_prompt_token	2.0493364334106445	0.07378576772365453	0.4375
hum_processing	token_count_matched_ascii_noise	26	generated_token_1	2.2867870330810547	0.11240734711894684	0.5507246376811594
hum_processing	token_count_matched_ascii_noise	26	generated_token_8	3.5705459117889404	0.21138702038460766	0.7804878048780488
hum_processing	token_count_matched_ascii_noise	26	generated_token_16	3.69468355178833	0.23244002638427042	0.8505747126436781
hum_processing	token_count_matched_ascii_noise	26	generated_token_32	6.259253978729248	0.4088729562254293	0.9690721649484536
hum_processing	token_count_matched_ascii_noise	26	generated_token_64	6.344752788543701	0.4483134637541798	0.9690721649484536
hum_processing	visual_ascii_control	14	final_prompt_token	2.381277084350586	0.19601177669451675	0.75
hum_processing	visual_ascii_control	14	generated_token_1	1.7002462148666382	0.1808770296738209	0.6301369863013699
hum_processing	visual_ascii_control	14	generated_token_8	1.3436646461486816	0.07231362135477748	0.6666666666666667
hum_processing	visual_ascii_control	14	generated_token_16	3.566019058227539	0.40102887381927177	0.9361702127659575
hum_processing	visual_ascii_control	14	generated_token_32	3.1850967407226562	0.43156449884148784	0.9361702127659575
hum_processing	visual_ascii_control	14	generated_token_64	4.0095438957214355	0.4327642162148372	0.9361702127659575
hum_processing	visual_ascii_control	15	final_prompt_token	2.3235487937927246	0.29218772341284116	0.7654320987654322
hum_processing	visual_ascii_control	15	generated_token_1	1.7731876373291016	0.22578367268618382	0.5915492957746479
hum_processing	visual_ascii_control	15	generated_token_8	1.4386885166168213	0.11537744629320879	0.6486486486486487
hum_processing	visual_ascii_control	15	generated_token_16	3.549785614013672	0.4503237820079855	0.9247311827956989
hum_processing	visual_ascii_control	15	generated_token_32	3.166351556777954	0.46193101958627114	0.9795918367346939
hum_processing	visual_ascii_control	15	generated_token_64	4.018044948577881	0.4866869652560877	0.8888888888888888
hum_processing	visual_ascii_control	16	final_prompt_token	2.2733280658721924	0.2949739753520919	0.8505747126436781
