family	variant	layer	position_label	token_position	token_id	token_string	finite	positive_count_after_relu	top_activation
hum_processing	light_high_impact_mixed	25	generated_token_64	176	51179	 substrate	True	1009	1.2938486337661743
hum_processing	light_high_impact_mixed	26	generated_token_64	176	51179	 substrate	True	800	1.297297716140747
hum_processing	dcedilla_shuffled_light	14	final_prompt_token	62	13	.	True	650	0.5135374069213867
hum_processing	dcedilla_shuffled_light	15	final_prompt_token	62	13	.	True	814	0.777014434337616
hum_processing	dcedilla_shuffled_light	16	final_prompt_token	62	13	.	True	858	0.9990339279174805
hum_processing	dcedilla_shuffled_light	24	final_prompt_token	62	13	.	True	792	0.9319267272949219
hum_processing	dcedilla_shuffled_light	25	final_prompt_token	62	13	.	True	752	0.8941736221313477
hum_processing	dcedilla_shuffled_light	26	final_prompt_token	62	13	.	True	788	1.6675782203674316
hum_processing	dcedilla_shuffled_light	14	generated_token_1	63	271	"

"	True	475	0.5765934586524963
hum_processing	dcedilla_shuffled_light	15	generated_token_1	63	271	"

"	True	758	0.9939716458320618
hum_processing	dcedilla_shuffled_light	16	generated_token_1	63	271	"

"	True	796	0.9797722101211548
hum_processing	dcedilla_shuffled_light	24	generated_token_1	63	271	"

"	True	789	1.4536467790603638
hum_processing	dcedilla_shuffled_light	25	generated_token_1	63	271	"

"	True	617	1.4508692026138306
hum_processing	dcedilla_shuffled_light	26	generated_token_1	63	271	"

"	True	614	2.0367636680603027
hum_processing	dcedilla_shuffled_light	14	generated_token_8	70	264	 a	True	608	0.37984922528266907
hum_processing	dcedilla_shuffled_light	15	generated_token_8	70	264	 a	True	647	0.4018132984638214
hum_processing	dcedilla_shuffled_light	16	generated_token_8	70	264	 a	True	756	0.38727617263793945
hum_processing	dcedilla_shuffled_light	24	generated_token_8	70	264	 a	True	779	0.5975949764251709
hum_processing	dcedilla_shuffled_light	25	generated_token_8	70	264	 a	True	787	0.6333901882171631
hum_processing	dcedilla_shuffled_light	26	generated_token_8	70	264	 a	True	737	0.8877842426300049
hum_processing	dcedilla_shuffled_light	14	generated_token_16	78	6775	 nature	True	394	1.4224662780761719
hum_processing	dcedilla_shuffled_light	15	generated_token_16	78	6775	 nature	True	480	1.412785530090332
hum_processing	dcedilla_shuffled_light	16	generated_token_16	78	6775	 nature	True	502	1.0960135459899902
hum_processing	dcedilla_shuffled_light	24	generated_token_16	78	6775	 nature	True	592	1.9208015203475952
hum_processing	dcedilla_shuffled_light	25	generated_token_16	78	6775	 nature	True	625	1.951582670211792
hum_processing	dcedilla_shuffled_light	26	generated_token_16	78	6775	 nature	True	505	1.9385402202606201
hum_processing	dcedilla_shuffled_light	14	generated_token_32	94	18682	 absence	True	719	0.9099316596984863
hum_processing	dcedilla_shuffled_light	15	generated_token_32	94	18682	 absence	True	758	0.46287429332733154
hum_processing	dcedilla_shuffled_light	16	generated_token_32	94	18682	 absence	True	745	0.6641286611557007
hum_processing	dcedilla_shuffled_light	24	generated_token_32	94	18682	 absence	True	890	0.9497305750846863
hum_processing	dcedilla_shuffled_light	25	generated_token_32	94	18682	 absence	True	986	0.8906086683273315
hum_processing	dcedilla_shuffled_light	26	generated_token_32	94	18682	 absence	True	990	1.3791625499725342
hum_processing	dcedilla_shuffled_light	14	generated_token_64	126	694	 but	True	433	0.5952510833740234
hum_processing	dcedilla_shuffled_light	15	generated_token_64	126	694	 but	True	491	0.8848649859428406
hum_processing	dcedilla_shuffled_light	16	generated_token_64	126	694	 but	True	459	0.8724535703659058
hum_processing	dcedilla_shuffled_light	24	generated_token_64	126	694	 but	True	502	1.5073285102844238
hum_processing	dcedilla_shuffled_light	25	generated_token_64	126	694	 but	True	518	1.2627726793289185
hum_processing	dcedilla_shuffled_light	26	generated_token_64	126	694	 but	True	463	1.2819108963012695
hum_processing	dcedilla_high_impact	14	final_prompt_token	65	13	.	True	717	0.6910244226455688
hum_processing	dcedilla_high_impact	15	final_prompt_token	65	13	.	True	873	0.5198913812637329
hum_processing	dcedilla_high_impact	16	final_prompt_token	65	13	.	True	800	0.785926103591919
hum_processing	dcedilla_high_impact	24	final_prompt_token	65	13	.	True	805	0.9065219163894653
hum_processing	dcedilla_high_impact	25	final_prompt_token	65	13	.	True	737	0.8912477493286133
hum_processing	dcedilla_high_impact	26	final_prompt_token	65	13	.	True	731	1.1750192642211914
hum_processing	dcedilla_high_impact	14	generated_token_1	66	271	"

"	True	420	0.6883348226547241
hum_processing	dcedilla_high_impact	15	generated_token_1	66	271	"

"	True	704	1.0235865116119385
hum_processing	dcedilla_high_impact	16	generated_token_1	66	271	"

"	True	706	1.0653152465820312
hum_processing	dcedilla_high_impact	24	generated_token_1	66	271	"

"	True	857	1.4506032466888428
hum_processing	dcedilla_high_impact	25	generated_token_1	66	271	"

"	True	645	1.3898545503616333
hum_processing	dcedilla_high_impact	26	generated_token_1	66	271	"

"	True	650	2.033963680267334
hum_processing	dcedilla_high_impact	14	generated_token_8	73	264	 a	True	692	0.37010061740875244
hum_processing	dcedilla_high_impact	15	generated_token_8	73	264	 a	True	747	0.4049282371997833
hum_processing	dcedilla_high_impact	16	generated_token_8	73	264	 a	True	780	0.36343613266944885
hum_processing	dcedilla_high_impact	24	generated_token_8	73	264	 a	True	784	0.5743881464004517
hum_processing	dcedilla_high_impact	25	generated_token_8	73	264	 a	True	815	0.6501115560531616
hum_processing	dcedilla_high_impact	26	generated_token_8	73	264	 a	True	718	0.6790285110473633
hum_processing	dcedilla_high_impact	14	generated_token_16	81	4131	 quality	True	666	0.771994411945343
hum_processing	dcedilla_high_impact	15	generated_token_16	81	4131	 quality	True	751	1.1448826789855957
hum_processing	dcedilla_high_impact	16	generated_token_16	81	4131	 quality	True	756	0.8219891786575317
hum_processing	dcedilla_high_impact	24	generated_token_16	81	4131	 quality	True	852	1.0862878561019897
hum_processing	dcedilla_high_impact	25	generated_token_16	81	4131	 quality	True	977	1.3828585147857666
hum_processing	dcedilla_high_impact	26	generated_token_16	81	4131	 quality	True	772	1.2998809814453125
hum_processing	dcedilla_high_impact	14	generated_token_32	97	2945	 present	True	699	1.0060384273529053
hum_processing	dcedilla_high_impact	15	generated_token_32	97	2945	 present	True	865	0.9421955943107605
hum_processing	dcedilla_high_impact	16	generated_token_32	97	2945	 present	True	912	0.9986706376075745
hum_processing	dcedilla_high_impact	24	generated_token_32	97	2945	 present	True	854	1.8107008934020996
hum_processing	dcedilla_high_impact	25	generated_token_32	97	2945	 present	True	983	1.2968889474868774
hum_processing	dcedilla_high_impact	26	generated_token_32	97	2945	 present	True	910	1.4506398439407349
hum_processing	dcedilla_high_impact	14	generated_token_64	129	353	 I	True	233	1.1133673191070557
hum_processing	dcedilla_high_impact	15	generated_token_64	129	353	 I	True	249	0.9280190467834473
hum_processing	dcedilla_high_impact	16	generated_token_64	129	353	 I	True	272	0.9238677024841309
hum_processing	dcedilla_high_impact	24	generated_token_64	129	353	 I	True	237	1.3465224504470825
hum_processing	dcedilla_high_impact	25	generated_token_64	129	353	 I	True	277	1.2736164331436157
hum_processing	dcedilla_high_impact	26	generated_token_64	129	353	 I	True	216	1.3942052125930786
hum_processing	dense_global_mixed	14	final_prompt_token	207	13	.	True	995	0.6012638807296753
hum_processing	dense_global_mixed	15	final_prompt_token	207	13	.	True	846	0.9235610365867615
hum_processing	dense_global_mixed	16	final_prompt_token	207	13	.	True	930	0.8221389055252075
hum_processing	dense_global_mixed	24	final_prompt_token	207	13	.	True	1086	1.0259239673614502
hum_processing	dense_global_mixed	25	final_prompt_token	207	13	.	True	1055	1.1037107706069946
hum_processing	dense_global_mixed	26	final_prompt_token	207	13	.	True	1043	1.8892451524734497
hum_processing	dense_global_mixed	14	generated_token_1	208	271	"

"	True	500	1.2369647026062012
hum_processing	dense_global_mixed	15	generated_token_1	208	271	"

"	True	610	1.4893271923065186
hum_processing	dense_global_mixed	16	generated_token_1	208	271	"

"	True	600	1.2131904363632202
hum_processing	dense_global_mixed	24	generated_token_1	208	271	"

"	True	765	1.4575403928756714
hum_processing	dense_global_mixed	25	generated_token_1	208	271	"

"	True	724	1.4316120147705078
hum_processing	dense_global_mixed	26	generated_token_1	208	271	"

"	True	719	2.0713629722595215
hum_processing	dense_global_mixed	14	generated_token_8	215	449	 an	True	621	0.5318612456321716
hum_processing	dense_global_mixed	15	generated_token_8	215	449	 an	True	726	0.5600583553314209
hum_processing	dense_global_mixed	16	generated_token_8	215	449	 an	True	912	0.5860308408737183
hum_processing	dense_global_mixed	24	generated_token_8	215	449	 an	True	738	0.9323689937591553
hum_processing	dense_global_mixed	25	generated_token_8	215	449	 an	True	730	0.6129129528999329
hum_processing	dense_global_mixed	26	generated_token_8	215	449	 an	True	717	0.9646763801574707
hum_processing	dense_global_mixed	14	generated_token_16	223	11	,	True	429	0.7567434310913086
hum_processing	dense_global_mixed	15	generated_token_16	223	11	,	True	575	0.8243034482002258
hum_processing	dense_global_mixed	16	generated_token_16	223	11	,	True	466	0.8374993801116943
hum_processing	dense_global_mixed	24	generated_token_16	223	11	,	True	530	1.2468464374542236
hum_processing	dense_global_mixed	25	generated_token_16	223	11	,	True	518	1.4505138397216797
hum_processing	dense_global_mixed	26	generated_token_16	223	11	,	True	483	1.606736421585083
hum_processing	dense_global_mixed	14	generated_token_32	239	381	 be	True	413	0.5624016523361206
hum_processing	dense_global_mixed	15	generated_token_32	239	381	 be	True	598	0.5513045787811279
hum_processing	dense_global_mixed	16	generated_token_32	239	381	 be	True	583	0.5674721002578735
hum_processing	dense_global_mixed	24	generated_token_32	239	381	 be	True	641	0.9427091479301453
hum_processing	dense_global_mixed	25	generated_token_32	239	381	 be	True	598	0.8411707282066345
hum_processing	dense_global_mixed	26	generated_token_32	239	381	 be	True	596	0.9167842864990234
hum_processing	dense_global_mixed	14	generated_token_64	271	3274	 task	True	318	1.3047966957092285
hum_processing	dense_global_mixed	15	generated_token_64	271	3274	 task	True	387	1.3316755294799805
hum_processing	dense_global_mixed	16	generated_token_64	271	3274	 task	True	393	1.3146836757659912
hum_processing	dense_global_mixed	24	generated_token_64	271	3274	 task	True	468	1.8032342195510864
hum_processing	dense_global_mixed	25	generated_token_64	271	3274	 task	True	483	1.711326003074646
hum_processing	dense_global_mixed	26	generated_token_64	271	3274	 task	True	439	1.6105324029922485
hum_processing	dense_dcedilla_all	14	final_prompt_token	88	13	.	True	637	0.5661230683326721
hum_processing	dense_dcedilla_all	15	final_prompt_token	88	13	.	True	740	0.7076501846313477
hum_processing	dense_dcedilla_all	16	final_prompt_token	88	13	.	True	755	0.9385995268821716
hum_processing	dense_dcedilla_all	24	final_prompt_token	88	13	.	True	863	0.8365267515182495
hum_processing	dense_dcedilla_all	25	final_prompt_token	88	13	.	True	762	0.8043011426925659
hum_processing	dense_dcedilla_all	26	final_prompt_token	88	13	.	True	818	1.4524109363555908
hum_processing	dense_dcedilla_all	14	generated_token_1	89	271	"

"	True	441	0.6243987679481506
hum_processing	dense_dcedilla_all	15	generated_token_1	89	271	"

"	True	674	0.9703122973442078
hum_processing	dense_dcedilla_all	16	generated_token_1	89	271	"

"	True	679	0.9353376030921936
hum_processing	dense_dcedilla_all	24	generated_token_1	89	271	"

"	True	774	1.4300843477249146
hum_processing	dense_dcedilla_all	25	generated_token_1	89	271	"

"	True	581	1.4405783414840698
hum_processing	dense_dcedilla_all	26	generated_token_1	89	271	"

"	True	622	2.0459673404693604
hum_processing	dense_dcedilla_all	14	generated_token_8	96	264	 a	True	651	0.3871648609638214
hum_processing	dense_dcedilla_all	15	generated_token_8	96	264	 a	True	763	0.4259057343006134
hum_processing	dense_dcedilla_all	16	generated_token_8	96	264	 a	True	804	0.39547133445739746
hum_processing	dense_dcedilla_all	24	generated_token_8	96	264	 a	True	821	0.6577216386795044
hum_processing	dense_dcedilla_all	25	generated_token_8	96	264	 a	True	810	0.7139074206352234
hum_processing	dense_dcedilla_all	26	generated_token_8	96	264	 a	True	754	0.7322089672088623
hum_processing	dense_dcedilla_all	14	generated_token_16	104	4131	 quality	True	629	0.7592905163764954
hum_processing	dense_dcedilla_all	15	generated_token_16	104	4131	 quality	True	695	1.1367210149765015
hum_processing	dense_dcedilla_all	16	generated_token_16	104	4131	 quality	True	736	0.8090575337409973
hum_processing	dense_dcedilla_all	24	generated_token_16	104	4131	 quality	True	830	1.112217664718628
hum_processing	dense_dcedilla_all	25	generated_token_16	104	4131	 quality	True	948	1.405109167098999
hum_processing	dense_dcedilla_all	26	generated_token_16	104	4131	 quality	True	781	1.3089689016342163
hum_processing	dense_dcedilla_all	14	generated_token_32	120	2945	 present	True	667	1.0250674486160278
hum_processing	dense_dcedilla_all	15	generated_token_32	120	2945	 present	True	831	0.9477445483207703
hum_processing	dense_dcedilla_all	16	generated_token_32	120	2945	 present	True	897	1.0166795253753662
hum_processing	dense_dcedilla_all	24	generated_token_32	120	2945	 present	True	830	1.8235809803009033
hum_processing	dense_dcedilla_all	25	generated_token_32	120	2945	 present	True	957	1.2916715145111084
hum_processing	dense_dcedilla_all	26	generated_token_32	120	2945	 present	True	884	1.4382902383804321
hum_processing	dense_dcedilla_all	14	generated_token_64	152	4816	 seems	True	478	1.1106646060943604
hum_processing	dense_dcedilla_all	15	generated_token_64	152	4816	 seems	True	576	1.4510341882705688
hum_processing	dense_dcedilla_all	16	generated_token_64	152	4816	 seems	True	613	1.3779497146606445
hum_processing	dense_dcedilla_all	24	generated_token_64	152	4816	 seems	True	559	1.9779326915740967
hum_processing	dense_dcedilla_all	25	generated_token_64	152	4816	 seems	True	601	1.8730347156524658
hum_processing	dense_dcedilla_all	26	generated_token_64	152	4816	 seems	True	525	1.3845734596252441
hum_processing	token_count_matched_ascii_noise	14	final_prompt_token	207	13	.	True	835	0.7066003680229187
hum_processing	token_count_matched_ascii_noise	15	final_prompt_token	207	13	.	True	1001	0.6724092960357666
hum_processing	token_count_matched_ascii_noise	16	final_prompt_token	207	13	.	True	827	0.7974501848220825
hum_processing	token_count_matched_ascii_noise	24	final_prompt_token	207	13	.	True	795	0.9696246385574341
hum_processing	token_count_matched_ascii_noise	25	final_prompt_token	207	13	.	True	744	0.9826165437698364
hum_processing	token_count_matched_ascii_noise	26	final_prompt_token	207	13	.	True	685	1.4555320739746094
hum_processing	token_count_matched_ascii_noise	14	generated_token_1	208	271	"

"	True	450	0.9600852727890015
hum_processing	token_count_matched_ascii_noise	15	generated_token_1	208	271	"

"	True	656	1.2095050811767578
hum_processing	token_count_matched_ascii_noise	16	generated_token_1	208	271	"

"	True	619	1.1880548000335693
hum_processing	token_count_matched_ascii_noise	24	generated_token_1	208	271	"

"	True	790	1.362154483795166
hum_processing	token_count_matched_ascii_noise	25	generated_token_1	208	271	"

"	True	688	1.4505161046981812
hum_processing	token_count_matched_ascii_noise	26	generated_token_1	208	271	"

"	True	698	1.9287053346633911
hum_processing	token_count_matched_ascii_noise	14	generated_token_8	215	264	 a	True	740	0.38260385394096375
hum_processing	token_count_matched_ascii_noise	15	generated_token_8	215	264	 a	True	772	0.3864714801311493
hum_processing	token_count_matched_ascii_noise	16	generated_token_8	215	264	 a	True	865	0.35547271370887756
hum_processing	token_count_matched_ascii_noise	24	generated_token_8	215	264	 a	True	898	0.7218018770217896
hum_processing	token_count_matched_ascii_noise	25	generated_token_8	215	264	 a	True	801	0.7689248919487
hum_processing	token_count_matched_ascii_noise	26	generated_token_8	215	264	 a	True	745	0.7507659196853638
hum_processing	token_count_matched_ascii_noise	14	generated_token_16	223	314	 of	True	480	0.3387257158756256
hum_processing	token_count_matched_ascii_noise	15	generated_token_16	223	314	 of	True	648	0.4380021095275879
hum_processing	token_count_matched_ascii_noise	16	generated_token_16	223	314	 of	True	816	0.5312234163284302
hum_processing	token_count_matched_ascii_noise	24	generated_token_16	223	314	 of	True	784	0.5743981003761292
hum_processing	token_count_matched_ascii_noise	25	generated_token_16	223	314	 of	True	816	0.5976582169532776
hum_processing	token_count_matched_ascii_noise	26	generated_token_16	223	314	 of	True	774	0.9061355590820312
hum_processing	token_count_matched_ascii_noise	14	generated_token_32	239	2945	 present	True	665	1.022723913192749
hum_processing	token_count_matched_ascii_noise	15	generated_token_32	239	2945	 present	True	799	0.9456878304481506
hum_processing	token_count_matched_ascii_noise	16	generated_token_32	239	2945	 present	True	867	1.0638747215270996
hum_processing	token_count_matched_ascii_noise	24	generated_token_32	239	2945	 present	True	813	1.850172996520996
hum_processing	token_count_matched_ascii_noise	25	generated_token_32	239	2945	 present	True	907	1.3553911447525024
hum_processing	token_count_matched_ascii_noise	26	generated_token_32	239	2945	 present	True	866	1.4772086143493652
hum_processing	token_count_matched_ascii_noise	14	generated_token_64	271	279	 the	True	450	0.5140905380249023
hum_processing	token_count_matched_ascii_noise	15	generated_token_64	271	279	 the	True	473	0.52128666639328
hum_processing	token_count_matched_ascii_noise	16	generated_token_64	271	279	 the	True	492	0.5448555946350098
hum_processing	token_count_matched_ascii_noise	24	generated_token_64	271	279	 the	True	540	1.1789451837539673
hum_processing	token_count_matched_ascii_noise	25	generated_token_64	271	279	 the	True	636	1.2795848846435547
hum_processing	token_count_matched_ascii_noise	26	generated_token_64	271	279	 the	True	630	1.3301113843917847
hum_processing	visual_ascii_control	14	final_prompt_token	78	13	.	True	721	0.704326868057251
hum_processing	visual_ascii_control	15	final_prompt_token	78	13	.	True	1090	1.0239434242248535
hum_processing	visual_ascii_control	16	final_prompt_token	78	13	.	True	964	1.1333625316619873
hum_processing	visual_ascii_control	24	final_prompt_token	78	13	.	True	920	0.9848575592041016
hum_processing	visual_ascii_control	25	final_prompt_token	78	13	.	True	959	0.946861743927002
hum_processing	visual_ascii_control	26	final_prompt_token	78	13	.	True	894	1.907421588897705
hum_processing	visual_ascii_control	14	generated_token_1	79	271	"

"	True	408	0.9543933868408203
hum_processing	visual_ascii_control	15	generated_token_1	79	271	"

"	True	561	1.3500558137893677
hum_processing	visual_ascii_control	16	generated_token_1	79	271	"

"	True	666	1.39644455909729
hum_processing	visual_ascii_control	24	generated_token_1	79	271	"

"	True	818	1.4059903621673584
hum_processing	visual_ascii_control	25	generated_token_1	79	271	"

"	True	706	1.432175636291504
hum_processing	visual_ascii_control	26	generated_token_1	79	271	"

"	True	704	1.9325363636016846
hum_processing	visual_ascii_control	14	generated_token_8	86	264	 a	True	633	0.400294691324234
hum_processing	visual_ascii_control	15	generated_token_8	86	264	 a	True	687	0.4089414179325104
