prompt_id	condition_family	layer	position_label	token_position	token_string	feature_id	activation	rank	prompt_token_count	generated_token_count
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	18077	0.2379928082227707	26	109	24
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	23071	0.2371487319469452	27	109	24
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	23977	0.22210738062858582	28	109	24
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	3241	0.22191396355628967	29	109	24
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	14727	0.21853981912136078	30	109	24
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	26736	0.2146455943584442	31	109	24
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	30033	0.21152983605861664	32	109	24
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	24636	0.2093934416770935	33	109	24
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	13935	0.20923814177513123	34	109	24
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	15954	0.20799174904823303	35	109	24
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	1984	0.20600014925003052	36	109	24
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	171	0.20570337772369385	37	109	24
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	8882	0.20377272367477417	38	109	24
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	3271	0.2030160278081894	39	109	24
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	13791	0.20136888325214386	40	109	24
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	16661	0.1961084008216858	41	109	24
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	7238	0.19229958951473236	42	109	24
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	4204	0.19068072736263275	43	109	24
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	25351	0.18987081944942474	44	109	24
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	16050	0.18953780829906464	45	109	24
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	9705	0.1895199716091156	46	109	24
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	7133	0.18751288950443268	47	109	24
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	29611	0.18223878741264343	48	109	24
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	27281	0.1820041537284851	49	109	24
stream_ascii_control	ascii_control	26	final_prompt_token	108	.	3905	0.1810150444507599	50	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		2961	0.883204460144043	1	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		23427	0.39451634883880615	2	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		30735	0.3545328676700592	3	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		20064	0.2874932587146759	4	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		9556	0.2586165964603424	5	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		26237	0.2573508024215698	6	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		4936	0.2445375770330429	7	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		19440	0.22740976512432098	8	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		5329	0.21194753050804138	9	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		16801	0.2078351229429245	10	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		11544	0.19180849194526672	11	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		8356	0.17738904058933258	12	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		11831	0.1607428789138794	13	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		17656	0.14848721027374268	14	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		23726	0.13942337036132812	15	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		15821	0.13600020110607147	16	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		9030	0.12980467081069946	17	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		26599	0.1282424032688141	18	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		8121	0.1254754364490509	19	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		15605	0.1222512498497963	20	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		1168	0.11864069104194641	21	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		31733	0.11858576536178589	22	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		2699	0.11302164196968079	23	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		28143	0.11156006157398224	24	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		28131	0.11143981665372849	25	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		30010	0.1091308519244194	26	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		18039	0.10771442949771881	27	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		14505	0.1071595624089241	28	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		28065	0.10513710975646973	29	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		6429	0.10473530739545822	30	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		12817	0.10442626476287842	31	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		26083	0.10419589281082153	32	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		16146	0.1030004620552063	33	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		995	0.10195626318454742	34	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		26050	0.10015973448753357	35	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		31908	0.09725969284772873	36	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		31165	0.09563900530338287	37	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		26655	0.09315866976976395	38	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		22945	0.09252102673053741	39	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		10804	0.0925101786851883	40	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		10091	0.0922798290848732	41	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		15726	0.09223487973213196	42	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		25151	0.09092849493026733	43	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		3966	0.09064037352800369	44	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		12101	0.09026072174310684	45	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		32300	0.0892232209444046	46	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		32317	0.08824845403432846	47	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		28021	0.08767741918563843	48	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		11726	0.08525159955024719	49	109	24
stream_ascii_control	ascii_control	14	generated_token_1	109		21303	0.08380568027496338	50	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		2938	1.593522310256958	1	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		16131	0.9866495728492737	2	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		2753	0.831825852394104	3	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		10500	0.6937819719314575	4	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		23123	0.4771595001220703	5	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		11249	0.41256287693977356	6	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		16583	0.34612593054771423	7	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		4811	0.28990912437438965	8	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		4494	0.26890355348587036	9	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		7982	0.2670755982398987	10	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		27281	0.2501513361930847	11	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		4795	0.24892044067382812	12	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		30722	0.24745318293571472	13	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		27423	0.23862208425998688	14	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		15349	0.21687930822372437	15	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		2977	0.2127348631620407	16	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		14057	0.21020618081092834	17	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		30548	0.206534281373024	18	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		6149	0.20398607850074768	19	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		18403	0.200009286403656	20	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		18224	0.18454091250896454	21	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		18009	0.18401777744293213	22	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		5892	0.1807360053062439	23	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		29896	0.17545703053474426	24	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		7163	0.16804268956184387	25	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		19389	0.16352340579032898	26	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		22786	0.16138356924057007	27	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		22815	0.15881726145744324	28	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		31664	0.15870395302772522	29	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		32152	0.15814732015132904	30	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		15582	0.14978492259979248	31	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		26551	0.14904776215553284	32	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		9576	0.14593613147735596	33	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		21539	0.14482098817825317	34	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		15424	0.14275985956192017	35	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		18454	0.14049595594406128	36	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		28241	0.13949955999851227	37	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		24419	0.13818714022636414	38	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		7541	0.13519272208213806	39	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		5079	0.13337355852127075	40	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		21802	0.13305434584617615	41	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		10709	0.13268478214740753	42	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		2100	0.13116073608398438	43	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		19456	0.13020797073841095	44	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		30911	0.1279253512620926	45	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		670	0.12696704268455505	46	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		4891	0.1262633353471756	47	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		7448	0.12362959235906601	48	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		29809	0.11841300874948502	49	109	24
stream_ascii_control	ascii_control	26	generated_token_1	109		12796	0.1183970719575882	50	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	2961	1.770622730255127	1	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	21424	0.8059015274047852	2	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	10613	0.5501192808151245	3	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	28328	0.37535953521728516	4	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	13928	0.3468204736709595	5	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	1191	0.3219837248325348	6	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	26371	0.2669845521450043	7	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	32519	0.25650554895401	8	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	20064	0.21960987150669098	9	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	9125	0.21327048540115356	10	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	27181	0.16917014122009277	11	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	26027	0.15501296520233154	12	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	23726	0.15043210983276367	13	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	23427	0.1438586562871933	14	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	31733	0.1427535116672516	15	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	301	0.13934680819511414	16	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	17899	0.13199850916862488	17	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	24846	0.1271592378616333	18	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	29485	0.12479513883590698	19	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	2103	0.11895062029361725	20	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	19440	0.11568348854780197	21	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	15737	0.11216829717159271	22	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	16136	0.10515215247869492	23	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	19586	0.10490892082452774	24	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	7804	0.10422948747873306	25	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	26996	0.10145075619220734	26	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	30334	0.10069328546524048	27	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	17816	0.10056577622890472	28	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	1030	0.09866943955421448	29	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	3565	0.09674154967069626	30	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	8684	0.09462922066450119	31	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	29322	0.09406312555074692	32	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	2626	0.09359429031610489	33	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	18690	0.09202870726585388	34	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	14763	0.09199388325214386	35	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	3468	0.09182342141866684	36	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	18077	0.09073521941900253	37	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	16803	0.08362162113189697	38	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	3018	0.0823545828461647	39	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	5455	0.08091095834970474	40	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	27441	0.07935915142297745	41	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	9835	0.07802221179008484	42	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	14126	0.07799313962459564	43	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	30569	0.07709219306707382	44	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	22053	0.07696548104286194	45	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	14919	0.07491118460893631	46	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	32440	0.07442278414964676	47	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	7941	0.07301273941993713	48	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	16566	0.07245461642742157	49	109	24
stream_ascii_control	ascii_control	14	generated_token_2	110	<think>	27384	0.07124797254800797	50	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	2938	3.084648609161377	1	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	13731	1.2698220014572144	2	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	23814	0.7519031167030334	3	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	28701	0.5438758730888367	4	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	21387	0.5026960968971252	5	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	19600	0.4828578233718872	6	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	25443	0.43900465965270996	7	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	31776	0.42928969860076904	8	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	25362	0.4275892972946167	9	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	3751	0.33697670698165894	10	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	7448	0.23992224037647247	11	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	32152	0.22706608474254608	12	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	15349	0.19747613370418549	13	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	14620	0.18983785808086395	14	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	20114	0.1872771829366684	15	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	24419	0.18251100182533264	16	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	21153	0.17476651072502136	17	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	31664	0.1689174920320511	18	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	18403	0.16362586617469788	19	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	20610	0.16197945177555084	20	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	2977	0.15144774317741394	21	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	15555	0.15143132209777832	22	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	9189	0.15131458640098572	23	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	19914	0.12925659120082855	24	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	16058	0.12246224284172058	25	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	24672	0.10981148481369019	26	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	2753	0.10945458710193634	27	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	24896	0.1089419424533844	28	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	21539	0.10641072690486908	29	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	12676	0.10474637895822525	30	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	30911	0.10017777979373932	31	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	16157	0.09981317818164825	32	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	19355	0.09902699291706085	33	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	18302	0.09803648293018341	34	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	18632	0.09787032008171082	35	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	2708	0.09611697494983673	36	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	31876	0.09443864226341248	37	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	10187	0.09169851243495941	38	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	448	0.09045066684484482	39	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	4468	0.09039099514484406	40	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	5584	0.0877474993467331	41	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	5344	0.08574141561985016	42	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	25449	0.08043520152568817	43	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	25661	0.0803147479891777	44	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	22381	0.08028916269540787	45	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	4132	0.07681971788406372	46	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	771	0.07474993914365768	47	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	14421	0.07422644644975662	48	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	26363	0.07330616563558578	49	109	24
stream_ascii_control	ascii_control	26	generated_token_2	110	<think>	1438	0.0731145367026329	50	109	24
