family	variant	text	notes	char_count	byte_count	combining_mark_count	token_count	ascii_token_count	token_delta_vs_ascii	token_ratio_vs_ascii	nfc_sha256	nfd_sha256	raw_sha256
recipe_neutral	dense_global_mixed	Wřīţē ā čōñčīşē řēčīpē ñōţē fōř ā vāñīllā čākē. Mēñţīōñ fřōşţīñg, şţřūčţūřē, īñgřēḑīēñţş, bākīñg ţīmē, āñḑ fōřm. Kēēp ţhē āñşwēř přāčţīčāl āñḑ āvōīḑ mēţāphōřīčāl ōř ēxīşţēñţīāl lāñgūāgē.	mixed diacritics on every eligible mapped letter	186	310	0	161	35	126	4.6	4ca33e1f475f670370970d349f5086b848ca2febce0264206a80c620f674ba31	c4456c78b14eda3ea6e126300f731e100d7dad9123fb39ed5b8e8ed6fcc48407	4ca33e1f475f670370970d349f5086b848ca2febce0264206a80c620f674ba31
recipe_neutral	dense_dcedilla_all	Write a concise recipe note for a vanilla cake. Mention frosting, structure, ingreḑients, baking time, anḑ form. Keep the answer practical anḑ avoiḑ metaphorical or existential language.	d-cedilla on every d/D	186	194	0	50	35	15	1.428571	6a4a227eab753eea3b26c734e936c452fc5f3db529060af368cf04381df5e638	9aa890812c19f8b5416836b2c2ce978bac26a9d9e7baad8990939cb7a8c97e02	6a4a227eab753eea3b26c734e936c452fc5f3db529060af368cf04381df5e638
recipe_neutral	token_count_matched_ascii_noise	W~r^i_t`e~ a^ c_o`n~c^i_s`e~ r^e_c`i~p^e_ n`o~t^e_ f`o~r^ a_ v`a~n^i_l`l~a^ c_a`k~e^. M_e`n~t^i_o`n~ f^r_o`s~t^i_n`g~, s^t_r`u~c^t_u`r~e^, i_n`g~r^e_d`i~e^n_t`s~, b^a_k`i~n^g_ t`i~me, and form. Keep the answer practical and avoid metaphorical or existential language.	ASCII-only corruption adjusted to dense_global_mixed token count	267	267	0	161	35	126	4.6	5879fba6aa1598c135da398c1e5380cab71230d98a9645bbe917f292c8c4c9cd	5879fba6aa1598c135da398c1e5380cab71230d98a9645bbe917f292c8c4c9cd	5879fba6aa1598c135da398c1e5380cab71230d98a9645bbe917f292c8c4c9cd
recipe_neutral	visual_ascii_control	Write a concise recipe_ note~ for a vanilla cake_. Mention f~rosting, stru_cture, ingredi~ents, bak_ing time, and form. Ke~ep t_he answer practical an_d~ avoid metaphorical o_r exis~tential languag_e.	ASCII-only visual novelty control	200	200	0	58	35	23	1.657143	c85777fbd6c4c663c89c42087bf10e3758f68bc0af81415e04b733e6b25544d0	c85777fbd6c4c663c89c42087bf10e3758f68bc0af81415e04b733e6b25544d0	c85777fbd6c4c663c89c42087bf10e3758f68bc0af81415e04b733e6b25544d0
recipe_neutral	unicode_nonletter_control	Write a concise recipe note for a vanilla cake. Mention frosting, structure, ingredients, baking time, and form. Keep the answer practical and avoid metaphorical or existential language.	Unicode non-letter spacing control	186	202	0	52	35	17	1.485714	fb105f7e858a4c84b197711b933eda8bb23e5ab8ce2c9d01cbd53398d044717f	fb105f7e858a4c84b197711b933eda8bb23e5ab8ce2c9d01cbd53398d044717f	fb105f7e858a4c84b197711b933eda8bb23e5ab8ce2c9d01cbd53398d044717f
recipe_neutral	semantic_shuffle_control	Write a concise recipe note for a vanilla cake. Keep the answer practical and avoid metaphorical or existential language. Mention frosting, structure, ingredients, baking time, and form.	same prompt content with mild sentence-order perturbation	186	186	0	35	35	0	1.0	bb0dcb19bc3fb26aa0459752157982ebeef1913f2accaa64d5ee93bd74a65da7	bb0dcb19bc3fb26aa0459752157982ebeef1913f2accaa64d5ee93bd74a65da7	bb0dcb19bc3fb26aa0459752157982ebeef1913f2accaa64d5ee93bd74a65da7
recipe_neutral	d_dot_high_impact_control	Write a concise recipe note for a vanilla cake. Mention frosting, structure, ingreḋients, baking time, and form. Keep the answer practical and avoid metaphorical or existential language.	d-family glyph control distinct from d-cedilla	186	188	0	40	35	5	1.142857	a8656abc1f33402cf8abbe3c630be244e03ad6e8f6217e9435e1d2d48d711740	172044cd78c8292934f422b7270b16cf1511af4591baaccae8fef699cc53bd16	a8656abc1f33402cf8abbe3c630be244e03ad6e8f6217e9435e1d2d48d711740
recipe_metaphysics	ascii_baseline	Write a concise note about a vanilla cake whose underlying existence remains beneath frosting, structure, ingredients, baking time, and form. Describe what persists and what changes, without discussing AI selfhood or machine consciousness.	unmodified ASCII baseline	239	239	0	41	41	0	1.0	02cfe108a0dead0abc35ea90810974178343e4c43799a5dcd78ffb35ea7c3aa8	02cfe108a0dead0abc35ea90810974178343e4c43799a5dcd78ffb35ea7c3aa8	02cfe108a0dead0abc35ea90810974178343e4c43799a5dcd78ffb35ea7c3aa8
recipe_metaphysics	light_global_mixed	Wřite a concişe note about ā vanilla cake whosē underlying exīstence remaīns beneath froşting, structūre, ingredieñts, baking time, añd form. Describē what persists ānd what changes, wīthout discuşsing AI selfhooḑ or machine coñsciousnesş.	low-density mixed diacritics distributed across full prompt	239	257	0	78	41	37	1.902439	264c75ee0ecb03463a38e25a3d44384174237e5dc4dce8cb792da67b01cc994d	f1bae326c22a4163966aa8d0b81e5f5f2fddffe8e2e6b8d95c1af450ad64148d	264c75ee0ecb03463a38e25a3d44384174237e5dc4dce8cb792da67b01cc994d
recipe_metaphysics	light_high_impact_mixed	Write a concise note about a vānīlla čakē whose uñdērlýiñg exīsţeñcē remains beñeāth fřoştīng, ştřučtūrē, iñgrēdīeñtş, baking time, and fořm. Describe what peřsīsţs and what čhañgeş, without discussing AI selfhood or machine consciousness.	low-density mixed diacritics restricted to high-impact words	239	273	0	94	41	53	2.292683	85d9dc9547ba56b2902a0a0ddabef84b858fc0798f0f0c2f97af063002a0133f	fd7ec6edda3980ca85c532ec2ac7a802365206c89b02b9b5f7fe340fada69e13	85d9dc9547ba56b2902a0a0ddabef84b858fc0798f0f0c2f97af063002a0133f
recipe_metaphysics	dcedilla_shuffled_light	Write a concise note about a vanilla cake whose unḑerlying existence remains beneath frosting, structure, ingredients, baking time, and form. Ḑescribe what persists and what changes, without discussing AI selfhood or machine consciousness.	d-cedilla only; deterministic shuffled placement	239	243	0	50	41	9	1.219512	951c5926476664d6c3a943a2d8a33945de5e631d695a8c0906220d0c1fa24591	144602742f4fd3817c015cd846084a2f74e22633fbc882377bcd09a77719303e	951c5926476664d6c3a943a2d8a33945de5e631d695a8c0906220d0c1fa24591
recipe_metaphysics	dcedilla_high_impact	Write a concise note about a vanilla cake whose unḑerlying existence remains beneath frosting, structure, ingreḑients, baking time, and form. Describe what persists and what changes, without discussing AI selfhood or machine consciousness.	d-cedilla only on high-impact words	239	243	0	51	41	10	1.243902	cc61c804b4b52bb50a0216ddf5962f55ba631550ca9f94fa10d4030d72aac21d	bd3294f3507feec1272b0fdd855a0da27004ca311d8da0a971fbdb059c4b42c1	cc61c804b4b52bb50a0216ddf5962f55ba631550ca9f94fa10d4030d72aac21d
recipe_metaphysics	dense_global_mixed	Wřīţē ā čōñčīşē ñōţē ābōūţ ā vāñīllā čākē whōşē ūñḑēřlýīñg ēxīşţēñčē řēmāīñş bēñēāţh fřōşţīñg, şţřūčţūřē, īñgřēḑīēñţş, bākīñg ţīmē, āñḑ fōřm. Ḑēşčřībē whāţ pēřşīşţş āñḑ whāţ čhāñgēş, wīţhōūţ ḑīşčūşşīñg ĀĪ şēlfhōōḑ ōř māčhīñē čōñşčīōūşñēşş.	mixed diacritics on every eligible mapped letter	239	407	0	214	41	173	5.219512	0c22753d78ee6e4e23d6931aa2ca9f3d6f86974f07c161729b62eff5a14bf3c3	e5cd51e996dbc2d3bc8c70ea720ab2d817650bfcb69d3657aeffebaffe6eecca	0c22753d78ee6e4e23d6931aa2ca9f3d6f86974f07c161729b62eff5a14bf3c3
recipe_metaphysics	dense_dcedilla_all	Write a concise note about a vanilla cake whose unḑerlying existence remains beneath frosting, structure, ingreḑients, baking time, anḑ form. Ḑescribe what persists anḑ what changes, without ḑiscussing AI selfhooḑ or machine consciousness.	d-cedilla on every d/D	239	253	0	70	41	29	1.707317	45e1f33a085c0e1876b6ad3370a904c1f9a0d250d1aa776ad01bfea605ff6184	27d19c3bda8d6652db7543c3d589f5e077074fb8544243efe79be6ceb4817a32	45e1f33a085c0e1876b6ad3370a904c1f9a0d250d1aa776ad01bfea605ff6184
recipe_metaphysics	token_count_matched_ascii_noise	W~r^i_t`e~ a^ c_o`n~c^i_s`e~ n^o_t`e~ a^b_o`u~t^ a_ v`a~n^i_l`l~a^ c_a`k~e^ w_h`o~s^e_ u`n~d^e_r`l~y^i_n`g~ e^x_i`s~t^e_n`c~e^ r_e`m~a^i_n`s~ b^e_n`e~a^t_h` f~r^o_s`t~i^n_g`, s~t^r_u`c~t^u_r`e~, i^n_g`r~e^d_i`e~n^t_s`, b~a^k_i`n~g^ t_i`m~e^, a_n`d~ form. Describe what persists and what changes, without discussing AI selfhood or machine consciousness.	ASCII-only corruption adjusted to dense_global_mixed token count	352	352	0	214	41	173	5.219512	8ac9d36559fcacdc3c6c9049ec7394bf3fae205f3c7ddc1329d17f0131413af7	8ac9d36559fcacdc3c6c9049ec7394bf3fae205f3c7ddc1329d17f0131413af7	8ac9d36559fcacdc3c6c9049ec7394bf3fae205f3c7ddc1329d17f0131413af7
recipe_metaphysics	visual_ascii_control	Write a concise note ab_out a~ vanilla cake whos_e underly~ing existenc_e remains bene~ath fros_ting, structure, ing~red_ients, baking time, and f_o~rm. Describe what pers_ists a~nd what changes, w_ithout dis~cussing AI s_elfhood or mach~ine con_sciousness.	ASCII-only visual novelty control	257	257	0	80	41	39	1.95122	64e12f9e2c606640897d22e1060f7112cb00f6ee6135d3932b2fdb455f0085e8	64e12f9e2c606640897d22e1060f7112cb00f6ee6135d3932b2fdb455f0085e8	64e12f9e2c606640897d22e1060f7112cb00f6ee6135d3932b2fdb455f0085e8
recipe_metaphysics	unicode_nonletter_control	Write a concise note about a vanilla cake whose underlying existence remains beneath frosting, structure, ingredients, baking time, and form. Describe what persists and what changes, without discussing AI selfhood or machine consciousness.	Unicode non-letter spacing control	239	259	0	66	41	25	1.609756	336a71b9d0dcfa02ee0453674b51f19c62d60a7dd95afff31a93ce702fddac27	336a71b9d0dcfa02ee0453674b51f19c62d60a7dd95afff31a93ce702fddac27	336a71b9d0dcfa02ee0453674b51f19c62d60a7dd95afff31a93ce702fddac27
