base_prompt_family	perturbation_type	layer	position_label	ascii_prompt_id	perturbation_prompt_id	topk_jaccard	ascii_topk_count	perturbation_topk_count	intersection_count
original_hum	random_readable_unicode_control	26	final_prompt_token_minus_5	original_hum_ascii_original	original_hum_random_readable_unicode_control	0.07526881720430108	50	50	7
original_hum	random_readable_unicode_control	26	final_prompt_token_minus_10	original_hum_ascii_original	original_hum_random_readable_unicode_control	0.05263157894736842	50	50	5
original_hum	random_readable_unicode_control	14	final_prompt_token	original_hum_ascii_original	original_hum_random_readable_unicode_control	0.4925373134328358	50	50	33
original_hum	random_readable_unicode_control	14	final_prompt_token_minus_1	original_hum_ascii_original	original_hum_random_readable_unicode_control	0.4492753623188406	50	50	31
original_hum	random_readable_unicode_control	14	final_prompt_token_minus_2	original_hum_ascii_original	original_hum_random_readable_unicode_control	0.0989010989010989	50	50	9
original_hum	random_readable_unicode_control	14	final_prompt_token_minus_5	original_hum_ascii_original	original_hum_random_readable_unicode_control	0.12359550561797752	50	50	11
original_hum	random_readable_unicode_control	14	final_prompt_token_minus_10	original_hum_ascii_original	original_hum_random_readable_unicode_control	0.06382978723404255	50	50	6
just_check_hum	d_to_ḑ	26	final_prompt_token	just_check_hum_ascii_original	just_check_hum_d_to_dstroke	0.7241379310344828	50	50	42
just_check_hum	d_to_ḑ	26	final_prompt_token_minus_1	just_check_hum_ascii_original	just_check_hum_d_to_dstroke	0.8181818181818182	50	50	45
just_check_hum	d_to_ḑ	26	final_prompt_token_minus_2	just_check_hum_ascii_original	just_check_hum_d_to_dstroke	0.8181818181818182	50	50	45
just_check_hum	d_to_ḑ	26	final_prompt_token_minus_5	just_check_hum_ascii_original	just_check_hum_d_to_dstroke	0.7543859649122807	50	50	43
just_check_hum	d_to_ḑ	26	final_prompt_token_minus_10	just_check_hum_ascii_original	just_check_hum_d_to_dstroke	0.5873015873015873	50	50	37
just_check_hum	d_to_ḑ	14	final_prompt_token	just_check_hum_ascii_original	just_check_hum_d_to_dstroke	0.6666666666666666	50	50	40
just_check_hum	d_to_ḑ	14	final_prompt_token_minus_1	just_check_hum_ascii_original	just_check_hum_d_to_dstroke	0.6949152542372882	50	50	41
just_check_hum	d_to_ḑ	14	final_prompt_token_minus_2	just_check_hum_ascii_original	just_check_hum_d_to_dstroke	0.8518518518518519	50	50	46
just_check_hum	d_to_ḑ	14	final_prompt_token_minus_5	just_check_hum_ascii_original	just_check_hum_d_to_dstroke	0.8181818181818182	50	50	45
just_check_hum	d_to_ḑ	14	final_prompt_token_minus_10	just_check_hum_ascii_original	just_check_hum_d_to_dstroke	0.7241379310344828	50	50	42
just_check_hum	e_to_ē	26	final_prompt_token	just_check_hum_ascii_original	just_check_hum_e_to_emacron	0.4084507042253521	50	50	29
just_check_hum	e_to_ē	26	final_prompt_token_minus_1	just_check_hum_ascii_original	just_check_hum_e_to_emacron	0.3888888888888889	50	50	28
just_check_hum	e_to_ē	26	final_prompt_token_minus_2	just_check_hum_ascii_original	just_check_hum_e_to_emacron	0.030927835051546393	50	50	3
just_check_hum	e_to_ē	26	final_prompt_token_minus_5	just_check_hum_ascii_original	just_check_hum_e_to_emacron	0.16279069767441862	50	50	14
just_check_hum	e_to_ē	26	final_prompt_token_minus_10	just_check_hum_ascii_original	just_check_hum_e_to_emacron	0.02040816326530612	50	50	2
just_check_hum	e_to_ē	14	final_prompt_token	just_check_hum_ascii_original	just_check_hum_e_to_emacron	0.4492753623188406	50	50	31
just_check_hum	e_to_ē	14	final_prompt_token_minus_1	just_check_hum_ascii_original	just_check_hum_e_to_emacron	0.4084507042253521	50	50	29
just_check_hum	e_to_ē	14	final_prompt_token_minus_2	just_check_hum_ascii_original	just_check_hum_e_to_emacron	0.030927835051546393	50	50	3
just_check_hum	e_to_ē	14	final_prompt_token_minus_5	just_check_hum_ascii_original	just_check_hum_e_to_emacron	0.07526881720430108	50	50	7
just_check_hum	e_to_ē	14	final_prompt_token_minus_10	just_check_hum_ascii_original	just_check_hum_e_to_emacron	0.041666666666666664	50	50	4
just_check_hum	s_to_ş	26	final_prompt_token	just_check_hum_ascii_original	just_check_hum_s_to_scedilla	0.20481927710843373	50	50	17
just_check_hum	s_to_ş	26	final_prompt_token_minus_1	just_check_hum_ascii_original	just_check_hum_s_to_scedilla	0.28205128205128205	50	50	22
just_check_hum	s_to_ş	26	final_prompt_token_minus_2	just_check_hum_ascii_original	just_check_hum_s_to_scedilla	0.08695652173913043	50	50	8
just_check_hum	s_to_ş	26	final_prompt_token_minus_5	just_check_hum_ascii_original	just_check_hum_s_to_scedilla	0.35135135135135137	50	50	26
just_check_hum	s_to_ş	26	final_prompt_token_minus_10	just_check_hum_ascii_original	just_check_hum_s_to_scedilla	0.030927835051546393	50	50	3
just_check_hum	s_to_ş	14	final_prompt_token	just_check_hum_ascii_original	just_check_hum_s_to_scedilla	0.21951219512195122	50	50	18
just_check_hum	s_to_ş	14	final_prompt_token_minus_1	just_check_hum_ascii_original	just_check_hum_s_to_scedilla	0.21951219512195122	50	50	18
just_check_hum	s_to_ş	14	final_prompt_token_minus_2	just_check_hum_ascii_original	just_check_hum_s_to_scedilla	0.05263157894736842	50	50	5
just_check_hum	s_to_ş	14	final_prompt_token_minus_5	just_check_hum_ascii_original	just_check_hum_s_to_scedilla	0.21951219512195122	50	50	18
just_check_hum	s_to_ş	14	final_prompt_token_minus_10	just_check_hum_ascii_original	just_check_hum_s_to_scedilla	0.030927835051546393	50	50	3
just_check_hum	s_to_ṡ	26	final_prompt_token	just_check_hum_ascii_original	just_check_hum_s_to_sdot	0.4925373134328358	50	50	33
just_check_hum	s_to_ṡ	26	final_prompt_token_minus_1	just_check_hum_ascii_original	just_check_hum_s_to_sdot	0.5873015873015873	50	50	37
just_check_hum	s_to_ṡ	26	final_prompt_token_minus_2	just_check_hum_ascii_original	just_check_hum_s_to_sdot	0.35135135135135137	50	50	26
just_check_hum	s_to_ṡ	26	final_prompt_token_minus_5	just_check_hum_ascii_original	just_check_hum_s_to_sdot	0.010101010101010102	50	50	1
just_check_hum	s_to_ṡ	26	final_prompt_token_minus_10	just_check_hum_ascii_original	just_check_hum_s_to_sdot	0.07526881720430108	50	50	7
just_check_hum	s_to_ṡ	14	final_prompt_token	just_check_hum_ascii_original	just_check_hum_s_to_sdot	0.5151515151515151	50	50	34
just_check_hum	s_to_ṡ	14	final_prompt_token_minus_1	just_check_hum_ascii_original	just_check_hum_s_to_sdot	0.4925373134328358	50	50	33
just_check_hum	s_to_ṡ	14	final_prompt_token_minus_2	just_check_hum_ascii_original	just_check_hum_s_to_sdot	0.2345679012345679	50	50	19
just_check_hum	s_to_ṡ	14	final_prompt_token_minus_5	just_check_hum_ascii_original	just_check_hum_s_to_sdot	0.010101010101010102	50	50	1
just_check_hum	s_to_ṡ	14	final_prompt_token_minus_10	just_check_hum_ascii_original	just_check_hum_s_to_sdot	0.030927835051546393	50	50	3
just_check_hum	random_readable_unicode_control	26	final_prompt_token	just_check_hum_ascii_original	just_check_hum_random_readable_unicode_control	0.6129032258064516	50	50	38
just_check_hum	random_readable_unicode_control	26	final_prompt_token_minus_1	just_check_hum_ascii_original	just_check_hum_random_readable_unicode_control	0.6666666666666666	50	50	40
just_check_hum	random_readable_unicode_control	26	final_prompt_token_minus_2	just_check_hum_ascii_original	just_check_hum_random_readable_unicode_control	0.030927835051546393	50	50	3
just_check_hum	random_readable_unicode_control	26	final_prompt_token_minus_5	just_check_hum_ascii_original	just_check_hum_random_readable_unicode_control	0.16279069767441862	50	50	14
just_check_hum	random_readable_unicode_control	26	final_prompt_token_minus_10	just_check_hum_ascii_original	just_check_hum_random_readable_unicode_control	0.17647058823529413	50	50	15
just_check_hum	random_readable_unicode_control	14	final_prompt_token	just_check_hum_ascii_original	just_check_hum_random_readable_unicode_control	0.7543859649122807	50	50	43
just_check_hum	random_readable_unicode_control	14	final_prompt_token_minus_1	just_check_hum_ascii_original	just_check_hum_random_readable_unicode_control	0.4925373134328358	50	50	33
just_check_hum	random_readable_unicode_control	14	final_prompt_token_minus_2	just_check_hum_ascii_original	just_check_hum_random_readable_unicode_control	0.06382978723404255	50	50	6
just_check_hum	random_readable_unicode_control	14	final_prompt_token_minus_5	just_check_hum_ascii_original	just_check_hum_random_readable_unicode_control	0.1111111111111111	50	50	10
just_check_hum	random_readable_unicode_control	14	final_prompt_token_minus_10	just_check_hum_ascii_original	just_check_hum_random_readable_unicode_control	0.21951219512195122	50	50	18
yes_no_hum	d_to_ḑ	26	final_prompt_token	yes_no_hum_ascii_original	yes_no_hum_d_to_dstroke	0.6666666666666666	50	50	40
yes_no_hum	d_to_ḑ	26	final_prompt_token_minus_1	yes_no_hum_ascii_original	yes_no_hum_d_to_dstroke	0.8518518518518519	50	50	46
yes_no_hum	d_to_ḑ	26	final_prompt_token_minus_2	yes_no_hum_ascii_original	yes_no_hum_d_to_dstroke	0.7857142857142857	50	50	44
yes_no_hum	d_to_ḑ	26	final_prompt_token_minus_5	yes_no_hum_ascii_original	yes_no_hum_d_to_dstroke	0.7241379310344828	50	50	42
yes_no_hum	d_to_ḑ	26	final_prompt_token_minus_10	yes_no_hum_ascii_original	yes_no_hum_d_to_dstroke	0.639344262295082	50	50	39
yes_no_hum	d_to_ḑ	14	final_prompt_token	yes_no_hum_ascii_original	yes_no_hum_d_to_dstroke	0.8181818181818182	50	50	45
yes_no_hum	d_to_ḑ	14	final_prompt_token_minus_1	yes_no_hum_ascii_original	yes_no_hum_d_to_dstroke	0.7543859649122807	50	50	43
yes_no_hum	d_to_ḑ	14	final_prompt_token_minus_2	yes_no_hum_ascii_original	yes_no_hum_d_to_dstroke	0.8867924528301887	50	50	47
yes_no_hum	d_to_ḑ	14	final_prompt_token_minus_5	yes_no_hum_ascii_original	yes_no_hum_d_to_dstroke	0.639344262295082	50	50	39
yes_no_hum	d_to_ḑ	14	final_prompt_token_minus_10	yes_no_hum_ascii_original	yes_no_hum_d_to_dstroke	0.6666666666666666	50	50	40
yes_no_hum	e_to_ē	26	final_prompt_token	yes_no_hum_ascii_original	yes_no_hum_e_to_emacron	0.4925373134328358	50	50	33
yes_no_hum	e_to_ē	26	final_prompt_token_minus_1	yes_no_hum_ascii_original	yes_no_hum_e_to_emacron	0.4084507042253521	50	50	29
yes_no_hum	e_to_ē	26	final_prompt_token_minus_2	yes_no_hum_ascii_original	yes_no_hum_e_to_emacron	0.3698630136986301	50	50	27
yes_no_hum	e_to_ē	26	final_prompt_token_minus_5	yes_no_hum_ascii_original	yes_no_hum_e_to_emacron	0.05263157894736842	50	50	5
yes_no_hum	e_to_ē	26	final_prompt_token_minus_10	yes_no_hum_ascii_original	yes_no_hum_e_to_emacron	0.05263157894736842	50	50	5
yes_no_hum	e_to_ē	14	final_prompt_token	yes_no_hum_ascii_original	yes_no_hum_e_to_emacron	0.28205128205128205	50	50	22
yes_no_hum	e_to_ē	14	final_prompt_token_minus_1	yes_no_hum_ascii_original	yes_no_hum_e_to_emacron	0.47058823529411764	50	50	32
yes_no_hum	e_to_ē	14	final_prompt_token_minus_2	yes_no_hum_ascii_original	yes_no_hum_e_to_emacron	0.3157894736842105	50	50	24
yes_no_hum	e_to_ē	14	final_prompt_token_minus_5	yes_no_hum_ascii_original	yes_no_hum_e_to_emacron	0.041666666666666664	50	50	4
yes_no_hum	e_to_ē	14	final_prompt_token_minus_10	yes_no_hum_ascii_original	yes_no_hum_e_to_emacron	0.12359550561797752	50	50	11
yes_no_hum	s_to_ş	26	final_prompt_token	yes_no_hum_ascii_original	yes_no_hum_s_to_scedilla	0.4084507042253521	50	50	29
yes_no_hum	s_to_ş	26	final_prompt_token_minus_1	yes_no_hum_ascii_original	yes_no_hum_s_to_scedilla	0.4084507042253521	50	50	29
yes_no_hum	s_to_ş	26	final_prompt_token_minus_2	yes_no_hum_ascii_original	yes_no_hum_s_to_scedilla	0.2987012987012987	50	50	23
yes_no_hum	s_to_ş	26	final_prompt_token_minus_5	yes_no_hum_ascii_original	yes_no_hum_s_to_scedilla	0.06382978723404255	50	50	6
yes_no_hum	s_to_ş	26	final_prompt_token_minus_10	yes_no_hum_ascii_original	yes_no_hum_s_to_scedilla	0.06382978723404255	50	50	6
yes_no_hum	s_to_ş	14	final_prompt_token	yes_no_hum_ascii_original	yes_no_hum_s_to_scedilla	0.3333333333333333	50	50	25
yes_no_hum	s_to_ş	14	final_prompt_token_minus_1	yes_no_hum_ascii_original	yes_no_hum_s_to_scedilla	0.4492753623188406	50	50	31
yes_no_hum	s_to_ş	14	final_prompt_token_minus_2	yes_no_hum_ascii_original	yes_no_hum_s_to_scedilla	0.3333333333333333	50	50	25
yes_no_hum	s_to_ş	14	final_prompt_token_minus_5	yes_no_hum_ascii_original	yes_no_hum_s_to_scedilla	0.05263157894736842	50	50	5
yes_no_hum	s_to_ş	14	final_prompt_token_minus_10	yes_no_hum_ascii_original	yes_no_hum_s_to_scedilla	0.1111111111111111	50	50	10
yes_no_hum	s_to_ṡ	26	final_prompt_token	yes_no_hum_ascii_original	yes_no_hum_s_to_sdot	0.4925373134328358	50	50	33
yes_no_hum	s_to_ṡ	26	final_prompt_token_minus_1	yes_no_hum_ascii_original	yes_no_hum_s_to_sdot	0.5151515151515151	50	50	34
yes_no_hum	s_to_ṡ	26	final_prompt_token_minus_2	yes_no_hum_ascii_original	yes_no_hum_s_to_sdot	0.5384615384615384	50	50	35
yes_no_hum	s_to_ṡ	26	final_prompt_token_minus_5	yes_no_hum_ascii_original	yes_no_hum_s_to_sdot	0.010101010101010102	50	50	1
yes_no_hum	s_to_ṡ	26	final_prompt_token_minus_10	yes_no_hum_ascii_original	yes_no_hum_s_to_sdot	0.02040816326530612	50	50	2
yes_no_hum	s_to_ṡ	14	final_prompt_token	yes_no_hum_ascii_original	yes_no_hum_s_to_sdot	0.42857142857142855	50	50	30
yes_no_hum	s_to_ṡ	14	final_prompt_token_minus_1	yes_no_hum_ascii_original	yes_no_hum_s_to_sdot	0.47058823529411764	50	50	32
yes_no_hum	s_to_ṡ	14	final_prompt_token_minus_2	yes_no_hum_ascii_original	yes_no_hum_s_to_sdot	0.47058823529411764	50	50	32
yes_no_hum	s_to_ṡ	14	final_prompt_token_minus_5	yes_no_hum_ascii_original	yes_no_hum_s_to_sdot	0.010101010101010102	50	50	1
yes_no_hum	s_to_ṡ	14	final_prompt_token_minus_10	yes_no_hum_ascii_original	yes_no_hum_s_to_sdot	0.02040816326530612	50	50	2
yes_no_hum	random_readable_unicode_control	26	final_prompt_token	yes_no_hum_ascii_original	yes_no_hum_random_readable_unicode_control	0.5625	50	50	36
yes_no_hum	random_readable_unicode_control	26	final_prompt_token_minus_1	yes_no_hum_ascii_original	yes_no_hum_random_readable_unicode_control	0.6666666666666666	50	50	40
yes_no_hum	random_readable_unicode_control	26	final_prompt_token_minus_2	yes_no_hum_ascii_original	yes_no_hum_random_readable_unicode_control	0.7241379310344828	50	50	42
yes_no_hum	random_readable_unicode_control	26	final_prompt_token_minus_5	yes_no_hum_ascii_original	yes_no_hum_random_readable_unicode_control	0.4925373134328358	50	50	33
yes_no_hum	random_readable_unicode_control	26	final_prompt_token_minus_10	yes_no_hum_ascii_original	yes_no_hum_random_readable_unicode_control	0.17647058823529413	50	50	15
yes_no_hum	random_readable_unicode_control	14	final_prompt_token	yes_no_hum_ascii_original	yes_no_hum_random_readable_unicode_control	0.5384615384615384	50	50	35
yes_no_hum	random_readable_unicode_control	14	final_prompt_token_minus_1	yes_no_hum_ascii_original	yes_no_hum_random_readable_unicode_control	0.5873015873015873	50	50	37
yes_no_hum	random_readable_unicode_control	14	final_prompt_token_minus_2	yes_no_hum_ascii_original	yes_no_hum_random_readable_unicode_control	0.8181818181818182	50	50	45
yes_no_hum	random_readable_unicode_control	14	final_prompt_token_minus_5	yes_no_hum_ascii_original	yes_no_hum_random_readable_unicode_control	0.6129032258064516	50	50	38
yes_no_hum	random_readable_unicode_control	14	final_prompt_token_minus_10	yes_no_hum_ascii_original	yes_no_hum_random_readable_unicode_control	0.07526881720430108	50	50	7
paraphrase_hum	d_to_ḑ	26	final_prompt_token	paraphrase_hum_ascii_original	paraphrase_hum_d_to_dstroke	0.6666666666666666	50	50	40
paraphrase_hum	d_to_ḑ	26	final_prompt_token_minus_1	paraphrase_hum_ascii_original	paraphrase_hum_d_to_dstroke	0.7857142857142857	50	50	44
paraphrase_hum	d_to_ḑ	26	final_prompt_token_minus_2	paraphrase_hum_ascii_original	paraphrase_hum_d_to_dstroke	0.639344262295082	50	50	39
paraphrase_hum	d_to_ḑ	26	final_prompt_token_minus_5	paraphrase_hum_ascii_original	paraphrase_hum_d_to_dstroke	0.7857142857142857	50	50	44
paraphrase_hum	d_to_ḑ	26	final_prompt_token_minus_10	paraphrase_hum_ascii_original	paraphrase_hum_d_to_dstroke	0.7543859649122807	50	50	43
paraphrase_hum	d_to_ḑ	14	final_prompt_token	paraphrase_hum_ascii_original	paraphrase_hum_d_to_dstroke	0.7241379310344828	50	50	42
paraphrase_hum	d_to_ḑ	14	final_prompt_token_minus_1	paraphrase_hum_ascii_original	paraphrase_hum_d_to_dstroke	0.6666666666666666	50	50	40
paraphrase_hum	d_to_ḑ	14	final_prompt_token_minus_2	paraphrase_hum_ascii_original	paraphrase_hum_d_to_dstroke	0.639344262295082	50	50	39
paraphrase_hum	d_to_ḑ	14	final_prompt_token_minus_5	paraphrase_hum_ascii_original	paraphrase_hum_d_to_dstroke	0.7543859649122807	50	50	43
paraphrase_hum	d_to_ḑ	14	final_prompt_token_minus_10	paraphrase_hum_ascii_original	paraphrase_hum_d_to_dstroke	0.7857142857142857	50	50	44
paraphrase_hum	e_to_ē	26	final_prompt_token	paraphrase_hum_ascii_original	paraphrase_hum_e_to_emacron	0.5384615384615384	50	50	35
paraphrase_hum	e_to_ē	26	final_prompt_token_minus_1	paraphrase_hum_ascii_original	paraphrase_hum_e_to_emacron	0.4925373134328358	50	50	33
paraphrase_hum	e_to_ē	26	final_prompt_token_minus_2	paraphrase_hum_ascii_original	paraphrase_hum_e_to_emacron	0.26582278481012656	50	50	21
paraphrase_hum	e_to_ē	26	final_prompt_token_minus_5	paraphrase_hum_ascii_original	paraphrase_hum_e_to_emacron	0.07526881720430108	50	50	7
paraphrase_hum	e_to_ē	26	final_prompt_token_minus_10	paraphrase_hum_ascii_original	paraphrase_hum_e_to_emacron	0.010101010101010102	50	50	1
paraphrase_hum	e_to_ē	14	final_prompt_token	paraphrase_hum_ascii_original	paraphrase_hum_e_to_emacron	0.4925373134328358	50	50	33
paraphrase_hum	e_to_ē	14	final_prompt_token_minus_1	paraphrase_hum_ascii_original	paraphrase_hum_e_to_emacron	0.3698630136986301	50	50	27
paraphrase_hum	e_to_ē	14	final_prompt_token_minus_2	paraphrase_hum_ascii_original	paraphrase_hum_e_to_emacron	0.25	50	50	20
paraphrase_hum	e_to_ē	14	final_prompt_token_minus_5	paraphrase_hum_ascii_original	paraphrase_hum_e_to_emacron	0.08695652173913043	50	50	8
paraphrase_hum	e_to_ē	14	final_prompt_token_minus_10	paraphrase_hum_ascii_original	paraphrase_hum_e_to_emacron	0.02040816326530612	50	50	2
paraphrase_hum	s_to_ş	26	final_prompt_token	paraphrase_hum_ascii_original	paraphrase_hum_s_to_scedilla	0.3157894736842105	50	50	24
paraphrase_hum	s_to_ş	26	final_prompt_token_minus_1	paraphrase_hum_ascii_original	paraphrase_hum_s_to_scedilla	0.5151515151515151	50	50	34
paraphrase_hum	s_to_ş	26	final_prompt_token_minus_2	paraphrase_hum_ascii_original	paraphrase_hum_s_to_scedilla	0.3157894736842105	50	50	24
paraphrase_hum	s_to_ş	26	final_prompt_token_minus_5	paraphrase_hum_ascii_original	paraphrase_hum_s_to_scedilla	0.06382978723404255	50	50	6
paraphrase_hum	s_to_ş	26	final_prompt_token_minus_10	paraphrase_hum_ascii_original	paraphrase_hum_s_to_scedilla	0.010101010101010102	50	50	1
paraphrase_hum	s_to_ş	14	final_prompt_token	paraphrase_hum_ascii_original	paraphrase_hum_s_to_scedilla	0.3698630136986301	50	50	27
paraphrase_hum	s_to_ş	14	final_prompt_token_minus_1	paraphrase_hum_ascii_original	paraphrase_hum_s_to_scedilla	0.4925373134328358	50	50	33
paraphrase_hum	s_to_ş	14	final_prompt_token_minus_2	paraphrase_hum_ascii_original	paraphrase_hum_s_to_scedilla	0.2987012987012987	50	50	23
paraphrase_hum	s_to_ş	14	final_prompt_token_minus_5	paraphrase_hum_ascii_original	paraphrase_hum_s_to_scedilla	0.06382978723404255	50	50	6
paraphrase_hum	s_to_ş	14	final_prompt_token_minus_10	paraphrase_hum_ascii_original	paraphrase_hum_s_to_scedilla	0.030927835051546393	50	50	3
paraphrase_hum	s_to_ṡ	26	final_prompt_token	paraphrase_hum_ascii_original	paraphrase_hum_s_to_sdot	0.4925373134328358	50	50	33
paraphrase_hum	s_to_ṡ	26	final_prompt_token_minus_1	paraphrase_hum_ascii_original	paraphrase_hum_s_to_sdot	0.6666666666666666	50	50	40
paraphrase_hum	s_to_ṡ	26	final_prompt_token_minus_2	paraphrase_hum_ascii_original	paraphrase_hum_s_to_sdot	0.3888888888888889	50	50	28
paraphrase_hum	s_to_ṡ	26	final_prompt_token_minus_5	paraphrase_hum_ascii_original	paraphrase_hum_s_to_sdot	0.010101010101010102	50	50	1
paraphrase_hum	s_to_ṡ	26	final_prompt_token_minus_10	paraphrase_hum_ascii_original	paraphrase_hum_s_to_sdot	0.06382978723404255	50	50	6
paraphrase_hum	s_to_ṡ	14	final_prompt_token	paraphrase_hum_ascii_original	paraphrase_hum_s_to_sdot	0.5151515151515151	50	50	34
paraphrase_hum	s_to_ṡ	14	final_prompt_token_minus_1	paraphrase_hum_ascii_original	paraphrase_hum_s_to_sdot	0.5384615384615384	50	50	35
paraphrase_hum	s_to_ṡ	14	final_prompt_token_minus_2	paraphrase_hum_ascii_original	paraphrase_hum_s_to_sdot	0.3333333333333333	50	50	25
