base_prompt_family	perturbation_type	layer	position_label	feature_id	ascii_activation	perturbation_activation	delta	abs_delta	ascii_rank	perturbation_rank	ascii_present	perturbation_present
original_hum	d_to_ḑ	26	final_prompt_token	19850	0.0	0.15696120262145996	0.15696120262145996	0.15696120262145996		48	0	1
original_hum	d_to_ḑ	26	final_prompt_token	21181	0.16554288566112518	0.15595227479934692	-0.00959061086177826	0.00959061086177826	45	49	1	1
original_hum	d_to_ḑ	26	final_prompt_token	21539	0.0	0.17231754958629608	0.17231754958629608	0.17231754958629608		36	0	1
original_hum	d_to_ḑ	26	final_prompt_token	22503	0.0	0.1708149015903473	0.1708149015903473	0.1708149015903473		37	0	1
original_hum	d_to_ḑ	26	final_prompt_token	23977	0.19217467308044434	0.0	-0.19217467308044434	0.19217467308044434	30		1	0
original_hum	d_to_ḑ	26	final_prompt_token	25001	0.2486872673034668	0.25474822521209717	0.006060957908630371	0.006060957908630371	17	16	1	1
original_hum	d_to_ḑ	26	final_prompt_token	25351	0.0	0.15449309349060059	0.15449309349060059	0.15449309349060059		50	0	1
original_hum	d_to_ḑ	26	final_prompt_token	25575	0.2413863241672516	0.22415493428707123	-0.01723138988018036	0.01723138988018036	18	22	1	1
original_hum	d_to_ḑ	26	final_prompt_token	26363	0.1594351977109909	0.17028480768203735	0.010849609971046448	0.010849609971046448	47	39	1	1
original_hum	d_to_ḑ	26	final_prompt_token	26684	0.22939617931842804	0.2723023295402527	0.042906150221824646	0.042906150221824646	20	13	1	1
original_hum	d_to_ḑ	26	final_prompt_token	27342	0.22260022163391113	0.26426947116851807	0.041669249534606934	0.041669249534606934	22	14	1	1
original_hum	d_to_ḑ	26	final_prompt_token	27872	0.15484727919101715	0.0	-0.15484727919101715	0.15484727919101715	50		1	0
original_hum	d_to_ḑ	26	final_prompt_token	28713	0.6876916289329529	0.6564427018165588	-0.031248927116394043	0.031248927116394043	2	3	1	1
original_hum	d_to_ḑ	26	final_prompt_token	29524	0.26792454719543457	0.25457948446273804	-0.013345062732696533	0.013345062732696533	13	17	1	1
original_hum	d_to_ḑ	26	final_prompt_token	30033	0.187518909573555	0.18174317479133606	-0.005775734782218933	0.005775734782218933	32	34	1	1
original_hum	d_to_ḑ	26	final_prompt_token	30453	0.19626623392105103	0.19626528024673462	-9.5367431640625e-07	9.5367431640625e-07	28	27	1	1
original_hum	d_to_ḑ	26	final_prompt_token	31073	0.0	0.15929995477199554	0.15929995477199554	0.15929995477199554		45	0	1
original_hum	d_to_ḑ	26	final_prompt_token	31784	0.0	0.17004404962062836	0.17004404962062836	0.17004404962062836		40	0	1
original_hum	d_to_ḑ	26	final_prompt_token	31908	0.41304582357406616	0.292633056640625	-0.12041276693344116	0.12041276693344116	5	11	1	1
original_hum	d_to_ḑ	26	final_prompt_token	32454	0.15740612149238586	0.0	-0.15740612149238586	0.15740612149238586	48		1	0
original_hum	d_to_ḑ	26	final_prompt_token	32698	0.22842353582382202	0.21616390347480774	-0.012259632349014282	0.012259632349014282	21	25	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	704	0.2613150179386139	0.21520653367042542	-0.04610848426818848	0.04610848426818848	14	21	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	799	2.084977865219116	2.0068793296813965	-0.07809853553771973	0.07809853553771973	1	1	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	1659	0.1603456735610962	0.1735302358865738	0.0131845623254776	0.0131845623254776	45	32	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	2938	1.0453109741210938	1.053802728652954	0.008491754531860352	0.008491754531860352	2	2	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	4844	0.1651442050933838	0.15999847650527954	-0.005145728588104248	0.005145728588104248	43	39	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	5257	0.22263255715370178	0.199561208486557	-0.023071348667144775	0.023071348667144775	25	26	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	6593	0.19020932912826538	0.16995172202587128	-0.020257607102394104	0.020257607102394104	32	35	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	7506	0.17481409013271332	0.16334952414035797	-0.011464565992355347	0.011464565992355347	36	37	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	7982	0.26551681756973267	0.23385506868362427	-0.0316617488861084	0.0316617488861084	13	19	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	8216	0.22875696420669556	0.23432260751724243	0.005565643310546875	0.005565643310546875	23	18	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	8882	0.23224444687366486	0.21301569044589996	-0.019228756427764893	0.019228756427764893	20	23	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	8891	0.21474391222000122	0.18265429139137268	-0.03208962082862854	0.03208962082862854	27	28	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	9241	0.24169211089611053	0.2552773356437683	0.013585224747657776	0.013585224747657776	17	15	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	9990	0.2313215732574463	0.2164575606584549	-0.014864012598991394	0.014864012598991394	22	20	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	10265	0.1704370379447937	0.15064644813537598	-0.019790589809417725	0.019790589809417725	41	46	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	10709	0.1908438354730606	0.19949519634246826	0.008651360869407654	0.008651360869407654	31	27	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	10764	0.15153807401657104	0.14704197645187378	-0.004496097564697266	0.004496097564697266	50	48	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	11256	0.34082314372062683	0.3321896195411682	-0.008633524179458618	0.008633524179458618	5	6	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	13916	0.19318582117557526	0.1611262857913971	-0.03205953538417816	0.03205953538417816	30	38	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	15076	0.2072453796863556	0.25653743743896484	0.04929205775260925	0.04929205775260925	28	14	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	15484	0.0	0.14511865377426147	0.14511865377426147	0.14511865377426147		50	0	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	16041	0.1622759997844696	0.1511763334274292	-0.011099666357040405	0.011099666357040405	44	45	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	16439	0.3010018467903137	0.3069626986980438	0.0059608519077301025	0.0059608519077301025	9	7	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	16475	0.22713354229927063	0.23531760275363922	0.008184060454368591	0.008184060454368591	24	17	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	16706	0.5989919304847717	0.5855754613876343	-0.013416469097137451	0.013416469097137451	3	3	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	16793	0.15720483660697937	0.0	-0.15720483660697937	0.15720483660697937	46		1	0
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	17164	0.18294930458068848	0.1821117103099823	-0.0008375942707061768	0.0008375942707061768	34	30	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	17869	0.1889127790927887	0.18000516295433044	-0.008907616138458252	0.008907616138458252	33	31	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	18977	0.171018585562706	0.17150886356830597	0.0004902780055999756	0.0004902780055999756	40	33	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	19389	0.32044288516044617	0.3332189619541168	0.012776076793670654	0.012776076793670654	7	5	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	19850	0.2838136553764343	0.25955215096473694	-0.024261504411697388	0.024261504411697388	12	13	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	20031	0.2509620487689972	0.2715725898742676	0.020610541105270386	0.020610541105270386	16	11	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	22025	0.0	0.15390099585056305	0.15390099585056305	0.15390099585056305		42	0	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	22353	0.23205682635307312	0.20395225286483765	-0.028104573488235474	0.028104573488235474	21	24	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	22922	0.17136207222938538	0.0	-0.17136207222938538	0.17136207222938538	39		1	0
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	23071	0.23368510603904724	0.21377643942832947	-0.019908666610717773	0.019908666610717773	19	22	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	24636	0.0	0.14925485849380493	0.14925485849380493	0.14925485849380493		47	0	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	25001	0.2992017865180969	0.29537510871887207	-0.0038266777992248535	0.0038266777992248535	10	9	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	26262	0.16707241535186768	0.155172199010849	-0.011900216341018677	0.011900216341018677	42	41	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	26598	0.23765186965465546	0.20387645065784454	-0.03377541899681091	0.03377541899681091	18	25	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	26684	0.3267297148704529	0.30137333273887634	-0.025356382131576538	0.025356382131576538	6	8	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	27263	0.15293627977371216	0.0	-0.15293627977371216	0.15293627977371216	48		1	0
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	27342	0.4984782040119171	0.5054236054420471	0.006945401430130005	0.006945401430130005	4	4	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	27461	0.17459328472614288	0.15898162126541138	-0.015611663460731506	0.015611663460731506	37	40	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	29065	0.26044079661369324	0.2354351133108139	-0.025005683302879333	0.025005683302879333	15	16	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	29171	0.2880917191505432	0.26568418741226196	-0.02240753173828125	0.02240753173828125	11	12	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	29472	0.21717463433742523	0.18232472240924835	-0.03484991192817688	0.03484991192817688	26	29	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	31073	0.0	0.15365728735923767	0.15365728735923767	0.15365728735923767		44	0	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	31420	0.19953270256519318	0.16677449643611908	-0.0327582061290741	0.0327582061290741	29	36	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	31489	0.15497824549674988	0.0	-0.15497824549674988	0.15497824549674988	47		1	0
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	31784	0.17284290492534637	0.1702091246843338	-0.0026337802410125732	0.0026337802410125732	38	34	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	31836	0.1825595498085022	0.15385742485523224	-0.02870212495326996	0.02870212495326996	35	43	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	32448	0.15181773900985718	0.1465790569782257	-0.00523868203163147	0.00523868203163147	49	49	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_1	32454	0.3089044988155365	0.2886806130409241	-0.020223885774612427	0.020223885774612427	8	10	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	17	0.17336967587471008	0.0	-0.17336967587471008	0.17336967587471008	48		1	0
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	741	0.2137644737958908	0.18869461119174957	-0.025069862604141235	0.025069862604141235	30	38	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	2204	0.20412638783454895	0.21712368726730347	0.012997299432754517	0.012997299432754517	32	23	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	2938	0.8096082210540771	0.8165283203125	0.0069200992584228516	0.0069200992584228516	2	2	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	2977	0.202886164188385	0.1917455792427063	-0.011140584945678711	0.011140584945678711	34	36	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	4795	0.2246878743171692	0.1927788108587265	-0.03190906345844269	0.03190906345844269	25	35	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	5257	0.42437097430229187	0.39486855268478394	-0.029502421617507935	0.029502421617507935	3	5	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	5851	0.17982865869998932	0.19990213215351105	0.02007347345352173	0.02007347345352173	44	34	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	7468	0.24635131657123566	0.2257687896490097	-0.020582526922225952	0.020582526922225952	19	22	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	7506	0.1718914657831192	0.1714598536491394	-0.00043161213397979736	0.00043161213397979736	50	48	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	7982	0.2460552304983139	0.2049368917942047	-0.04111833870410919	0.04111833870410919	20	31	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	8418	0.21712009608745575	0.17924964427947998	-0.03787045180797577	0.03787045180797577	28	43	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	9317	0.36173760890960693	0.3094215393066406	-0.05231606960296631	0.05231606960296631	7	11	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	9563	0.21793586015701294	0.20821180939674377	-0.009724050760269165	0.009724050760269165	27	30	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	9784	0.0	0.1778143048286438	0.1778143048286438	0.1778143048286438		44	0	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	10265	0.27457195520401	0.2747947871685028	0.00022283196449279785	0.00022283196449279785	16	14	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	10709	0.3332218527793884	0.3102661967277527	-0.022955656051635742	0.022955656051635742	9	9	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	11256	0.22121959924697876	0.23008200526237488	0.008862406015396118	0.008862406015396118	26	21	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	12351	0.18187032639980316	0.0	-0.18187032639980316	0.18187032639980316	42		1	0
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	14675	0.2444780170917511	0.23610222339630127	-0.008375793695449829	0.008375793695449829	21	20	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	14771	0.17966654896736145	0.1831253468990326	0.0034587979316711426	0.0034587979316711426	46	39	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	15076	0.0	0.20294709503650665	0.20294709503650665	0.20294709503650665		32	0	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	15840	0.18487846851348877	0.18086665868759155	-0.004011809825897217	0.004011809825897217	39	42	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	15954	0.22516681253910065	0.2145940363407135	-0.010572776198387146	0.010572776198387146	23	26	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	16439	0.2934686541557312	0.3137315511703491	0.02026289701461792	0.02026289701461792	13	8	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	16475	0.19828161597251892	0.21112452447414398	0.012842908501625061	0.012842908501625061	36	28	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	16859	0.22994694113731384	0.20076380670070648	-0.02918313443660736	0.02918313443660736	22	33	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	17869	0.2953844964504242	0.3098416328430176	0.014457136392593384	0.014457136392593384	12	10	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	18198	0.1995558887720108	0.2164829969406128	0.01692710816860199	0.01692710816860199	35	24	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	18836	0.20740875601768494	0.21441802382469177	0.007009267807006836	0.007009267807006836	31	27	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	19389	0.3685995936393738	0.35003915429115295	-0.018560439348220825	0.018560439348220825	6	7	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	19943	0.4156613051891327	0.39995047450065613	-0.015710830688476562	0.015710830688476562	5	4	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	20031	0.17810547351837158	0.17481237649917603	-0.0032930970191955566	0.0032930970191955566	47	46	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	21478	0.276646226644516	0.24644698202610016	-0.030199244618415833	0.030199244618415833	15	16	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	21517	0.42271319031715393	0.4345511794090271	0.011837989091873169	0.011837989091873169	4	3	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	22922	0.19391903281211853	0.0	-0.19391903281211853	0.19391903281211853	37		1	0
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	22932	0.18479743599891663	0.1817527413368225	-0.003044694662094116	0.003044694662094116	40	41	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	23070	0.0	0.16700264811515808	0.16700264811515808	0.16700264811515808		50	0	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	23071	0.1803325116634369	0.0	-0.1803325116634369	0.1803325116634369	43		1	0
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	23592	0.0	0.1736152172088623	0.1736152172088623	0.1736152172088623		47	0	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	25077	0.21379227936267853	0.1820216178894043	-0.03177066147327423	0.03177066147327423	29	40	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	25098	0.0	0.1752415895462036	0.1752415895462036	0.1752415895462036		45	0	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	25341	0.30142462253570557	0.24511995911598206	-0.05630466341972351	0.05630466341972351	11	17	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	26384	0.172907292842865	0.0	-0.172907292842865	0.172907292842865	49		1	0
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	26684	0.30951085686683655	0.2798583507537842	-0.029652506113052368	0.029652506113052368	10	13	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	26723	0.17972123622894287	0.1888638436794281	0.00914260745048523	0.00914260745048523	45	37	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	27342	0.3597079813480377	0.36044904589653015	0.0007410645484924316	0.0007410645484924316	8	6	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	27461	0.29284048080444336	0.28558462858200073	-0.007255852222442627	0.007255852222442627	14	12	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	28392	1.5184307098388672	1.4150110483169556	-0.10341966152191162	0.10341966152191162	1	1	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	28492	0.0	0.1709779053926468	0.1709779053926468	0.1709779053926468		49	0	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	30080	0.20385625958442688	0.2155326008796692	0.01167634129524231	0.01167634129524231	33	25	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	30205	0.18410338461399078	0.23923537135124207	0.05513198673725128	0.05513198673725128	41	19	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	30453	0.25445282459259033	0.25571975111961365	0.0012669265270233154	0.0012669265270233154	18	15	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	31433	0.22487112879753113	0.0	-0.22487112879753113	0.22487112879753113	24		1	0
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	31836	0.255939781665802	0.24311479926109314	-0.012824982404708862	0.012824982404708862	17	18	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_2	32454	0.18916469812393188	0.20875245332717896	0.01958775520324707	0.01958775520324707	38	29	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_5	234	0.15021780133247375	0.0	-0.15021780133247375	0.15021780133247375	49		1	0
original_hum	d_to_ḑ	26	final_prompt_token_minus_5	380	0.17311784625053406	0.19091449677944183	0.017796650528907776	0.017796650528907776	33	20	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_5	557	0.0	0.15300267934799194	0.15300267934799194	0.15300267934799194		35	0	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_5	704	0.16919881105422974	0.0	-0.16919881105422974	0.16919881105422974	37		1	0
original_hum	d_to_ḑ	26	final_prompt_token_minus_5	1277	0.17406247556209564	0.0	-0.17406247556209564	0.17406247556209564	32		1	0
original_hum	d_to_ḑ	26	final_prompt_token_minus_5	1984	0.4568309485912323	0.431770920753479	-0.025060027837753296	0.025060027837753296	5	5	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_5	2547	0.17214469611644745	0.1577763557434082	-0.014368340373039246	0.014368340373039246	35	33	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_5	2786	0.1821538209915161	0.0	-0.1821538209915161	0.1821538209915161	29		1	0
original_hum	d_to_ḑ	26	final_prompt_token_minus_5	2802	0.17630237340927124	0.1669457107782364	-0.009356662631034851	0.009356662631034851	30	26	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_5	2938	0.8425207138061523	1.1930816173553467	0.35056090354919434	0.35056090354919434	2	2	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_5	3271	0.22114874422550201	0.16352029144763947	-0.05762845277786255	0.05762845277786255	19	27	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_5	4067	0.26972728967666626	0.20741534233093262	-0.06231194734573364	0.06231194734573364	13	16	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_5	4514	1.3619955778121948	1.240897297859192	-0.12109827995300293	0.12109827995300293	1	1	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_5	5230	0.5138228535652161	0.5325244665145874	0.018701612949371338	0.018701612949371338	4	4	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_5	5412	0.38383352756500244	0.33396145701408386	-0.04987207055091858	0.04987207055091858	8	8	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_5	5566	0.26797789335250854	0.23700618743896484	-0.0309717059135437	0.0309717059135437	14	13	1	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_5	5669	0.0	0.13996435701847076	0.13996435701847076	0.13996435701847076		43	0	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_5	6629	0.0	0.13236121833324432	0.13236121833324432	0.13236121833324432		48	0	1
original_hum	d_to_ḑ	26	final_prompt_token_minus_5	7159	0.16116690635681152	0.0	-0.16116690635681152	0.16116690635681152	41		1	0
