prompt_id	base_prompt_family	perturbation_type	layer	position_label	token_position	token_string	feature_id	activation	rank	prompt_token_count
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	1168	0.21415793895721436	7	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	8033	0.2115657925605774	8	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	16382	0.20584282279014587	9	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	32300	0.20464050769805908	10	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	2176	0.20161813497543335	11	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	20402	0.19249583780765533	12	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	30170	0.19237370789051056	13	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	16801	0.19058404862880707	14	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	4953	0.17742490768432617	15	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	992	0.17527857422828674	16	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	17193	0.17059721052646637	17	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	26237	0.16283363103866577	18	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	15605	0.16277039051055908	19	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	20769	0.1616254597902298	20	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	25151	0.1583731770515442	21	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	10976	0.1548009216785431	22	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	32621	0.1493627429008484	23	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	12080	0.144832581281662	24	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	14932	0.14389026165008545	25	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	31774	0.14358612895011902	26	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	23591	0.14032289385795593	27	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	18895	0.1380927562713623	28	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	9030	0.13733050227165222	29	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	12817	0.13707661628723145	30	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	14885	0.1365322470664978	31	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	1814	0.1358022838830948	32	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	4428	0.13570530712604523	33	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	11464	0.13259616494178772	34	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	13029	0.13249187171459198	35	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	9383	0.1311892867088318	36	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	17656	0.1285303831100464	37	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	17275	0.12729310989379883	38	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	30172	0.12711578607559204	39	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	4620	0.12692590057849884	40	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	20681	0.12609945237636566	41	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	2266	0.1252298355102539	42	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	32358	0.12462654709815979	43	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	1797	0.12409533560276031	44	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	14679	0.12387123703956604	45	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	12433	0.11901742219924927	46	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	28025	0.11595268547534943	47	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	16845	0.11518758535385132	48	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	4880	0.11506471037864685	49	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token	92	.	26050	0.11431190371513367	50	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	799	2.084977865219116	1	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	2938	1.0453109741210938	2	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	16706	0.5989919304847717	3	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	27342	0.4984782040119171	4	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	11256	0.34082314372062683	5	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	26684	0.3267297148704529	6	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	19389	0.32044288516044617	7	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	32454	0.3089044988155365	8	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	16439	0.3010018467903137	9	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	25001	0.2992017865180969	10	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	29171	0.2880917191505432	11	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	19850	0.2838136553764343	12	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	7982	0.26551681756973267	13	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	704	0.2613150179386139	14	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	29065	0.26044079661369324	15	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	20031	0.2509620487689972	16	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	9241	0.24169211089611053	17	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	26598	0.23765186965465546	18	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	23071	0.23368510603904724	19	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	8882	0.23224444687366486	20	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	22353	0.23205682635307312	21	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	9990	0.2313215732574463	22	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	8216	0.22875696420669556	23	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	16475	0.22713354229927063	24	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	5257	0.22263255715370178	25	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	29472	0.21717463433742523	26	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	8891	0.21474391222000122	27	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	15076	0.2072453796863556	28	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	31420	0.19953270256519318	29	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	13916	0.19318582117557526	30	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	10709	0.1908438354730606	31	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	6593	0.19020932912826538	32	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	17869	0.1889127790927887	33	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	17164	0.18294930458068848	34	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	31836	0.1825595498085022	35	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	7506	0.17481409013271332	36	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	27461	0.17459328472614288	37	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	31784	0.17284290492534637	38	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	22922	0.17136207222938538	39	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	18977	0.171018585562706	40	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	10265	0.1704370379447937	41	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	26262	0.16707241535186768	42	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	4844	0.1651442050933838	43	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	16041	0.1622759997844696	44	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	1659	0.1603456735610962	45	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	16793	0.15720483660697937	46	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	31489	0.15497824549674988	47	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	27263	0.15293627977371216	48	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	32448	0.15181773900985718	49	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_1	91	check	10764	0.15153807401657104	50	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	8033	1.325402855873108	1	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	2961	1.0314106941223145	2	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	30170	0.3690893054008484	3	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	21981	0.2605287432670593	4	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	19133	0.24571244418621063	5	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	21447	0.2407573163509369	6	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	6429	0.22330865263938904	7	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	3289	0.21890008449554443	8	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	7163	0.2160601019859314	9	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	20557	0.18130937218666077	10	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	15396	0.17640450596809387	11	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	23505	0.1478004902601242	12	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	25151	0.14700420200824738	13	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	12000	0.1468048393726349	14	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	13119	0.14598657190799713	15	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	4953	0.14155252277851105	16	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	20681	0.13792133331298828	17	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	3557	0.13522163033485413	18	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	16077	0.1330660879611969	19	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	11522	0.10359455645084381	20	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	13029	0.10216090083122253	21	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	20998	0.09990046918392181	22	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	28492	0.09920082241296768	23	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	20403	0.09776140749454498	24	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	1013	0.09495827555656433	25	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	26615	0.0932164341211319	26	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	26050	0.09191116690635681	27	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	6025	0.09043772518634796	28	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	4880	0.08719716966152191	29	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	11831	0.08563585579395294	30	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	11864	0.0849953219294548	31	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	12578	0.08373117446899414	32	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	13692	0.08346351981163025	33	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	32204	0.08204963058233261	34	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	21405	0.08184567093849182	35	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	21393	0.0807112604379654	36	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	22608	0.08023585379123688	37	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	15605	0.08014274388551712	38	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	17656	0.07976553589105606	39	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	2665	0.07960090041160583	40	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	30225	0.07931184768676758	41	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	4337	0.0783364549279213	42	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	4959	0.07820626348257065	43	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	29619	0.07801152020692825	44	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	31733	0.07765717059373856	45	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	22813	0.07742854952812195	46	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	1102	0.07666370272636414	47	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	14932	0.07605362683534622	48	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	28536	0.07590256631374359	49	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_1	91	check	11726	0.07187817990779877	50	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	28392	1.5184307098388672	1	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	2938	0.8096082210540771	2	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	5257	0.42437097430229187	3	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	21517	0.42271319031715393	4	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	19943	0.4156613051891327	5	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	19389	0.3685995936393738	6	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	9317	0.36173760890960693	7	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	27342	0.3597079813480377	8	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	10709	0.3332218527793884	9	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	26684	0.30951085686683655	10	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	25341	0.30142462253570557	11	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	17869	0.2953844964504242	12	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	16439	0.2934686541557312	13	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	27461	0.29284048080444336	14	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	21478	0.276646226644516	15	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	10265	0.27457195520401	16	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	31836	0.255939781665802	17	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	30453	0.25445282459259033	18	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	7468	0.24635131657123566	19	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	7982	0.2460552304983139	20	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	14675	0.2444780170917511	21	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	16859	0.22994694113731384	22	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	15954	0.22516681253910065	23	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	31433	0.22487112879753113	24	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	4795	0.2246878743171692	25	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	11256	0.22121959924697876	26	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	9563	0.21793586015701294	27	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	8418	0.21712009608745575	28	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	25077	0.21379227936267853	29	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	741	0.2137644737958908	30	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	18836	0.20740875601768494	31	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	2204	0.20412638783454895	32	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	30080	0.20385625958442688	33	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	2977	0.202886164188385	34	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	18198	0.1995558887720108	35	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	16475	0.19828161597251892	36	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	22922	0.19391903281211853	37	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	32454	0.18916469812393188	38	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	15840	0.18487846851348877	39	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	22932	0.18479743599891663	40	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	30205	0.18410338461399078	41	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	12351	0.18187032639980316	42	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	23071	0.1803325116634369	43	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	5851	0.17982865869998932	44	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	26723	0.17972123622894287	45	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	14771	0.17966654896736145	46	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	20031	0.17810547351837158	47	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	17	0.17336967587471008	48	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	26384	0.172907292842865	49	93
original_hum_ascii_original	original_hum	ascii_original	26	final_prompt_token_minus_2	90	Just	7506	0.1718914657831192	50	93
original_hum_ascii_original	original_hum	ascii_original	14	final_prompt_token_minus_2	90	Just	27817	1.0121119022369385	1	93
